File Creation Time UTC;2022-06-25 14:55:42
SW Name;iID®DataCaptureSoftware
SW Version;v01.09
SW BuildDate;2020-04-07
SW StartTime;2022-06-07 22:31:14
Lib Version;v1.6.3
Company;Micro-Sensys GmbH
OS Version;v10.0.17763.865


Settings
;Scan mode;MPC
;;DataGetDelay_Seconds;10

Found Hardware
;Address;ReaderID;HW-Info;FW-Info;Num-Antennas
;0x01;25SQCMICSCB030EB4
;0x10;200330;D0.22;98.26.06;2
;0x13;200328;D0.22;98.26.06;2


Timestamp;HexAddress;ReaderID;UID;Collection;DataType;FirstTimeFound;LastTimeFound;NumFound;Direction;Ant1;Ant2
2022-06-25 07:57:52,140;10;200330;25SQCMICSBB54CB009736;;DPC;2022-06-25 14:57:42,000;2022-06-25 14:57:42,000;57;Departing;x;x
2022-06-25 07:58:02,202;10;200330;25SQCMICSBB54CB009736;;DPC;2022-06-25 14:57:52,100;2022-06-25 14:57:52,100;1;Unknown;x;
2022-06-25 07:58:22,327;10;200330;25SQCMICSBB0E7600976D;;DPC;2022-06-25 14:58:12,200;2022-06-25 14:58:12,200;28;Departing;x;x
2022-06-25 07:58:52,546;10;200330;25SQCMICSBBCC9F00970D;;DPC;2022-06-25 14:58:42,400;2022-06-25 14:58:42,400;28;Departing;x;x
2022-06-25 08:00:43,858;13;200328;25SQCMICSBB1E7F008F1F;;DPC;2022-06-25 15:00:33,700;2022-06-25 15:00:33,700;138;Departing;x;x
2022-06-25 08:00:53,905;13;200328;25SQCMICSBB1E7F008F1F;;DPC;2022-06-25 15:00:43,800;2022-06-25 15:00:43,800;71;Arriving;x;x
2022-06-25 08:01:03,983;13;200328;25SQCMICSBB1E7F008F1F;;DPC;2022-06-25 15:00:53,900;2022-06-25 15:00:53,900;57;Departing;x;x
2022-06-25 08:01:14,046;13;200328;25SQCMICSBB1E7F008F1F;;DPC;2022-06-25 15:01:04,000;2022-06-25 15:01:04,000;41;Arriving;x;x
2022-06-25 08:04:34,921;10;200330;25SQCMICSBB6EA1009778;;DPC;2022-06-25 15:04:24,800;2022-06-25 15:04:24,800;76;Arriving;x;x
2022-06-25 08:05:35,358;10;200330;25SQCMICSBBE94F009712;;DPC;2022-06-25 15:05:25,200;2022-06-25 15:05:25,200;15;Departing;x;x
2022-06-25 08:08:36,608;10;200330;25SQCMICSBB0E7600976D;;DPC;2022-06-25 15:08:26,500;2022-06-25 15:08:26,500;32;Arriving;x;x
2022-06-25 08:11:58,108;10;200330;25SQCMICSBBD60C009703;;DPC;2022-06-25 15:11:48,000;2022-06-25 15:11:48,000;37;Arriving;x;x
2022-06-25 08:12:28,296;10;200330;25SQCMICSBB0411008E0E;;DPC;2022-06-25 15:12:18,200;2022-06-25 15:12:18,200;11;Departing;x;x
2022-06-25 08:14:49,343;10;200330;25SQCMICSBB0E7600976D;;DPC;2022-06-25 15:14:39,200;2022-06-25 15:14:39,200;1;Unknown;;x
2022-06-25 08:14:59,421;10;200330;25SQCMICSBB0E7600976D;;DPC;2022-06-25 15:14:49,300;2022-06-25 15:14:49,300;6;Departing;x;x
