File,Creation,Time,UTC,7/30/22,4:09:52,,,,,,,,
SW,Name,iID®DataCaptureSoftware,,,,,,,,,,,
SW,Version,v01.09,,,,,,,,,,,
SW,BuildDate,4/7/20,,,,,,,,,,,
SW,StartTime,7/22/22,3:48:23,,,,,,,,,,
Lib,Version,v1.6.3,,,,,,,,,,,
Company,Micro-Sensys,GmbH,,,,,,,,,,,
OS,Version,v10.0.17763.865,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Settings,,,,,,,,,,,,,
,Scan,mode,MPC,,,,,,,,,,
,DataGetDelay_Seconds,10,,,,,,,,,,,
,,,,,,,,,,,,,
Found,Hardware,,,,,,,,,,,,
,Address,ReaderID,HW-Info,FW-Info,Num-Antennas,,,,,,,,
,0x01,25SQCMICSCB030EB4,,,,,,,,,,,
,0x10,200330,D0.22,98.26.06,2,,,,,,,,
,0x13,200328,D0.22,98.26.06,2,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Timestamp,HexAddress,ReaderID,UID,Collection,DataType,FirstTimeFound,LastTimeFound,NumFound,Direction,Ant1,Ant2,,
7/30/22,9:33:40,13,200328,25SQCMICSBBE316009D02,DPC,7/30/22,33:29.6,7/30/22,33:29.6,15,Arriving,x,x
7/30/22,9:33:59,10,200330,25SQCMICSBBB5F100AAA0,DPC,7/30/22,33:49.2,7/30/22,33:49.2,19,Departing,x,x
7/30/22,9:34:50,10,200330,25SQCMICSBB760A00AA76,DPC,7/30/22,34:39.6,7/30/22,34:39.6,18,Arriving,x,x
7/30/22,9:35:10,10,200330,25SQCMICSBB3EA500B0F9,DPC,7/30/22,34:59.7,7/30/22,34:59.7,15,Departing,x,x
7/30/22,9:35:51,13,200328,25SQCMICSBBBF4700B038,DPC,7/30/22,35:40.5,7/30/22,35:40.5,24,Arriving,x,x
7/30/22,9:36:20,10,200330,25SQCMICSBB909700962F,DPC,7/30/22,36:10.2,7/30/22,36:10.2,16,Departing,x,x
7/30/22,9:38:12,13,200328,25SQCMICSBB30DF0096DE,DPC,7/30/22,38:01.6,7/30/22,38:01.6,17,Departing,x,x
7/30/22,9:38:52,13,200328,25SQCMICSBBB34500AA3F,DPC,7/30/22,38:41.9,7/30/22,38:41.9,12,Arriving,x,x
7/30/22,9:40:22,10,200330,25SQCMICSBB6C6000AAAA,DPC,7/30/22,40:12.1,7/30/22,40:12.1,11,Departing,x,x
7/30/22,9:40:22,10,200330,25SQCMICSBB760A00AA76,DPC,7/30/22,40:12.1,7/30/22,40:12.1,3,Unknown,x,
7/30/22,9:40:33,13,200328,25SQCMICSBBE316009D02,DPC,7/30/22,40:22.7,7/30/22,40:22.7,24,Departing,x,x
7/30/22,9:40:43,13,200328,25SQCMICSBB259C00B075,DPC,7/30/22,40:32.7,7/30/22,40:32.7,27,Arriving,x,x
7/30/22,9:41:03,13,200328,25SQCMICSBBBF4700B038,DPC,7/30/22,40:52.9,7/30/22,40:52.9,22,Departing,x,x
7/30/22,9:44:14,13,200328,25SQCMICSBB259C00B075,DPC,7/30/22,44:04.2,7/30/22,44:04.2,27,Departing,x,x
7/30/22,9:44:55,13,200328,25SQCMICSBB0F9D00970B,DPC,7/30/22,44:44.4,7/30/22,44:44.4,13,Arriving,x,x
7/30/22,9:45:05,13,200328,25SQCMICSBB0F9D00970B,DPC,7/30/22,44:54.5,7/30/22,44:54.5,12,Unknown,x,
7/30/22,9:45:55,13,200328,25SQCMICSBBB34500AA3F,DPC,7/30/22,45:44.9,7/30/22,45:44.9,18,Departing,x,x
7/30/22,9:47:46,13,200328,25SQCMICSBB0F9D00970B,DPC,7/30/22,47:35.6,7/30/22,47:35.6,27,Departing,x,x
7/30/22,9:48:16,13,200328,25SQCMICSBB50B00096DD,DPC,7/30/22,48:05.9,7/30/22,48:05.9,31,Arriving,x,x
7/30/22,9:50:07,13,200328,25SQCMICSBB37790096F5,DPC,7/30/22,49:56.6,7/30/22,49:56.6,18,Departing,x,x
7/30/22,9:51:37,13,200328,25SQCMICSBB6FF200970C,DPC,7/30/22,51:27.2,7/30/22,51:27.2,18,Arriving,x,x
7/30/22,9:51:47,13,200328,25SQCMICSBB6FF200970C,DPC,7/30/22,51:37.3,7/30/22,51:37.3,5,Unknown,x,
7/30/22,9:54:18,13,200328,25SQCMICSBB7DEE00B17C,DPC,7/30/22,54:08.3,7/30/22,54:08.3,25,Arriving,x,x
7/30/22,9:54:29,13,200328,25SQCMICSBB7DEE00B17C,DPC,7/30/22,54:18.4,7/30/22,54:18.4,35,Unknown,x,
7/30/22,9:56:09,13,200328,25SQCMICSBB50B00096DD,DPC,7/30/22,55:59.1,7/30/22,55:59.1,4,Unknown,x,
7/30/22,9:56:39,13,200328,25SQCMICSBB6FF200970C,DPC,7/30/22,56:29.3,7/30/22,56:29.3,12,Departing,x,x
7/30/22,10:00:10,10,200330,25SQCMICSBB909700962F,DPC,7/30/22,00:00.2,7/30/22,00:00.2,21,Arriving,x,x
7/30/22,10:00:11,13,200328,25SQCMICSBB7DEE00B17C,DPC,7/30/22,00:00.7,7/30/22,00:00.7,18,Departing,x,x
7/30/22,10:00:41,10,200330,25SQCMICSBB6C6000AAAA,DPC,7/30/22,00:30.4,7/30/22,00:30.4,42,Arriving,x,x
7/30/22,10:05:02,10,200330,25SQCMICSBB760A00AA76,DPC,7/30/22,04:52.3,7/30/22,04:52.3,38,Arriving,x,x
7/30/22,10:08:34,10,200330,25SQCMICSBB909700962F,DPC,7/30/22,08:23.8,7/30/22,08:23.8,32,Departing,x,x
7/30/22,10:10:05,10,200330,25SQCMICSBB307D00AA85,DPC,7/30/22,09:54.4,7/30/22,09:54.4,24,Unknown,x,
7/30/22,10:10:15,10,200330,25SQCMICSBB307D00AA85,DPC,7/30/22,10:04.5,7/30/22,10:04.5,53,Arriving,x,x
7/30/22,10:10:15,10,200330,25SQCMICSBBAC0800963C,DPC,7/30/22,10:04.5,7/30/22,10:04.5,25,Departing,x,x
7/30/22,10:10:55,13,200328,25SQCMICSBBE316009D02,DPC,7/30/22,10:45.4,7/30/22,10:45.4,16,Arriving,x,x
7/30/22,10:11:05,10,200330,25SQCMICSBB367F00968C,DPC,7/30/22,10:54.9,7/30/22,10:54.9,28,Departing,x,x
7/30/22,10:13:36,10,200330,25SQCMICSBB760A00AA76,DPC,7/30/22,13:25.9,7/30/22,13:25.9,18,Arriving,x,x
7/30/22,10:14:17,13,200328,25SQCMICSBB603700B082,DPC,7/30/22,14:06.8,7/30/22,14:06.8,27,Arriving,x,x
7/30/22,10:15:57,10,200330,25SQCMICSBB307D00AA85,DPC,7/30/22,15:47.0,7/30/22,15:47.0,16,Departing,x,x
7/30/22,10:17:18,13,200328,25SQCMICSBBBF4700B038,DPC,7/30/22,17:08.1,7/30/22,17:08.1,45,Arriving,x,x
7/30/22,10:17:48,13,200328,25SQCMICSBBE316009D02,DPC,7/30/22,17:38.3,7/30/22,17:38.3,1,Unknown,x,
7/30/22,10:18:08,10,200330,25SQCMICSBBF7E800AAB7,DPC,7/30/22,17:57.8,7/30/22,17:57.8,17,Arriving,x,x
7/30/22,10:18:48,10,200330,25SQCMICSBB06F800B0D5,DPC,7/30/22,18:38.1,7/30/22,18:38.1,35,Departing,x,x
7/30/22,10:21:29,10,200330,25SQCMICSBB178E00AA11,DPC,7/30/22,21:19.3,7/30/22,21:19.3,77,Arriving,x,x
7/30/22,10:21:39,10,200330,25SQCMICSBB178E00AA11,DPC,7/30/22,21:29.4,7/30/22,21:29.4,25,Unknown,x,
7/30/22,10:21:50,10,200330,25SQCMICSBB367F00968C,DPC,7/30/22,21:39.4,7/30/22,21:39.4,20,Arriving,x,x
7/30/22,10:22:20,13,200328,25SQCMICSBBBF4700B038,DPC,7/30/22,22:10.2,7/30/22,22:10.2,49,Departing,x,x
7/30/22,10:23:20,10,200330,25SQCMICSBBF7E800AAB7,DPC,7/30/22,23:10.1,7/30/22,23:10.1,23,Departing,x,x
7/30/22,10:23:41,13,200328,25SQCMICSBB2D1300960B,DPC,7/30/22,23:30.8,7/30/22,23:30.8,64,Departing,x,x
7/30/22,10:24:01,13,200328,25SQCMICSBB7AB100B1C3,DPC,7/30/22,23:50.9,7/30/22,23:50.9,15,Arriving,x,x
7/30/22,10:26:52,13,200328,25SQCMICSBB603700B082,DPC,7/30/22,26:42.2,7/30/22,26:42.2,46,Departing,x,x
7/30/22,10:27:32,10,200330,25SQCMICSBB760A00AA76,DPC,7/30/22,27:21.9,7/30/22,27:21.9,34,Arriving,x,x
7/30/22,10:29:03,10,200330,25SQCMICSBB909700962F,DPC,7/30/22,28:52.5,7/30/22,28:52.5,32,Unknown,x,
7/30/22,10:29:13,13,200328,25SQCMICSBB7AB100B1C3,DPC,7/30/22,29:03.1,7/30/22,29:03.1,11,Departing,x,x
7/30/22,10:29:23,10,200330,25SQCMICSBBAC0800963C,DPC,7/30/22,29:12.6,7/30/22,29:12.6,43,Arriving,x,x
7/30/22,10:30:14,13,200328,25SQCMICSBB50B00096DD,DPC,7/30/22,30:03.6,7/30/22,30:03.6,22,Arriving,x,x
7/30/22,10:35:05,10,200330,25SQCMICSBBAC0800963C,DPC,7/30/22,34:55.1,7/30/22,34:55.1,29,Departing,x,x
7/30/22,10:36:36,10,200330,25SQCMICSBB760A00AA76,DPC,7/30/22,36:25.7,7/30/22,36:25.7,14,Departing,x,x
7/30/22,10:36:46,10,200330,25SQCMICSBB760A00AA76,DPC,7/30/22,36:35.8,7/30/22,36:35.8,11,Arriving,x,x
7/30/22,10:37:06,10,200330,25SQCMICSBB909700962F,DPC,7/30/22,36:56.0,7/30/22,36:56.0,5,Unknown,x,
7/30/22,10:37:16,10,200330,25SQCMICSBB909700962F,DPC,7/30/22,37:06.0,7/30/22,37:06.0,21,Departing,x,x
7/30/22,10:39:28,13,200328,25SQCMICSBBE09200B0D8,DPC,7/30/22,39:17.5,7/30/22,39:17.5,27,Unknown,x,
7/30/22,10:39:38,13,200328,25SQCMICSBBE09200B0D8,DPC,7/30/22,39:27.6,7/30/22,39:27.6,43,Arriving,x,x
7/30/22,10:39:48,13,200328,25SQCMICSBB50B00096DD,DPC,7/30/22,39:37.6,7/30/22,39:37.6,30,Unknown,x,
7/30/22,10:39:58,13,200328,25SQCMICSBB50B00096DD,DPC,7/30/22,39:47.7,7/30/22,39:47.7,76,Departing,x,x
7/30/22,10:43:59,13,200328,25SQCMICSBBE09200B0D8,DPC,7/30/22,43:49.3,7/30/22,43:49.3,16,Departing,x,x
7/30/22,10:46:30,10,200330,25SQCMICSBB06F800B0D5,DPC,7/30/22,46:19.8,7/30/22,46:19.8,1,Unknown,x,
7/30/22,10:46:50,10,200330,25SQCMICSBB06F800B0D5,DPC,7/30/22,46:40.0,7/30/22,46:40.0,1,Unknown,x,
7/30/22,10:47:00,10,200330,25SQCMICSBB06F800B0D5,DPC,7/30/22,46:50.1,7/30/22,46:50.1,60,Arriving,x,x
7/30/22,10:48:52,13,200328,25SQCMICSBB1E4900B196,DPC,7/30/22,48:41.5,7/30/22,48:41.5,110,Departing,x,x
7/30/22,10:49:01,10,200330,25SQCMICSBB178E00AA11,DPC,7/30/22,48:51.0,7/30/22,48:51.0,22,Departing,x,x
7/30/22,10:49:02,13,200328,25SQCMICSBB1E4900B196,DPC,7/30/22,48:51.6,7/30/22,48:51.6,14,Arriving,x,x
7/30/22,10:54:24,10,200330,25SQCMICSBB760A00AA76,DPC,7/30/22,54:13.4,7/30/22,54:13.4,8,Unknown,x,
7/30/22,10:54:34,10,200330,25SQCMICSBB760A00AA76,DPC,7/30/22,54:23.5,7/30/22,54:23.5,42,Arriving,x,x
7/30/22,10:56:05,13,200328,25SQCMICSBBB34500AA3F,DPC,7/30/22,55:54.7,7/30/22,55:54.7,5,Arriving,x,x
7/30/22,10:58:15,10,200330,25SQCMICSBBAC0800963C,DPC,7/30/22,58:05.1,7/30/22,58:05.1,14,Arriving,x,x
7/30/22,10:59:56,10,200330,25SQCMICSBB3EA500B0F9,DPC,7/30/22,59:45.8,7/30/22,59:45.8,72,Arriving,x,x
7/30/22,11:01:47,13,200328,25SQCMICSBB1E4900B196,DPC,7/30/22,01:37.1,7/30/22,01:37.1,18,Departing,x,x
7/30/22,11:02:17,13,200328,25SQCMICSBBE316009D02,DPC,7/30/22,02:07.3,7/30/22,02:07.3,22,Arriving,x,x
7/30/22,11:03:08,13,200328,25SQCMICSBB0F9D00970B,DPC,7/30/22,02:57.7,7/30/22,02:57.7,20,Arriving,x,x
7/30/22,11:03:18,13,200328,25SQCMICSBB0F9D00970B,DPC,7/30/22,03:07.8,7/30/22,03:07.8,8,Unknown,x,
7/30/22,11:03:38,13,200328,25SQCMICSBBB34500AA3F,DPC,7/30/22,03:27.9,7/30/22,03:27.9,13,Departing,x,x
7/30/22,11:04:18,10,200330,25SQCMICSBB760A00AA76,DPC,7/30/22,04:07.7,7/30/22,04:07.7,1,Unknown,x,
7/30/22,11:04:28,10,200330,25SQCMICSBB760A00AA76,DPC,7/30/22,04:17.8,7/30/22,04:17.8,25,Departing,x,x
7/30/22,11:04:58,10,200330,25SQCMICSBBAC0800963C,DPC,7/30/22,04:48.0,7/30/22,04:48.0,13,Departing,x,x
7/30/22,11:06:39,13,200328,25SQCMICSBBBF4700B038,DPC,7/30/22,06:29.3,7/30/22,06:29.3,19,Arriving,x,x
7/30/22,11:06:49,13,200328,25SQCMICSBBBF4700B038,DPC,7/30/22,06:39.4,7/30/22,06:39.4,23,Unknown,x,
7/30/22,11:07:39,10,200330,25SQCMICSBB6C6000AAAA,DPC,7/30/22,07:29.1,7/30/22,07:29.1,11,Departing,x,x
7/30/22,11:09:10,10,200330,25SQCMICSBB3EA500B0F9,DPC,7/30/22,08:59.8,7/30/22,08:59.8,15,Unknown,x,
7/30/22,11:09:10,13,200328,25SQCMICSBB37790096F5,DPC,7/30/22,09:00.3,7/30/22,09:00.3,63,Arriving,x,x
7/30/22,11:09:20,10,200330,25SQCMICSBB3EA500B0F9,DPC,7/30/22,09:09.8,7/30/22,09:09.8,1,Unknown,x,
7/30/22,11:09:21,13,200328,25SQCMICSBB4A230096D3,DPC,7/30/22,09:10.4,7/30/22,09:10.4,59,Arriving,x,x
7/30/22,11:10:01,13,200328,25SQCMICSBB259C00B075,DPC,7/30/22,09:50.7,7/30/22,09:50.7,21,Arriving,x,x
7/30/22,11:10:41,13,200328,25SQCMICSBB0F9D00970B,DPC,7/30/22,10:31.0,7/30/22,10:31.0,3,Unknown,x,
7/30/22,11:10:41,13,200328,25SQCMICSBB30DF0096DE,DPC,7/30/22,10:31.0,7/30/22,10:31.0,5,Unknown,x,
7/30/22,11:10:51,13,200328,25SQCMICSBB30DF0096DE,DPC,7/30/22,10:41.0,7/30/22,10:41.0,43,Arriving,x,x
7/30/22,11:10:51,13,200328,25SQCMICSBB0F9D00970B,DPC,7/30/22,10:41.0,7/30/22,10:41.0,20,Departing,x,x
7/30/22,11:12:41,10,200330,25SQCMICSBB6C6000AAAA,DPC,7/30/22,12:31.3,7/30/22,12:31.3,43,Arriving,x,x
7/30/22,11:12:42,13,200328,25SQCMICSBBE54300B1B1,DPC,7/30/22,12:31.9,7/30/22,12:31.9,72,Departing,x,x
7/30/22,11:12:52,13,200328,25SQCMICSBBE54300B1B1,DPC,7/30/22,12:41.9,7/30/22,12:41.9,80,Arriving,x,x
7/30/22,11:13:12,13,200328,25SQCMICSBB259C00B075,DPC,7/30/22,13:02.1,7/30/22,13:02.1,13,Departing,x,x
7/30/22,11:13:42,13,200328,25SQCMICSBBE54300B1B1,DPC,7/30/22,13:32.3,7/30/22,13:32.3,41,Departing,x,x
7/30/22,11:14:13,13,200328,25SQCMICSBBE54300B1B1,DPC,7/30/22,14:02.5,7/30/22,14:02.5,50,Arriving,x,x
7/30/22,11:14:52,10,200330,25SQCMICSBBB5F100AAA0,DPC,7/30/22,14:42.3,7/30/22,14:42.3,50,Arriving,x,x
7/30/22,11:15:03,13,200328,25SQCMICSBBE316009D02,DPC,7/30/22,14:52.9,7/30/22,14:52.9,5,Unknown,x,
7/30/22,11:15:13,13,200328,25SQCMICSBB37790096F5,DPC,7/30/22,15:03.0,7/30/22,15:03.0,52,Departing,x,x
7/30/22,11:16:54,13,200328,25SQCMICSBBBF4700B038,DPC,7/30/22,16:43.6,7/30/22,16:43.6,27,Departing,x,x
7/30/22,11:17:44,13,200328,25SQCMICSBB30DF0096DE,DPC,7/30/22,17:34.0,7/30/22,17:34.0,11,Unknown,x,
7/30/22,11:18:24,13,200328,25SQCMICSBB4A230096D3,DPC,7/30/22,18:14.2,7/30/22,18:14.2,36,Departing,x,x
7/30/22,11:21:25,10,200330,25SQCMICSBB6C6000AAAA,DPC,7/30/22,21:15.0,7/30/22,21:15.0,20,Departing,x,x
7/30/22,11:23:26,10,200330,25SQCMICSBB909700962F,DPC,7/30/22,23:15.8,7/30/22,23:15.8,24,Arriving,x,x
7/30/22,11:23:36,10,200330,25SQCMICSBB909700962F,DPC,7/30/22,23:25.9,7/30/22,23:25.9,24,Unknown,x,
7/30/22,11:24:57,10,200330,25SQCMICSBB178E00AA11,DPC,7/30/22,24:46.5,7/30/22,24:46.5,7,Unknown,x,
7/30/22,11:24:57,10,200330,25SQCMICSBB307D00AA85,DPC,7/30/22,24:46.5,7/30/22,24:46.5,48,Arriving,x,x
7/30/22,11:25:07,10,200330,25SQCMICSBB178E00AA11,DPC,7/30/22,24:56.5,7/30/22,24:56.5,53,Arriving,x,x
7/30/22,11:25:37,10,200330,25SQCMICSBB760A00AA76,DPC,7/30/22,25:26.8,7/30/22,25:26.8,50,Arriving,x,x
7/30/22,11:25:48,13,200328,25SQCMICSBB603700B082,DPC,7/30/22,25:37.4,7/30/22,25:37.4,63,Arriving,x,x
7/30/22,11:26:07,10,200330,25SQCMICSBBB5F100AAA0,DPC,7/30/22,25:57.0,7/30/22,25:57.0,10,Unknown,x,
7/30/22,11:26:08,13,200328,25SQCMICSBB603700B082,DPC,7/30/22,25:57.6,7/30/22,25:57.6,96,Arriving,x,x
7/30/22,11:26:18,13,200328,25SQCMICSBB603700B082,DPC,7/30/22,26:07.6,7/30/22,26:07.6,68,Arriving,x,x
7/30/22,11:26:28,13,200328,25SQCMICSBB603700B082,DPC,7/30/22,26:17.7,7/30/22,26:17.7,2,Unknown,x,
7/30/22,11:26:37,10,200330,25SQCMICSBB06F800B0D5,DPC,7/30/22,26:27.2,7/30/22,26:27.2,11,Unknown,x,
7/30/22,11:26:47,10,200330,25SQCMICSBB37CF00AA45,DPC,7/30/22,26:37.3,7/30/22,26:37.3,5,Unknown,x,
7/30/22,11:27:08,10,200330,25SQCMICSBB37CF00AA45,DPC,7/30/22,26:57.4,7/30/22,26:57.4,25,Arriving,x,x
7/30/22,11:28:18,10,200330,25SQCMICSBBAC0800963C,DPC,7/30/22,28:08.0,7/30/22,28:08.0,27,Arriving,x,x
7/30/22,11:28:28,10,200330,25SQCMICSBB6C6000AAAA,DPC,7/30/22,28:18.0,7/30/22,28:18.0,24,Arriving,x,x
7/30/22,11:31:30,10,200330,25SQCMICSBB367F00968C,DPC,7/30/22,31:19.4,7/30/22,31:19.4,29,Departing,x,x
7/30/22,11:31:50,10,200330,25SQCMICSBB7C0400B0DC,DPC,7/30/22,31:39.5,7/30/22,31:39.5,31,Departing,x,x
7/30/22,11:34:21,10,200330,25SQCMICSBB6C6000AAAA,DPC,7/30/22,34:10.6,7/30/22,34:10.6,28,Departing,x,x
7/30/22,11:35:01,10,200330,25SQCMICSBBAC0800963C,DPC,7/30/22,34:50.8,7/30/22,34:50.8,7,Unknown,x,
7/30/22,11:35:11,10,200330,25SQCMICSBBAC0800963C,DPC,7/30/22,35:00.9,7/30/22,35:00.9,15,Departing,x,x
7/30/22,11:35:11,10,200330,25SQCMICSBB178E00AA11,DPC,7/30/22,35:00.9,7/30/22,35:00.9,20,Departing,x,x
7/30/22,11:35:51,10,200330,25SQCMICSBB307D00AA85,DPC,7/30/22,35:41.2,7/30/22,35:41.2,24,Departing,x,x
7/30/22,11:36:52,10,200330,25SQCMICSBB760A00AA76,DPC,7/30/22,36:41.7,7/30/22,36:41.7,25,Departing,x,x
7/30/22,11:38:53,10,200330,25SQCMICSBB37CF00AA45,DPC,7/30/22,38:42.5,7/30/22,38:42.5,45,Departing,x,x
7/30/22,11:39:03,13,200328,25SQCMICSBB603700B082,DPC,7/30/22,38:53.1,7/30/22,38:53.1,33,Departing,x,x
7/30/22,11:40:44,13,200328,25SQCMICSBB58C600B053,DPC,7/30/22,40:33.8,7/30/22,40:33.8,20,Arriving,x,x
7/30/22,11:42:04,10,200330,25SQCMICSBB6C6000AAAA,DPC,7/30/22,41:53.9,7/30/22,41:53.9,24,Arriving,x,x
7/30/22,11:43:45,13,200328,25SQCMICSBB6FF200970C,DPC,7/30/22,43:35.1,7/30/22,43:35.1,1,Unknown,x,
7/30/22,11:43:55,13,200328,25SQCMICSBB6FF200970C,DPC,7/30/22,43:45.2,7/30/22,43:45.2,27,Arriving,x,x
7/30/22,11:44:36,13,200328,25SQCMICSBB04CF00B0B7,DPC,7/30/22,44:25.5,7/30/22,44:25.5,43,Arriving,x,x
7/30/22,11:47:17,13,200328,25SQCMICSBBBF4700B038,DPC,7/30/22,47:06.6,7/30/22,47:06.6,15,Unknown,x,
7/30/22,11:47:27,13,200328,25SQCMICSBBBF4700B038,DPC,7/30/22,47:16.6,7/30/22,47:16.6,36,Arriving,x,x
7/30/22,11:49:17,10,200330,25SQCMICSBB6C6000AAAA,DPC,7/30/22,49:06.8,7/30/22,49:06.8,9,Departing,x,x
7/30/22,11:51:18,13,200328,25SQCMICSBB6FF200970C,DPC,7/30/22,51:08.2,7/30/22,51:08.2,18,Departing,x,x
7/30/22,11:52:09,13,200328,25SQCMICSBB04CF00B0B7,DPC,7/30/22,51:58.5,7/30/22,51:58.5,3,Unknown,x,
7/30/22,11:52:19,13,200328,25SQCMICSBB04CF00B0B7,DPC,7/30/22,52:08.6,7/30/22,52:08.6,20,Departing,x,x
7/30/22,11:52:59,13,200328,25SQCMICSBBBF4700B038,DPC,7/30/22,52:48.9,7/30/22,52:48.9,48,Departing,x,x
7/30/22,11:57:31,13,200328,25SQCMICSBB7DEE00B17C,DPC,7/30/22,57:20.8,7/30/22,57:20.8,43,Arriving,x,x
7/30/22,11:57:51,10,200330,25SQCMICSBB760A00AA76,DPC,7/30/22,57:40.4,7/30/22,57:40.4,40,Arriving,x,x
7/30/22,11:57:51,10,200330,25SQCMICSBBF7E800AAB7,DPC,7/30/22,57:40.4,7/30/22,57:40.4,35,Arriving,x,x
7/30/22,11:58:21,10,200330,25SQCMICSBB6C6000AAAA,DPC,7/30/22,58:10.6,7/30/22,58:10.6,14,Arriving,x,x
7/30/22,12:00:32,13,200328,25SQCMICSBB58C600B053,DPC,7/30/22,00:22.2,7/30/22,00:22.2,26,Departing,x,x
7/30/22,12:01:02,13,200328,25SQCMICSBB50B00096DD,DPC,7/30/22,00:52.3,7/30/22,00:52.3,26,Arriving,x,x
7/30/22,12:01:53,13,200328,25SQCMICSBB7D5700B0C8,DPC,7/30/22,01:42.6,7/30/22,01:42.6,41,Unknown,x,
7/30/22,12:02:03,13,200328,25SQCMICSBB7D5700B0C8,DPC,7/30/22,01:52.7,7/30/22,01:52.7,167,Arriving,x,x
7/30/22,12:02:12,10,200330,25SQCMICSBB6C6000AAAA,DPC,7/30/22,02:02.2,7/30/22,02:02.2,9,Departing,x,x
7/30/22,12:02:13,13,200328,25SQCMICSBB7D5700B0C8,DPC,7/30/22,02:02.8,7/30/22,02:02.8,93,Unknown,x,
7/30/22,12:02:23,13,200328,25SQCMICSBB7D5700B0C8,DPC,7/30/22,02:12.9,7/30/22,02:12.9,212,Unknown,x,
7/30/22,12:02:33,13,200328,25SQCMICSBB7D5700B0C8,DPC,7/30/22,02:22.9,7/30/22,02:22.9,203,Arriving,x,x
7/30/22,12:02:43,13,200328,25SQCMICSBB7D5700B0C8,DPC,7/30/22,02:33.0,7/30/22,02:33.0,220,Departing,x,x
7/30/22,12:02:53,13,200328,25SQCMICSBB7D5700B0C8,DPC,7/30/22,02:43.0,7/30/22,02:43.0,225,Departing,x,x
7/30/22,12:03:03,13,200328,25SQCMICSBB7D5700B0C8,DPC,7/30/22,02:53.1,7/30/22,02:53.1,214,Departing,x,x
7/30/22,12:03:13,13,200328,25SQCMICSBB7D5700B0C8,DPC,7/30/22,03:03.2,7/30/22,03:03.2,203,Unknown,x,
7/30/22,12:03:23,13,200328,25SQCMICSBB7D5700B0C8,DPC,7/30/22,03:13.3,7/30/22,03:13.3,89,Unknown,x,
7/30/22,12:03:33,13,200328,25SQCMICSBB7D5700B0C8,DPC,7/30/22,03:23.3,7/30/22,03:23.3,57,Unknown,x,
7/30/22,12:03:44,13,200328,25SQCMICSBB7D5700B0C8,DPC,7/30/22,03:33.4,7/30/22,03:33.4,1,Unknown,x,
7/30/22,12:04:03,10,200330,25SQCMICSBBF7E800AAB7,DPC,7/30/22,03:53.0,7/30/22,03:53.0,30,Departing,x,x
7/30/22,12:04:03,10,200330,25SQCMICSBBAC0800963C,DPC,7/30/22,03:53.0,7/30/22,03:53.0,21,Arriving,x,x
7/30/22,12:04:44,13,200328,25SQCMICSBB7D5700B0C8,DPC,7/30/22,04:33.9,7/30/22,04:33.9,90,Arriving,x,x
7/30/22,12:04:54,13,200328,25SQCMICSBB7D5700B0C8,DPC,7/30/22,04:43.9,7/30/22,04:43.9,33,Unknown,x,
7/30/22,12:06:24,10,200330,25SQCMICSBB909700962F,DPC,7/30/22,06:14.0,7/30/22,06:14.0,21,Departing,x,x
7/30/22,12:08:45,10,200330,25SQCMICSBB6C6000AAAA,DPC,7/30/22,08:34.9,7/30/22,08:34.9,15,Arriving,x,x
7/30/22,12:08:46,13,200328,25SQCMICSBB7DEE00B17C,DPC,7/30/22,08:35.5,7/30/22,08:35.5,23,Departing,x,x
7/30/22,12:10:26,10,200330,25SQCMICSBB760A00AA76,DPC,7/30/22,10:15.7,7/30/22,10:15.7,39,Departing,x,x
7/30/22,12:11:36,10,200330,25SQCMICSBBAC0800963C,DPC,7/30/22,11:26.3,7/30/22,11:26.3,20,Departing,x,x
7/30/22,12:13:18,13,200328,25SQCMICSBBE316009D02,DPC,7/30/22,13:07.5,7/30/22,13:07.5,17,Arriving,x,x
7/30/22,12:13:28,13,200328,25SQCMICSBBE316009D02,DPC,7/30/22,13:17.5,7/30/22,13:17.5,10,Arriving,x,x
7/30/22,12:14:28,10,200330,25SQCMICSBB6C6000AAAA,DPC,7/30/22,14:17.4,7/30/22,14:17.4,16,Departing,x,x
7/30/22,12:14:28,13,200328,25SQCMICSBB0F9D00970B,DPC,7/30/22,14:17.9,7/30/22,14:17.9,37,Arriving,x,x
7/30/22,12:14:48,10,200330,25SQCMICSBBDB6800AFEB,DPC,7/30/22,14:37.6,7/30/22,14:37.6,15,Unknown,x,
7/30/22,12:18:19,10,200330,25SQCMICSBB3EA500B0F9,DPC,7/30/22,18:09.0,7/30/22,18:09.0,33,Arriving,x,x
7/30/22,12:18:40,13,200328,25SQCMICSBB0F9D00970B,DPC,7/30/22,18:29.7,7/30/22,18:29.7,31,Departing,x,x
7/30/22,12:20:00,10,200330,25SQCMICSBB6C6000AAAA,DPC,7/30/22,19:49.7,7/30/22,19:49.7,19,Arriving,x,x
7/30/22,12:20:50,10,200330,25SQCMICSBB592D00B035,DPC,7/30/22,20:40.0,7/30/22,20:40.0,26,Departing,x,x
7/30/22,12:21:00,10,200330,25SQCMICSBB592D00B035,DPC,7/30/22,20:50.1,7/30/22,20:50.1,4,Unknown,x,
