File,Creation,Time,UTC,7/30/22,4:09:52,,,,,,,,
SW,Name,iID®DataCaptureSoftware,,,,,,,,,,,
SW,Version,v01.09,,,,,,,,,,,
SW,BuildDate,4/7/20,,,,,,,,,,,
SW,StartTime,7/22/22,3:48:23,,,,,,,,,,
Lib,Version,v1.6.3,,,,,,,,,,,
Company,Micro-Sensys,GmbH,,,,,,,,,,,
OS,Version,v10.0.17763.865,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Settings,,,,,,,,,,,,,
,Scan,mode,MPC,,,,,,,,,,
,DataGetDelay_Seconds,10,,,,,,,,,,,
,,,,,,,,,,,,,
Found,Hardware,,,,,,,,,,,,
,Address,ReaderID,HW-Info,FW-Info,Num-Antennas,,,,,,,,
,0x01,25SQCMICSCB030EB4,,,,,,,,,,,
,0x10,200330,D0.22,98.26.06,2,,,,,,,,
,0x13,200328,D0.22,98.26.06,2,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Timestamp,HexAddress,ReaderID,UID,Collection,DataType,FirstTimeFound,LastTimeFound,NumFound,Direction,Ant1,Ant2,,
7/30/22,12:21:51,13,200328,25SQCMICSBB37790096F5,DPC,7/30/22,21:41.0,7/30/22,21:41.0,15,Arriving,x,x
7/30/22,12:22:01,13,200328,25SQCMICSBB37790096F5,DPC,7/30/22,21:51.0,7/30/22,21:51.0,43,Unknown,x,
7/30/22,12:23:21,10,200330,25SQCMICSBB592D00B035,DPC,7/30/22,23:11.0,7/30/22,23:11.0,38,Arriving,x,x
7/30/22,12:24:22,10,200330,25SQCMICSBBD71F009653,DPC,7/30/22,24:11.5,7/30/22,24:11.5,36,Departing,x,x
7/30/22,12:25:32,10,200330,25SQCMICSBB6C6000AAAA,DPC,7/30/22,25:21.9,7/30/22,25:21.9,15,Departing,x,x
7/30/22,12:25:32,10,200330,25SQCMICSBB3EA500B0F9,DPC,7/30/22,25:21.9,7/30/22,25:21.9,25,Arriving,x,x
7/30/22,12:25:42,10,200330,25SQCMICSBB3EA500B0F9,DPC,7/30/22,25:32.0,7/30/22,25:32.0,24,Departing,x,x
7/30/22,12:27:13,10,200330,25SQCMICSBBD71F009653,DPC,7/30/22,27:02.6,7/30/22,27:02.6,16,Arriving,x,x
7/30/22,12:28:14,13,200328,25SQCMICSBBE316009D02,DPC,7/30/22,28:03.6,7/30/22,28:03.6,5,Unknown,x,
7/30/22,12:28:24,13,200328,25SQCMICSBBE316009D02,DPC,7/30/22,28:13.7,7/30/22,28:13.7,20,Arriving,x,x
7/30/22,12:28:24,13,200328,25SQCMICSBB603700B082,DPC,7/30/22,28:13.7,7/30/22,28:13.7,28,Arriving,x,x
7/30/22,12:28:34,13,200328,25SQCMICSBB603700B082,DPC,7/30/22,28:23.8,7/30/22,28:23.8,32,Unknown,x,
7/30/22,12:28:44,13,200328,25SQCMICSBBBF4700B038,DPC,7/30/22,28:33.9,7/30/22,28:33.9,19,Unknown,x,
7/30/22,12:28:54,13,200328,25SQCMICSBBBF4700B038,DPC,7/30/22,28:43.9,7/30/22,28:43.9,48,Arriving,x,x
7/30/22,12:30:24,10,200330,25SQCMICSBBDB6800AFEB,DPC,7/30/22,30:14.0,7/30/22,30:14.0,38,Departing,x,x
7/30/22,12:30:45,13,200328,25SQCMICSBBB34500AA3F,DPC,7/30/22,30:34.7,7/30/22,30:34.7,21,Arriving,x,x
7/30/22,12:30:54,10,200330,25SQCMICSBB6C6000AAAA,DPC,7/30/22,30:44.3,7/30/22,30:44.3,30,Arriving,x,x
7/30/22,12:31:45,13,200328,25SQCMICSBB259C00B075,DPC,7/30/22,31:35.2,7/30/22,31:35.2,49,Arriving,x,x
7/30/22,12:31:55,13,200328,25SQCMICSBB259C00B075,DPC,7/30/22,31:45.3,7/30/22,31:45.3,17,Unknown,x,
7/30/22,12:32:56,13,200328,25SQCMICSBB37790096F5,DPC,7/30/22,32:45.7,7/30/22,32:45.7,42,Departing,x,x
7/30/22,12:35:46,10,200330,25SQCMICSBB6C6000AAAA,DPC,7/30/22,35:36.3,7/30/22,35:36.3,30,Departing,x,x
7/30/22,12:36:17,10,200330,25SQCMICSBBAC0800963C,DPC,7/30/22,36:06.6,7/30/22,36:06.6,48,Arriving,x,x
7/30/22,12:36:17,13,200328,25SQCMICSBB259C00B075,DPC,7/30/22,36:07.1,7/30/22,36:07.1,19,Departing,x,x
7/30/22,12:36:47,10,200330,25SQCMICSBB909700962F,DPC,7/30/22,36:36.7,7/30/22,36:36.7,20,Arriving,x,x
7/30/22,12:37:07,10,200330,25SQCMICSBB178E00AA11,DPC,7/30/22,36:56.9,7/30/22,36:56.9,37,Arriving,x,x
7/30/22,12:37:08,13,200328,25SQCMICSBB603700B082,DPC,7/30/22,36:57.4,7/30/22,36:57.4,26,Unknown,x,
7/30/22,12:37:18,13,200328,25SQCMICSBB603700B082,DPC,7/30/22,37:07.5,7/30/22,37:07.5,19,Departing,x,x
7/30/22,12:37:28,13,200328,25SQCMICSBBBF4700B038,DPC,7/30/22,37:17.6,7/30/22,37:17.6,28,Departing,x,x
7/30/22,12:37:57,10,200330,25SQCMICSBB06F800B0D5,DPC,7/30/22,37:47.3,7/30/22,37:47.3,63,Arriving,x,x
7/30/22,12:40:09,13,200328,25SQCMICSBBB34500AA3F,DPC,7/30/22,39:58.7,7/30/22,39:58.7,23,Departing,x,x
7/30/22,12:41:09,10,200330,25SQCMICSBB7C0400B0DC,DPC,7/30/22,40:58.6,7/30/22,40:58.6,15,Unknown,x,
7/30/22,12:41:19,10,200330,25SQCMICSBB7C0400B0DC,DPC,7/30/22,41:08.7,7/30/22,41:08.7,26,Arriving,x,x
7/30/22,12:44:21,13,200328,25SQCMICSBB7D5700B0C8,DPC,7/30/22,44:10.6,7/30/22,44:10.6,74,Unknown,x,
7/30/22,12:44:31,13,200328,25SQCMICSBB7D5700B0C8,DPC,7/30/22,44:20.7,7/30/22,44:20.7,138,Departing,x,x
7/30/22,12:44:40,10,200330,25SQCMICSBB6C6000AAAA,DPC,7/30/22,44:30.2,7/30/22,44:30.2,22,Arriving,x,x
7/30/22,12:44:41,13,200328,25SQCMICSBB7D5700B0C8,DPC,7/30/22,44:30.8,7/30/22,44:30.8,43,Unknown,x,
7/30/22,12:49:12,10,200330,25SQCMICSBB06F800B0D5,DPC,7/30/22,49:02.1,7/30/22,49:02.1,16,Departing,x,x
7/30/22,13:00:07,10,200330,25SQCMICSBB178E00AA11,DPC,7/30/22,59:56.8,7/30/22,59:56.8,35,Departing,x,x
7/30/22,13:00:17,10,200330,25SQCMICSBB178E00AA11,DPC,7/30/22,00:06.9,7/30/22,00:06.9,9,Unknown,x,
7/30/22,13:01:48,13,200328,25SQCMICSBB6FF200970C,DPC,7/30/22,01:38.1,7/30/22,01:38.1,33,Arriving,x,x
7/30/22,13:02:48,10,200330,25SQCMICSBB367F00968C,DPC,7/30/22,02:38.0,7/30/22,02:38.0,19,Arriving,x,x
7/30/22,13:06:10,13,200328,25SQCMICSBBE09200B0D8,DPC,7/30/22,06:00.0,7/30/22,06:00.0,11,Arriving,x,x
7/30/22,13:06:20,13,200328,25SQCMICSBBBF4700B038,DPC,7/30/22,06:10.0,7/30/22,06:10.0,3,Unknown,x,
7/30/22,13:06:30,10,200330,25SQCMICSBB37CF00AA45,DPC,7/30/22,06:19.6,7/30/22,06:19.6,69,Arriving,x,x
7/30/22,13:06:30,13,200328,25SQCMICSBBBF4700B038,DPC,7/30/22,06:20.1,7/30/22,06:20.1,39,Arriving,x,x
7/30/22,13:07:40,10,200330,25SQCMICSBB367F00968C,DPC,7/30/22,07:30.1,7/30/22,07:30.1,32,Departing,x,x
7/30/22,13:11:42,13,200328,25SQCMICSBBE09200B0D8,DPC,7/30/22,11:32.2,7/30/22,11:32.2,28,Departing,x,x
7/30/22,13:12:23,13,200328,25SQCMICSBBBF4700B038,DPC,7/30/22,12:12.5,7/30/22,12:12.5,33,Unknown,x,
7/30/22,13:12:33,13,200328,25SQCMICSBBBF4700B038,DPC,7/30/22,12:22.6,7/30/22,12:22.6,15,Departing,x,x
7/30/22,13:21:06,10,200330,25SQCMICSBB7C0400B0DC,DPC,7/30/22,20:55.7,7/30/22,20:55.7,38,Departing,x,x
7/30/22,13:23:17,10,200330,25SQCMICSBBAC0800963C,DPC,7/30/22,23:06.8,7/30/22,23:06.8,38,Departing,x,x
7/30/22,13:23:38,13,200328,25SQCMICSBB1E4900B196,DPC,7/30/22,23:27.5,7/30/22,23:27.5,38,Departing,x,x
7/30/22,13:23:48,13,200328,25SQCMICSBB1E4900B196,DPC,7/30/22,23:37.6,7/30/22,23:37.6,34,Arriving,x,x
7/30/22,13:23:57,10,200330,25SQCMICSBBB5F100AAA0,DPC,7/30/22,23:47.1,7/30/22,23:47.1,47,Arriving,x,x
7/30/22,13:24:48,10,200330,25SQCMICSBB37CF00AA45,DPC,7/30/22,24:37.5,7/30/22,24:37.5,27,Unknown,x,
7/30/22,13:24:58,10,200330,25SQCMICSBB37CF00AA45,DPC,7/30/22,24:47.6,7/30/22,24:47.6,74,Departing,x,x
7/30/22,13:27:29,13,200328,25SQCMICSBB30DF0096DE,DPC,7/30/22,27:19.1,7/30/22,27:19.1,20,Arriving,x,x
7/30/22,13:28:39,10,200330,25SQCMICSBBB5F100AAA0,DPC,7/30/22,28:29.1,7/30/22,28:29.1,4,Departing,x,x
7/30/22,13:28:49,10,200330,25SQCMICSBBB5F100AAA0,DPC,7/30/22,28:39.2,7/30/22,28:39.2,5,Unknown,x,
7/30/22,13:29:20,13,200328,25SQCMICSBB603700B082,DPC,7/30/22,29:10.0,7/30/22,29:10.0,50,Arriving,x,x
7/30/22,13:32:11,13,200328,25SQCMICSBB0F9D00970B,DPC,7/30/22,32:01.2,7/30/22,32:01.2,19,Arriving,x,x
7/30/22,13:32:21,13,200328,25SQCMICSBB1E4900B196,DPC,7/30/22,32:11.3,7/30/22,32:11.3,35,Departing,x,x
7/30/22,13:33:42,13,200328,25SQCMICSBBBF4700B038,DPC,7/30/22,33:31.9,7/30/22,33:31.9,34,Arriving,x,x
7/30/22,13:33:52,13,200328,25SQCMICSBBBF4700B038,DPC,7/30/22,33:42.0,7/30/22,33:42.0,7,Unknown,x,
7/30/22,13:34:42,10,200330,25SQCMICSBBD71F009653,DPC,7/30/22,34:31.8,7/30/22,34:31.8,32,Departing,x,x
7/30/22,13:35:02,10,200330,25SQCMICSBB307D00AA85,DPC,7/30/22,34:51.9,7/30/22,34:51.9,54,Arriving,x,x
7/30/22,13:35:12,10,200330,25SQCMICSBB307D00AA85,DPC,7/30/22,35:02.0,7/30/22,35:02.0,2,Unknown,x,
7/30/22,13:35:33,13,200328,25SQCMICSBB0F9D00970B,DPC,7/30/22,35:22.7,7/30/22,35:22.7,20,Departing,x,x
7/30/22,13:37:33,10,200330,25SQCMICSBBF7E800AAB7,DPC,7/30/22,37:23.1,7/30/22,37:23.1,92,Arriving,x,x
7/30/22,13:38:04,13,200328,25SQCMICSBB4A230096D3,DPC,7/30/22,37:53.9,7/30/22,37:53.9,159,Arriving,x,x
7/30/22,13:38:14,13,200328,25SQCMICSBB4A230096D3,DPC,7/30/22,38:03.9,7/30/22,38:03.9,43,Unknown,x,
7/30/22,13:38:54,10,200330,25SQCMICSBBAC0800963C,DPC,7/30/22,38:43.6,7/30/22,38:43.6,59,Arriving,x,x
7/30/22,13:41:05,13,200328,25SQCMICSBBBF4700B038,DPC,7/30/22,40:55.1,7/30/22,40:55.1,52,Departing,x,x
7/30/22,13:41:45,10,200330,25SQCMICSBB06F800B0D5,DPC,7/30/22,41:34.8,7/30/22,41:34.8,37,Arriving,x,x
7/30/22,13:41:55,10,200330,25SQCMICSBB3EA500B0F9,DPC,7/30/22,41:44.9,7/30/22,41:44.9,19,Arriving,x,x
7/30/22,13:42:15,10,200330,25SQCMICSBB592D00B035,DPC,7/30/22,42:05.0,7/30/22,42:05.0,19,Departing,x,x
7/30/22,13:42:16,13,200328,25SQCMICSBB37790096F5,DPC,7/30/22,42:05.6,7/30/22,42:05.6,68,Arriving,x,x
7/30/22,13:42:46,13,200328,25SQCMICSBB7D5700B0C8,DPC,7/30/22,42:35.8,7/30/22,42:35.8,142,Unknown,x,
7/30/22,13:42:56,13,200328,25SQCMICSBB7D5700B0C8,DPC,7/30/22,42:45.9,7/30/22,42:45.9,210,Arriving,x,x
7/30/22,13:42:56,13,200328,25SQCMICSBB603700B082,DPC,7/30/22,42:45.9,7/30/22,42:45.9,48,Departing,x,x
7/30/22,13:43:06,13,200328,25SQCMICSBB7D5700B0C8,DPC,7/30/22,42:56.0,7/30/22,42:56.0,190,Departing,x,x
7/30/22,13:43:16,13,200328,25SQCMICSBB7D5700B0C8,DPC,7/30/22,43:06.0,7/30/22,43:06.0,151,Unknown,x,
7/30/22,13:43:16,13,200328,25SQCMICSBBE54300B1B1,DPC,7/30/22,43:06.0,7/30/22,43:06.0,99,Unknown,x,
7/30/22,13:43:26,13,200328,25SQCMICSBB7D5700B0C8,DPC,7/30/22,43:16.1,7/30/22,43:16.1,181,Unknown,x,
7/30/22,13:43:26,13,200328,25SQCMICSBBE54300B1B1,DPC,7/30/22,43:16.1,7/30/22,43:16.1,20,Unknown,x,
7/30/22,13:43:36,13,200328,25SQCMICSBB7D5700B0C8,DPC,7/30/22,43:26.2,7/30/22,43:26.2,182,Unknown,x,
7/30/22,13:43:46,10,200330,25SQCMICSBB307D00AA85,DPC,7/30/22,43:35.7,7/30/22,43:35.7,38,Departing,x,x
7/30/22,13:43:46,13,200328,25SQCMICSBB7D5700B0C8,DPC,7/30/22,43:36.2,7/30/22,43:36.2,192,Unknown,x,
7/30/22,13:43:56,13,200328,25SQCMICSBB7D5700B0C8,DPC,7/30/22,43:46.3,7/30/22,43:46.3,159,Unknown,x,
7/30/22,13:44:06,13,200328,25SQCMICSBB4A230096D3,DPC,7/30/22,43:56.4,7/30/22,43:56.4,3,Unknown,x,
7/30/22,13:44:17,13,200328,25SQCMICSBB4A230096D3,DPC,7/30/22,44:06.4,7/30/22,44:06.4,24,Departing,x,x
7/30/22,13:44:27,13,200328,25SQCMICSBBE316009D02,DPC,7/30/22,44:16.5,7/30/22,44:16.5,18,Arriving,x,x
7/30/22,13:44:37,13,200328,25SQCMICSBBE316009D02,DPC,7/30/22,44:26.6,7/30/22,44:26.6,6,Unknown,x,
7/30/22,13:46:48,13,200328,25SQCMICSBB30DF0096DE,DPC,7/30/22,46:37.5,7/30/22,46:37.5,21,Departing,x,x
7/30/22,13:48:18,13,200328,25SQCMICSBBE54300B1B1,DPC,7/30/22,48:08.1,7/30/22,48:08.1,13,Unknown,x,
7/30/22,13:48:28,13,200328,25SQCMICSBBE54300B1B1,DPC,7/30/22,48:18.2,7/30/22,48:18.2,84,Departing,x,x
7/30/22,13:48:58,13,200328,25SQCMICSBBE54300B1B1,DPC,7/30/22,48:48.4,7/30/22,48:48.4,123,Unknown,x,
7/30/22,13:49:09,13,200328,25SQCMICSBBE54300B1B1,DPC,7/30/22,48:58.4,7/30/22,48:58.4,214,Departing,x,x
7/30/22,13:49:18,10,200330,25SQCMICSBB3EA500B0F9,DPC,7/30/22,49:08.0,7/30/22,49:08.0,40,Departing,x,x
7/30/22,13:49:19,13,200328,25SQCMICSBBE54300B1B1,DPC,7/30/22,49:08.5,7/30/22,49:08.5,6,Unknown,x,
7/30/22,13:49:29,13,200328,25SQCMICSBBE54300B1B1,DPC,7/30/22,49:18.6,7/30/22,49:18.6,22,Arriving,x,x
7/30/22,13:49:39,13,200328,25SQCMICSBBE54300B1B1,DPC,7/30/22,49:28.7,7/30/22,49:28.7,38,Departing,x,x
7/30/22,13:49:49,13,200328,25SQCMICSBBE54300B1B1,DPC,7/30/22,49:38.8,7/30/22,49:38.8,60,Departing,x,x
7/30/22,13:50:09,13,200328,25SQCMICSBBE54300B1B1,DPC,7/30/22,49:58.9,7/30/22,49:58.9,24,Arriving,x,x
7/30/22,13:51:09,13,200328,25SQCMICSBBE54300B1B1,DPC,7/30/22,50:59.3,7/30/22,50:59.3,33,Departing,x,x
7/30/22,13:51:29,10,200330,25SQCMICSBB909700962F,DPC,7/30/22,51:18.9,7/30/22,51:18.9,11,Departing,x,x
7/30/22,13:51:30,13,200328,25SQCMICSBBE54300B1B1,DPC,7/30/22,51:19.5,7/30/22,51:19.5,72,Departing,x,x
7/30/22,13:51:40,13,200328,25SQCMICSBBE54300B1B1,DPC,7/30/22,51:29.6,7/30/22,51:29.6,3,Unknown,x,
7/30/22,13:52:50,13,200328,25SQCMICSBB7D5700B0C8,DPC,7/30/22,52:40.1,7/30/22,52:40.1,59,Arriving,x,x
7/30/22,13:52:50,13,200328,25SQCMICSBBE54300B1B1,DPC,7/30/22,52:40.1,7/30/22,52:40.1,66,Arriving,x,x
7/30/22,13:53:20,10,200330,25SQCMICSBB592D00B035,DPC,7/30/22,53:09.8,7/30/22,53:09.8,44,Arriving,x,x
7/30/22,13:53:40,10,200330,25SQCMICSBBD71F009653,DPC,7/30/22,53:29.9,7/30/22,53:29.9,26,Arriving,x,x
7/30/22,13:56:12,13,200328,25SQCMICSBBE54300B1B1,DPC,7/30/22,56:01.5,7/30/22,56:01.5,44,Departing,x,x
7/30/22,13:57:32,13,200328,25SQCMICSBBE54300B1B1,DPC,7/30/22,57:22.0,7/30/22,57:22.0,36,Arriving,x,x
7/30/22,13:57:42,13,200328,25SQCMICSBBE54300B1B1,DPC,7/30/22,57:32.0,7/30/22,57:32.0,159,Departing,x,x
7/30/22,13:57:52,13,200328,25SQCMICSBBE54300B1B1,DPC,7/30/22,57:42.1,7/30/22,57:42.1,29,Arriving,x,x
7/30/22,13:58:02,13,200328,25SQCMICSBBE54300B1B1,DPC,7/30/22,57:52.2,7/30/22,57:52.2,17,Arriving,x,x
7/30/22,13:58:02,13,200328,25SQCMICSBB37790096F5,DPC,7/30/22,57:52.2,7/30/22,57:52.2,2,Unknown,x,
7/30/22,13:58:12,13,200328,25SQCMICSBB37790096F5,DPC,7/30/22,58:02.3,7/30/22,58:02.3,9,Departing,x,x
7/30/22,13:59:32,10,200330,25SQCMICSBB7C0400B0DC,DPC,7/30/22,59:22.3,7/30/22,59:22.3,32,Arriving,x,x
7/30/22,14:00:43,10,200330,25SQCMICSBBDB6800AFEB,DPC,7/30/22,00:32.8,7/30/22,00:32.8,155,Departing,x,x
7/30/22,14:00:53,10,200330,25SQCMICSBBDB6800AFEB,DPC,7/30/22,00:42.8,7/30/22,00:42.8,43,Arriving,x,x
7/30/22,14:02:03,10,200330,25SQCMICSBBF7E800AAB7,DPC,7/30/22,01:53.4,7/30/22,01:53.4,10,Departing,x,x
7/30/22,14:02:54,10,200330,25SQCMICSBB06F800B0D5,DPC,7/30/22,02:43.7,7/30/22,02:43.7,7,Unknown,x,
7/30/22,14:03:04,10,200330,25SQCMICSBB06F800B0D5,DPC,7/30/22,02:53.8,7/30/22,02:53.8,13,Departing,x,x
7/30/22,14:09:27,13,200328,25SQCMICSBB7D5700B0C8,DPC,7/30/22,09:17.2,7/30/22,09:17.2,48,Unknown,x,
7/30/22,14:09:37,13,200328,25SQCMICSBB7D5700B0C8,DPC,7/30/22,09:27.3,7/30/22,09:27.3,190,Departing,x,x
7/30/22,14:09:47,13,200328,25SQCMICSBB7D5700B0C8,DPC,7/30/22,09:37.3,7/30/22,09:37.3,38,Unknown,x,
7/30/22,14:11:38,13,200328,25SQCMICSBB04CF00B0B7,DPC,7/30/22,11:28.1,7/30/22,11:28.1,45,Arriving,x,x
7/30/22,14:11:48,13,200328,25SQCMICSBB04CF00B0B7,DPC,7/30/22,11:38.2,7/30/22,11:38.2,14,Unknown,x,
7/30/22,14:12:08,13,200328,25SQCMICSBBBF4700B038,DPC,7/30/22,11:58.3,7/30/22,11:58.3,45,Arriving,x,x
7/30/22,14:13:28,10,200330,25SQCMICSBB760A00AA76,DPC,7/30/22,13:18.3,7/30/22,13:18.3,4,Unknown,x,
7/30/22,14:14:29,13,200328,25SQCMICSBB7AB100B1C3,DPC,7/30/22,14:19.3,7/30/22,14:19.3,1,Unknown,x,
7/30/22,14:14:39,13,200328,25SQCMICSBB7AB100B1C3,DPC,7/30/22,14:29.3,7/30/22,14:29.3,70,Arriving,x,x
7/30/22,14:16:10,13,200328,25SQCMICSBBE316009D02,DPC,7/30/22,16:00.0,7/30/22,16:00.0,25,Departing,x,x
7/30/22,14:16:40,13,200328,25SQCMICSBB50B00096DD,DPC,7/30/22,16:30.3,7/30/22,16:30.3,1,Unknown,x,
7/30/22,14:16:50,13,200328,25SQCMICSBB50B00096DD,DPC,7/30/22,16:40.4,7/30/22,16:40.4,120,Departing,x,x
7/30/22,14:17:01,13,200328,25SQCMICSBB50B00096DD,DPC,7/30/22,16:50.4,7/30/22,16:50.4,2,Unknown,x,
7/30/22,14:17:21,13,200328,25SQCMICSBB04CF00B0B7,DPC,7/30/22,17:10.6,7/30/22,17:10.6,29,Departing,x,x
7/30/22,14:18:01,10,200330,25SQCMICSBB760A00AA76,DPC,7/30/22,17:50.3,7/30/22,17:50.3,45,Departing,x,x
7/30/22,14:18:11,10,200330,25SQCMICSBB760A00AA76,DPC,7/30/22,18:00.4,7/30/22,18:00.4,14,Departing,x,x
7/30/22,14:19:01,10,200330,25SQCMICSBB827200B0CF,DPC,7/30/22,18:50.9,7/30/22,18:50.9,14,Unknown,x,
7/30/22,14:19:41,10,200330,25SQCMICSBB827200B0CF,DPC,7/30/22,19:31.1,7/30/22,19:31.1,31,Arriving,x,x
7/30/22,14:19:41,10,200330,25SQCMICSBBDB6800AFEB,DPC,7/30/22,19:31.1,7/30/22,19:31.1,13,Unknown,x,
7/30/22,14:19:51,10,200330,25SQCMICSBBDB6800AFEB,DPC,7/30/22,19:41.2,7/30/22,19:41.2,24,Departing,x,x
7/30/22,14:20:52,13,200328,25SQCMICSBBBF4700B038,DPC,7/30/22,20:42.2,7/30/22,20:42.2,25,Departing,x,x
7/30/22,14:22:53,13,200328,25SQCMICSBB7AB100B1C3,DPC,7/30/22,22:43.0,7/30/22,22:43.0,29,Departing,x,x
7/30/22,14:26:04,10,200330,25SQCMICSBBDB6800AFEB,DPC,7/30/22,25:54.0,7/30/22,25:54.0,28,Arriving,x,x
7/30/22,14:27:05,10,200330,25SQCMICSBB909700962F,DPC,7/30/22,26:54.4,7/30/22,26:54.4,14,Arriving,x,x
7/30/22,14:27:15,10,200330,25SQCMICSBB827200B0CF,DPC,7/30/22,27:04.5,7/30/22,27:04.5,34,Departing,x,x
7/30/22,14:28:26,13,200328,25SQCMICSBB58C600B053,DPC,7/30/22,28:15.6,7/30/22,28:15.6,55,Arriving,x,x
7/30/22,14:32:47,10,200330,25SQCMICSBBDB6800AFEB,DPC,7/30/22,32:36.9,7/30/22,32:36.9,28,Arriving,x,x
7/30/22,14:32:57,10,200330,25SQCMICSBBDB6800AFEB,DPC,7/30/22,32:47.0,7/30/22,32:47.0,6,Unknown,x,
7/30/22,14:34:28,13,200328,25SQCMICSBBB34500AA3F,DPC,7/30/22,34:18.1,7/30/22,34:18.1,27,Unknown,x,
7/30/22,14:37:09,13,200328,25SQCMICSBB7DEE00B17C,DPC,7/30/22,36:59.3,7/30/22,36:59.3,47,Arriving,x,x
7/30/22,14:37:50,13,200328,25SQCMICSBBE54300B1B1,DPC,7/30/22,37:39.6,7/30/22,37:39.6,15,Unknown,x,
7/30/22,14:38:00,13,200328,25SQCMICSBBE54300B1B1,DPC,7/30/22,37:49.6,7/30/22,37:49.6,155,Departing,x,x
7/30/22,14:40:20,10,200330,25SQCMICSBBDB6800AFEB,DPC,7/30/22,40:10.1,7/30/22,40:10.1,34,Arriving,x,x
7/30/22,14:40:51,13,200328,25SQCMICSBBB34500AA3F,DPC,7/30/22,40:40.9,7/30/22,40:40.9,31,Departing,x,x
7/30/22,14:41:01,13,200328,25SQCMICSBBE54300B1B1,DPC,7/30/22,40:51.0,7/30/22,40:51.0,41,Unknown,x,
7/30/22,14:41:11,13,200328,25SQCMICSBBE54300B1B1,DPC,7/30/22,41:01.0,7/30/22,41:01.0,28,Unknown,x,
7/30/22,14:41:11,13,200328,25SQCMICSBBBF4700B038,DPC,7/30/22,41:01.0,7/30/22,41:01.0,49,Arriving,x,x
7/30/22,14:41:21,13,200328,25SQCMICSBBE54300B1B1,DPC,7/30/22,41:11.1,7/30/22,41:11.1,29,Unknown,x,
7/30/22,14:42:11,10,200330,25SQCMICSBB367F00968C,DPC,7/30/22,42:00.9,7/30/22,42:00.9,18,Unknown,x,
7/30/22,14:42:21,10,200330,25SQCMICSBB367F00968C,DPC,7/30/22,42:11.0,7/30/22,42:11.0,27,Arriving,x,x
7/30/22,14:42:42,13,200328,25SQCMICSBB603700B082,DPC,7/30/22,42:31.8,7/30/22,42:31.8,35,Arriving,x,x
7/30/22,14:44:53,13,200328,25SQCMICSBB7DEE00B17C,DPC,7/30/22,44:42.8,7/30/22,44:42.8,16,Departing,x,x
7/30/22,14:45:43,10,200330,25SQCMICSBBDB6800AFEB,DPC,7/30/22,45:32.6,7/30/22,45:32.6,40,Departing,x,x
7/30/22,14:46:53,10,200330,25SQCMICSBB7C0400B0DC,DPC,7/30/22,46:43.0,7/30/22,46:43.0,32,Departing,x,x
7/30/22,14:48:24,13,200328,25SQCMICSBBBF4700B038,DPC,7/30/22,48:14.2,7/30/22,48:14.2,36,Departing,x,x
7/30/22,14:48:34,13,200328,25SQCMICSBBBF4700B038,DPC,7/30/22,48:24.2,7/30/22,48:24.2,4,Unknown,x,
7/30/22,14:51:25,10,200330,25SQCMICSBB367F00968C,DPC,7/30/22,51:14.9,7/30/22,51:14.9,12,Departing,x,x
7/30/22,14:52:46,13,200328,25SQCMICSBB58C600B053,DPC,7/30/22,52:36.0,7/30/22,52:36.0,9,Departing,x,x
7/30/22,14:53:06,10,200330,25SQCMICSBBFC0C00B1BB,DPC,7/30/22,52:55.6,7/30/22,52:55.6,19,Unknown,x,
7/30/22,14:53:16,10,200330,25SQCMICSBBFC0C00B1BB,DPC,7/30/22,53:05.6,7/30/22,53:05.6,202,Departing,x,x
7/30/22,14:53:26,10,200330,25SQCMICSBBFC0C00B1BB,DPC,7/30/22,53:15.7,7/30/22,53:15.7,14,Unknown,x,
7/30/22,14:54:27,13,200328,25SQCMICSBBE54300B1B1,DPC,7/30/22,54:16.8,7/30/22,54:16.8,3,Unknown,x,
7/30/22,14:54:37,13,200328,25SQCMICSBBE54300B1B1,DPC,7/30/22,54:26.8,7/30/22,54:26.8,39,Departing,x,x
7/30/22,14:55:57,10,200330,25SQCMICSBB3EA500B0F9,DPC,7/30/22,55:46.8,7/30/22,55:46.8,25,Arriving,x,x
7/30/22,15:01:29,10,200330,25SQCMICSBB264100B1B7,DPC,7/30/22,01:19.3,7/30/22,01:19.3,47,Departing,x,x
7/30/22,15:03:10,10,200330,25SQCMICSBB678400B1A4,DPC,7/30/22,03:00.0,7/30/22,03:00.0,1,Unknown,x,
7/30/22,15:03:20,10,200330,25SQCMICSBB678400B1A4,DPC,7/30/22,03:10.1,7/30/22,03:10.1,54,Departing,x,x
7/30/22,15:04:01,13,200328,25SQCMICSBB603700B082,DPC,7/30/22,03:50.9,7/30/22,03:50.9,40,Departing,x,x
7/30/22,15:04:21,10,200330,25SQCMICSBB3EA500B0F9,DPC,7/30/22,04:10.5,7/30/22,04:10.5,5,Unknown,x,
7/30/22,15:04:31,10,200330,25SQCMICSBB3EA500B0F9,DPC,7/30/22,04:20.6,7/30/22,04:20.6,12,Unknown,x,
7/30/22,15:05:11,10,200330,25SQCMICSBBD0B900967C,DPC,7/30/22,05:00.9,7/30/22,05:00.9,3,Unknown,x,
