File Creation Time UTC;2022-07-18 02:10:40
SW Name;iID®DataCaptureSoftware
SW Version;v01.09
SW BuildDate;2020-04-07
SW StartTime;2022-07-10 04:18:36
Lib Version;v1.6.3
Company;Micro-Sensys GmbH
OS Version;v10.0.17763.865


Settings
;Scan mode;MPC
;;DataGetDelay_Seconds;10

Found Hardware
;Address;ReaderID;HW-Info;FW-Info;Num-Antennas
;0x01;25SQCMICSCB30F42
;0x10;200474;D0.22;98.26.0D;2
;0x11;200475;D0.22;98.26.0D;2


Timestamp;HexAddress;ReaderID;UID;Collection;DataType;FirstTimeFound;LastTimeFound;NumFound;Direction;Ant1;Ant2
2022-07-17 19:10:34,349;10;200474;25SQCMICSBBC4E900B1A3;;DPC;2022-07-18 02:10:24,200;2022-07-18 02:10:24,200;145;Unknown;x;
2022-07-17 19:10:34,911;11;200475;25SQCMICSBBE77500B015;;DPC;2022-07-18 02:10:24,800;2022-07-18 02:10:24,800;13;Unknown;;x
2022-07-17 19:10:34,911;11;200475;25SQCMICSBB690800AA33;;DPC;2022-07-18 02:10:24,800;2022-07-18 02:10:24,800;11;Unknown;x;
2022-07-17 19:10:44,427;10;200474;25SQCMICSBBC4E900B1A3;;DPC;2022-07-18 02:10:34,300;2022-07-18 02:10:34,300;134;Unknown;x;
2022-07-17 19:10:44,427;10;200474;25SQCMICSBBCA6500AA34;;DPC;2022-07-18 02:10:34,300;2022-07-18 02:10:34,300;35;Arriving;x;x
2022-07-17 19:10:45,005;11;200475;25SQCMICSBB690800AA33;;DPC;2022-07-18 02:10:34,900;2022-07-18 02:10:34,900;43;Unknown;;x
2022-07-17 19:10:54,489;10;200474;25SQCMICSBBC4E900B1A3;;DPC;2022-07-18 02:10:44,400;2022-07-18 02:10:44,400;150;Unknown;x;
2022-07-17 19:10:55,036;11;200475;25SQCMICSBB5F7400B093;;DPC;2022-07-18 02:10:44,900;2022-07-18 02:10:44,900;13;Departing;x;x
2022-07-17 19:10:55,036;11;200475;25SQCMICSBB690800AA33;;DPC;2022-07-18 02:10:44,900;2022-07-18 02:10:44,900;1;Unknown;x;
2022-07-17 19:11:04,599;10;200474;25SQCMICSBBC4E900B1A3;;DPC;2022-07-18 02:10:54,500;2022-07-18 02:10:54,500;133;Unknown;x;
2022-07-17 19:11:05,145;11;200475;25SQCMICSBB690800AA33;;DPC;2022-07-18 02:10:55,000;2022-07-18 02:10:55,000;21;Unknown;x;
2022-07-17 19:11:14,677;10;200474;25SQCMICSBBC4E900B1A3;;DPC;2022-07-18 02:11:04,500;2022-07-18 02:11:04,500;159;Unknown;x;
2022-07-17 19:11:15,255;11;200475;25SQCMICSBB690800AA33;;DPC;2022-07-18 02:11:05,100;2022-07-18 02:11:05,100;20;Unknown;x;
2022-07-17 19:11:24,755;10;200474;25SQCMICSBBC4E900B1A3;;DPC;2022-07-18 02:11:14,600;2022-07-18 02:11:14,600;146;Unknown;x;
2022-07-17 19:11:34,817;10;200474;25SQCMICSBBC4E900B1A3;;DPC;2022-07-18 02:11:24,700;2022-07-18 02:11:24,700;165;Unknown;x;
2022-07-17 19:11:44,927;10;200474;25SQCMICSBBC4E900B1A3;;DPC;2022-07-18 02:11:34,800;2022-07-18 02:11:34,800;144;Unknown;x;
2022-07-17 19:11:44,927;10;200474;25SQCMICSBBCA6500AA34;;DPC;2022-07-18 02:11:34,800;2022-07-18 02:11:34,800;49;Departing;x;x
2022-07-17 19:11:45,474;11;200475;25SQCMICSBB690800AA33;;DPC;2022-07-18 02:11:35,300;2022-07-18 02:11:35,300;4;Unknown;;x
2022-07-17 19:11:54,989;10;200474;25SQCMICSBBC4E900B1A3;;DPC;2022-07-18 02:11:44,800;2022-07-18 02:11:44,800;151;Unknown;x;
2022-07-17 19:12:05,099;10;200474;25SQCMICSBBC4E900B1A3;;DPC;2022-07-18 02:11:55,000;2022-07-18 02:11:55,000;155;Unknown;x;
2022-07-17 19:12:05,099;10;200474;25SQCMICSBBCA6500AA34;;DPC;2022-07-18 02:11:55,000;2022-07-18 02:11:55,000;15;Unknown;x;
2022-07-17 19:12:15,192;10;200474;25SQCMICSBBC4E900B1A3;;DPC;2022-07-18 02:12:05,000;2022-07-18 02:12:05,000;148;Unknown;x;
2022-07-17 19:12:15,192;10;200474;25SQCMICSBBCA6500AA34;;DPC;2022-07-18 02:12:05,000;2022-07-18 02:12:05,000;9;Unknown;x;
