File,Creation,Time,UTC,6/27/22,2:52:10,,,,,,,,,,,
SW,Name,iID®DataCaptureSoftware,,,,,,,,,,,,,,
SW,Version,v01.09,,,,,,,,,,,,,,
SW,BuildDate,4/7/20,,,,,,,,,,,,,,
SW,StartTime,6/7/22,22:31:14,,,,,,,,,,,,,
Lib,Version,v1.6.3,,,,,,,,,,,,,,
Company,Micro-Sensys,GmbH,,,,,,,,,,,,,,
OS,Version,v10.0.17763.865,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Settings,,,,,,,,,,,,,,,,
,Scan,mode,MPC,,,,,,,,,,,,,
,DataGetDelay_Seconds,10,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Found,Hardware,,,,,,,,,,,,,,,
,Address,ReaderID,HW-Info,FW-Info,Num-Antennas,,,,,,,,,,,
,0x01,25SQCMICSCB030EB4,,,,,,,,,,,,,,
,0x10,200330,D0.22,98.26.06,2,,,,,,,,,,,
,0x13,200328,D0.22,98.26.06,2,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Timestamp,HexAddress,ReaderID,UID,Collection,DataType,FirstTimeFound,LastTimeFound,NumFound,Direction,Ant1,Ant2,,,,,
6/27/22,10:28:47,483,10,200330,25SQCMICSBB69BE0096A3,DPC,6/27/22,17:28:37,400,6/27/22,17:28:37,400,35,Departing,x,x
6/27/22,10:29:37,858,10,200330,25SQCMICSBB951200968D,DPC,6/27/22,17:29:27,700,6/27/22,17:29:27,700,42,Departing,x,x
6/27/22,10:30:08,77,10,200330,25SQCMICSBB515B0096BB,DPC,6/27/22,17:29:58,0,6/27/22,17:29:58,0,22,Arriving,x,x
6/27/22,10:31:58,827,10,200330,25SQCMICSBB0DAB0096CF,DPC,6/27/22,17:31:48,700,6/27/22,17:31:48,700,21,Departing,x,x
6/27/22,10:32:08,921,10,200330,25SQCMICSBB934B00962B,DPC,6/27/22,17:31:58,800,6/27/22,17:31:58,800,43,Departing,x,x
6/27/22,10:32:19,15,10,200330,25SQCMICSBB69BE0096A3,DPC,6/27/22,17:32:08,900,6/27/22,17:32:08,900,8,Arriving,x,x
6/27/22,10:32:19,15,10,200330,25SQCMICSBB0411008E0E,DPC,6/27/22,17:32:08,900,6/27/22,17:32:08,900,29,Arriving,x,x
6/27/22,10:32:49,280,10,200330,25SQCMICSBB2CF800966D,DPC,6/27/22,17:32:39,100,6/27/22,17:32:39,100,64,Arriving,x,x
6/27/22,10:32:49,280,10,200330,25SQCMICSBBAA69009BF2,DPC,6/27/22,17:32:39,100,6/27/22,17:32:39,100,21,Departing,x,x
6/27/22,10:34:09,858,10,200330,25SQCMICSBB48140096B1,DPC,6/27/22,17:33:59,700,6/27/22,17:33:59,700,40,Arriving,x,x
6/27/22,10:34:19,952,10,200330,25SQCMICSBB48140096B1,DPC,6/27/22,17:34:09,800,6/27/22,17:34:09,800,1,Unknown,x,
6/27/22,10:34:19,952,10,200330,25SQCMICSBBB4550096C6,DPC,6/27/22,17:34:09,800,6/27/22,17:34:09,800,61,Arriving,x,x
6/27/22,10:35:50,530,10,200330,25SQCMICSBB69BE0096A3,DPC,6/27/22,17:35:40,400,6/27/22,17:35:40,400,16,Departing,x,x
6/27/22,10:36:00,608,10,200330,25SQCMICSBB0A0D0096A6,DPC,6/27/22,17:35:50,500,6/27/22,17:35:50,500,10,Unknown,x,
6/27/22,10:36:11,249,13,200328,25SQCMICSBB22E0008F0C,DPC,6/27/22,17:36:01,100,6/27/22,17:36:01,100,32,Arriving,x,x
6/27/22,10:36:20,765,10,200330,25SQCMICSBB0A0D0096A6,DPC,6/27/22,17:36:10,600,6/27/22,17:36:10,600,19,Arriving,x,x
6/27/22,10:36:40,921,10,200330,25SQCMICSBB2CF800966D,DPC,6/27/22,17:36:30,800,6/27/22,17:36:30,800,3,Departing,x,x
6/27/22,10:36:50,999,10,200330,25SQCMICSBB561000968B,DPC,6/27/22,17:36:40,900,6/27/22,17:36:40,900,29,Departing,x,x
6/27/22,10:38:01,562,10,200330,25SQCMICSBBD0400096AC,DPC,6/27/22,17:37:51,400,6/27/22,17:37:51,400,44,Arriving,x,x
6/27/22,10:38:51,890,10,200330,25SQCMICSBB69BE0096A3,DPC,6/27/22,17:38:41,800,6/27/22,17:38:41,800,42,Arriving,x,x
6/27/22,10:39:02,546,13,200328,25SQCMICSBB4CFB009CE9,DPC,6/27/22,17:38:52,400,6/27/22,17:38:52,400,6,Unknown,x,
6/27/22,10:39:12,46,10,200330,25SQCMICSBB48140096B1,DPC,6/27/22,17:39:01,900,6/27/22,17:39:01,900,34,Departing,x,x
6/27/22,10:39:32,202,10,200330,25SQCMICSBB13AF009695,DPC,6/27/22,17:39:22,100,6/27/22,17:39:22,100,26,Departing,x,x
6/27/22,10:41:22,921,10,200330,25SQCMICSBBB4550096C6,DPC,6/27/22,17:41:12,800,6/27/22,17:41:12,800,51,Departing,x,x
6/27/22,10:41:33,15,10,200330,25SQCMICSBB0411008E0E,DPC,6/27/22,17:41:22,900,6/27/22,17:41:22,900,15,Departing,x,x
6/27/22,10:42:23,358,10,200330,25SQCMICSBBD7E60096C3,DPC,6/27/22,17:42:13,200,6/27/22,17:42:13,200,25,Arriving,x,x
6/27/22,10:42:23,358,10,200330,25SQCMICSBBD0400096AC,DPC,6/27/22,17:42:13,200,6/27/22,17:42:13,200,48,Departing,x,x
6/27/22,10:42:23,358,10,200330,25SQCMICSBB4C83009685,DPC,6/27/22,17:42:13,200,6/27/22,17:42:13,200,13,Arriving,x,x
6/27/22,10:42:33,437,10,200330,25SQCMICSBB28AF009C01,DPC,6/27/22,17:42:23,300,6/27/22,17:42:23,300,40,Departing,x,x
6/27/22,10:43:24,327,13,200328,25SQCMICSBB32E900977A,DPC,6/27/22,17:43:14,200,6/27/22,17:43:14,200,20,Departing,x,x
6/27/22,10:43:33,874,10,200330,25SQCMICSBBB663009702,DPC,6/27/22,17:43:23,700,6/27/22,17:43:23,700,27,Unknown,x,
6/27/22,10:43:43,968,10,200330,25SQCMICSBB61D1009D37,DPC,6/27/22,17:43:33,800,6/27/22,17:43:33,800,13,Unknown,x,
6/27/22,10:43:43,968,10,200330,25SQCMICSBBB663009702,DPC,6/27/22,17:43:33,800,6/27/22,17:43:33,800,39,Arriving,x,x
6/27/22,10:43:43,968,10,200330,25SQCMICSBB0DAB0096CF,DPC,6/27/22,17:43:33,800,6/27/22,17:43:33,800,25,Arriving,x,x
6/27/22,10:44:04,124,10,200330,25SQCMICSBB69BE0096A3,DPC,6/27/22,17:43:54,0,6/27/22,17:43:54,0,24,Arriving,x,x
6/27/22,10:44:04,687,13,200328,25SQCMICSBB48ED009641,DPC,6/27/22,17:43:54,600,6/27/22,17:43:54,600,3,Unknown,x,
6/27/22,10:44:14,202,10,200330,25SQCMICSBB69BE0096A3,DPC,6/27/22,17:44:04,100,6/27/22,17:44:04,100,9,Unknown,x,
6/27/22,10:44:14,749,13,200328,25SQCMICSBB48ED009641,DPC,6/27/22,17:44:04,600,6/27/22,17:44:04,600,133,Departing,x,x
6/27/22,10:44:44,968,13,200328,25SQCMICSBB48ED009641,DPC,6/27/22,17:44:34,900,6/27/22,17:44:34,900,102,Departing,x,x
6/27/22,10:44:55,77,13,200328,25SQCMICSBB48ED009641,DPC,6/27/22,17:44:44,900,6/27/22,17:44:44,900,10,Unknown,x,
6/27/22,10:45:05,124,13,200328,25SQCMICSBB48ED009641,DPC,6/27/22,17:44:55,0,6/27/22,17:44:55,0,22,Unknown,x,
6/27/22,10:45:25,265,13,200328,25SQCMICSBB32E900977A,DPC,6/27/22,17:45:15,200,6/27/22,17:45:15,200,13,Arriving,x,x
6/27/22,10:46:25,171,10,200330,25SQCMICSBBA98D00969A,DPC,6/27/22,17:46:15,0,6/27/22,17:46:15,0,31,Arriving,x,x
6/27/22,10:46:35,265,10,200330,25SQCMICSBBD6F00095DA,DPC,6/27/22,17:46:25,100,6/27/22,17:46:25,100,32,Departing,x,x
6/27/22,10:46:55,452,10,200330,25SQCMICSBB69BE0096A3,DPC,6/27/22,17:46:45,300,6/27/22,17:46:45,300,42,Arriving,x,x
6/27/22,10:47:05,530,10,200330,25SQCMICSBB2C40009679,DPC,6/27/22,17:46:55,400,6/27/22,17:46:55,400,36,Departing,x,x
6/27/22,10:47:15,624,10,200330,25SQCMICSBB95AA009699,DPC,6/27/22,17:47:05,500,6/27/22,17:47:05,500,36,Arriving,x,x
6/27/22,10:47:35,749,10,200330,25SQCMICSBB5292009790,DPC,6/27/22,17:47:25,700,6/27/22,17:47:25,700,45,Arriving,x,x
6/27/22,10:47:45,812,10,200330,25SQCMICSBB13420096AE,DPC,6/27/22,17:47:35,700,6/27/22,17:47:35,700,53,Departing,x,x
6/27/22,10:48:16,62,10,200330,25SQCMICSBB0A0D0096A6,DPC,6/27/22,17:48:05,900,6/27/22,17:48:05,900,33,Departing,x,x
6/27/22,10:48:26,140,10,200330,25SQCMICSBB0A0D0096A6,DPC,6/27/22,17:48:16,0,6/27/22,17:48:16,0,7,Departing,x,x
6/27/22,10:48:26,140,10,200330,25SQCMICSBB48140096B1,DPC,6/27/22,17:48:16,0,6/27/22,17:48:16,0,31,Arriving,x,x
6/27/22,10:48:26,702,13,200328,25SQCMICSBBBE76008F08,DPC,6/27/22,17:48:16,600,6/27/22,17:48:16,600,28,Departing,x,x
6/27/22,10:48:36,218,10,200330,25SQCMICSBBD60C009703,DPC,6/27/22,17:48:26,100,6/27/22,17:48:26,100,25,Arriving,x,x
6/27/22,10:48:36,218,10,200330,25SQCMICSBB48140096B1,DPC,6/27/22,17:48:26,100,6/27/22,17:48:26,100,30,Arriving,x,x
6/27/22,10:48:36,218,10,200330,25SQCMICSBB92E10096C9,DPC,6/27/22,17:48:26,100,6/27/22,17:48:26,100,43,Arriving,x,x
6/27/22,10:48:36,780,13,200328,25SQCMICSBB48ED009641,DPC,6/27/22,17:48:26,700,6/27/22,17:48:26,700,31,Arriving,x,x
6/27/22,10:48:56,390,10,200330,25SQCMICSBBEB790096B6,DPC,6/27/22,17:48:46,200,6/27/22,17:48:46,200,36,Arriving,x,x
6/27/22,10:49:06,483,10,200330,25SQCMICSBBB663009702,DPC,6/27/22,17:48:56,300,6/27/22,17:48:56,300,29,Departing,x,x
6/27/22,10:49:16,562,10,200330,25SQCMICSBBD0AD009693,DPC,6/27/22,17:49:06,400,6/27/22,17:49:06,400,22,Unknown,x,
6/27/22,10:49:26,640,10,200330,25SQCMICSBBD0AD009693,DPC,6/27/22,17:49:16,500,6/27/22,17:49:16,500,22,Arriving,x,x
6/27/22,10:51:27,483,10,200330,25SQCMICSBBB02F0096AB,DPC,6/27/22,17:51:17,300,6/27/22,17:51:17,300,18,Arriving,x,x
6/27/22,10:52:07,812,10,200330,25SQCMICSBB61D1009D37,DPC,6/27/22,17:51:57,700,6/27/22,17:51:57,700,12,Departing,x,x
6/27/22,10:52:17,890,10,200330,25SQCMICSBB732D0096AD,DPC,6/27/22,17:52:07,800,6/27/22,17:52:07,800,16,Arriving,x,x
6/27/22,10:52:28,515,13,200328,25SQCMICSBBF3B0009BB9,DPC,6/27/22,17:52:18,400,6/27/22,17:52:18,400,5,Departing,x,x
6/27/22,10:53:38,468,10,200330,25SQCMICSBB14E40096C5,DPC,6/27/22,17:53:28,300,6/27/22,17:53:28,300,48,Arriving,x,x
6/27/22,10:53:38,468,10,200330,25SQCMICSBB69BE0096A3,DPC,6/27/22,17:53:28,300,6/27/22,17:53:28,300,48,Departing,x,x
6/27/22,10:53:58,640,10,200330,25SQCMICSBB48140096B1,DPC,6/27/22,17:53:48,500,6/27/22,17:53:48,500,35,Departing,x,x
6/27/22,10:53:58,640,10,200330,25SQCMICSBBA98D00969A,DPC,6/27/22,17:53:48,500,6/27/22,17:53:48,500,56,Departing,x,x
6/27/22,10:54:08,733,10,200330,25SQCMICSBBD0AD009693,DPC,6/27/22,17:53:58,600,6/27/22,17:53:58,600,16,Departing,x,x
6/27/22,10:54:28,858,10,200330,25SQCMICSBB6A9B009677,DPC,6/27/22,17:54:18,800,6/27/22,17:54:18,800,41,Departing,x,x
6/27/22,10:54:49,577,13,200328,25SQCMICSBBF3B0009BB9,DPC,6/27/22,17:54:39,500,6/27/22,17:54:39,500,95,Arriving,x,x
6/27/22,10:54:59,108,10,200330,25SQCMICSBB92E10096C9,DPC,6/27/22,17:54:49,0,6/27/22,17:54:49,0,9,Departing,x,x
6/27/22,10:55:19,233,10,200330,25SQCMICSBB732D0096AD,DPC,6/27/22,17:55:09,100,6/27/22,17:55:09,100,26,Departing,x,x
6/27/22,10:55:29,312,10,200330,25SQCMICSBB8F81009683,DPC,6/27/22,17:55:19,200,6/27/22,17:55:19,200,45,Departing,x,x
6/27/22,10:55:29,312,10,200330,25SQCMICSBB0DAB0096CF,DPC,6/27/22,17:55:19,200,6/27/22,17:55:19,200,22,Departing,x,x
6/27/22,10:55:49,452,10,200330,25SQCMICSBBCA86009689,DPC,6/27/22,17:55:39,300,6/27/22,17:55:39,300,26,Arriving,x,x
6/27/22,10:55:50,30,13,200328,25SQCMICSBB50080096E9,DPC,6/27/22,17:55:39,900,6/27/22,17:55:39,900,31,Arriving,x,x
6/27/22,10:56:00,124,13,200328,25SQCMICSBB50080096E9,DPC,6/27/22,17:55:50,0,6/27/22,17:55:50,0,31,Departing,x,x
6/27/22,10:56:29,749,10,200330,25SQCMICSBBE8580095CF,DPC,6/27/22,17:56:19,700,6/27/22,17:56:19,700,9,Departing,x,x
6/27/22,10:57:20,124,10,200330,25SQCMICSBB69BE0096A3,DPC,6/27/22,17:57:10,0,6/27/22,17:57:10,0,51,Arriving,x,x
6/27/22,10:57:40,280,10,200330,25SQCMICSBB934B00962B,DPC,6/27/22,17:57:30,200,6/27/22,17:57:30,200,21,Arriving,x,x
6/27/22,10:57:50,358,10,200330,25SQCMICSBB14E40096C5,DPC,6/27/22,17:57:40,200,6/27/22,17:57:40,200,49,Departing,x,x
6/27/22,10:58:00,468,10,200330,25SQCMICSBB14E40096C5,DPC,6/27/22,17:57:50,300,6/27/22,17:57:50,300,10,Unknown,x,
6/27/22,10:58:00,468,10,200330,25SQCMICSBBD60C009703,DPC,6/27/22,17:57:50,300,6/27/22,17:57:50,300,38,Departing,x,x
6/27/22,10:58:41,312,13,200328,25SQCMICSBBAD5B009648,DPC,6/27/22,17:58:31,200,6/27/22,17:58:31,200,45,Departing,x,x
6/27/22,10:58:51,374,13,200328,25SQCMICSBBF3B0009BB9,DPC,6/27/22,17:58:41,300,6/27/22,17:58:41,300,3,Unknown,x,
6/27/22,10:59:21,593,13,200328,25SQCMICSBB50080096E9,DPC,6/27/22,17:59:11,500,6/27/22,17:59:11,500,32,Arriving,x,x
6/27/22,10:59:31,687,13,200328,25SQCMICSBB50080096E9,DPC,6/27/22,17:59:21,500,6/27/22,17:59:21,500,73,Arriving,x,x
6/27/22,10:59:31,687,13,200328,25SQCMICSBBAD5B009648,DPC,6/27/22,17:59:21,500,6/27/22,17:59:21,500,32,Arriving,x,x
6/27/22,11:00:01,358,10,200330,25SQCMICSBBD0400096AC,DPC,6/27/22,17:59:51,200,6/27/22,17:59:51,200,19,Arriving,x,x
6/27/22,11:00:21,530,10,200330,25SQCMICSBB6E180096CC,DPC,6/27/22,18:00:11,400,6/27/22,18:00:11,400,7,Unknown,x,
6/27/22,11:00:31,608,10,200330,25SQCMICSBB6E180096CC,DPC,6/27/22,18:00:21,500,6/27/22,18:00:21,500,42,Arriving,x,x
6/27/22,11:00:31,608,10,200330,25SQCMICSBB48140096B1,DPC,6/27/22,18:00:21,500,6/27/22,18:00:21,500,5,Arriving,x,x
6/27/22,11:00:32,171,13,200328,25SQCMICSBB32C5009CFF,DPC,6/27/22,18:00:22,0,6/27/22,18:00:22,0,64,Departing,x,x
6/27/22,11:00:52,296,13,200328,25SQCMICSBB4CFB009CE9,DPC,6/27/22,18:00:42,200,6/27/22,18:00:42,200,16,Arriving,x,x
6/27/22,11:01:11,890,10,200330,25SQCMICSBBAA69009BF2,DPC,6/27/22,18:01:01,800,6/27/22,18:01:01,800,14,Arriving,x,x
6/27/22,11:01:32,562,13,200328,25SQCMICSBB59F7008F63,DPC,6/27/22,18:01:22,500,6/27/22,18:01:22,500,17,Arriving,x,x
6/27/22,11:02:02,265,10,200330,25SQCMICSBB2223009D66,DPC,6/27/22,18:01:52,100,6/27/22,18:01:52,100,33,Arriving,x,x
6/27/22,11:02:52,702,10,200330,25SQCMICSBB69BE0096A3,DPC,6/27/22,18:02:42,600,6/27/22,18:02:42,600,30,Departing,x,x
6/27/22,11:02:52,702,10,200330,25SQCMICSBB527A0095C2,DPC,6/27/22,18:02:42,600,6/27/22,18:02:42,600,23,Arriving,x,x
6/27/22,11:03:02,796,10,200330,25SQCMICSBB527A0095C2,DPC,6/27/22,18:02:52,600,6/27/22,18:02:52,600,3,Unknown,x,
6/27/22,11:03:12,858,10,200330,25SQCMICSBBCA86009689,DPC,6/27/22,18:03:02,700,6/27/22,18:03:02,700,24,Unknown,x,
6/27/22,11:03:13,421,13,200328,25SQCMICSBBF3B0009BB9,DPC,6/27/22,18:03:03,300,6/27/22,18:03:03,300,43,Departing,x,x
6/27/22,11:03:22,937,10,200330,25SQCMICSBBCA86009689,DPC,6/27/22,18:03:12,800,6/27/22,18:03:12,800,82,Departing,x,x
6/27/22,11:03:23,499,13,200328,25SQCMICSBBF3B0009BB9,DPC,6/27/22,18:03:13,400,6/27/22,18:03:13,400,42,Arriving,x,x
6/27/22,11:03:33,30,10,200330,25SQCMICSBB0C80009C91,DPC,6/27/22,18:03:22,900,6/27/22,18:03:22,900,85,Departing,x,x
6/27/22,11:03:53,202,10,200330,25SQCMICSBBE94F009712,DPC,6/27/22,18:03:43,100,6/27/22,18:03:43,100,20,Arriving,x,x
6/27/22,11:04:53,608,10,200330,25SQCMICSBB515B0096BB,DPC,6/27/22,18:04:43,500,6/27/22,18:04:43,500,18,Unknown,x,
6/27/22,11:05:03,702,10,200330,25SQCMICSBB515B0096BB,DPC,6/27/22,18:04:53,600,6/27/22,18:04:53,600,24,Departing,x,x
6/27/22,11:05:03,702,10,200330,25SQCMICSBB5292009790,DPC,6/27/22,18:04:53,600,6/27/22,18:04:53,600,31,Departing,x,x
6/27/22,11:05:23,874,10,200330,25SQCMICSBB69BE0096A3,DPC,6/27/22,18:05:13,700,6/27/22,18:05:13,700,29,Arriving,x,x
6/27/22,11:05:44,15,10,200330,25SQCMICSBB6B70009611,DPC,6/27/22,18:05:33,900,6/27/22,18:05:33,900,27,Departing,x,x
6/27/22,11:05:54,93,10,200330,25SQCMICSBB48140096B1,DPC,6/27/22,18:05:44,0,6/27/22,18:05:44,0,31,Departing,x,x
6/27/22,11:05:54,93,10,200330,25SQCMICSBB701C009690,DPC,6/27/22,18:05:44,0,6/27/22,18:05:44,0,15,Arriving,x,x
6/27/22,11:06:14,780,13,200328,25SQCMICSBB22E0008F0C,DPC,6/27/22,18:06:04,700,6/27/22,18:06:04,700,85,Departing,x,x
6/27/22,11:06:24,858,13,200328,25SQCMICSBB32C5009CFF,DPC,6/27/22,18:06:14,700,6/27/22,18:06:14,700,42,Arriving,x,x
6/27/22,11:06:34,405,10,200330,25SQCMICSBBEB790096B6,DPC,6/27/22,18:06:24,300,6/27/22,18:06:24,300,47,Arriving,x,x
6/27/22,11:06:44,499,10,200330,25SQCMICSBBEB790096B6,DPC,6/27/22,18:06:34,300,6/27/22,18:06:34,300,31,Departing,x,x
6/27/22,11:06:44,499,10,200330,25SQCMICSBB2223009D66,DPC,6/27/22,18:06:34,300,6/27/22,18:06:34,300,49,Departing,x,x
6/27/22,11:07:14,749,10,200330,25SQCMICSBBD0400096AC,DPC,6/27/22,18:07:04,600,6/27/22,18:07:04,600,17,Departing,x,x
6/27/22,11:07:55,593,13,200328,25SQCMICSBBEE84009C58,DPC,6/27/22,18:07:45,500,6/27/22,18:07:45,500,5,Unknown,x,
6/27/22,11:08:05,687,13,200328,25SQCMICSBBEE84009C58,DPC,6/27/22,18:07:55,500,6/27/22,18:07:55,500,40,Departing,x,x
6/27/22,11:08:05,687,13,200328,25SQCMICSBB59F7008F63,DPC,6/27/22,18:07:55,500,6/27/22,18:07:55,500,48,Departing,x,x
6/27/22,11:08:35,327,10,200330,25SQCMICSBB0411008E0E,DPC,6/27/22,18:08:25,200,6/27/22,18:08:25,200,47,Arriving,x,x
6/27/22,11:08:56,46,13,200328,25SQCMICSBBEE84009C58,DPC,6/27/22,18:08:45,900,6/27/22,18:08:45,900,33,Arriving,x,x
6/27/22,11:09:45,858,10,200330,25SQCMICSBB6B88009727,DPC,6/27/22,18:09:35,700,6/27/22,18:09:35,700,17,Departing,x,x
6/27/22,11:09:45,858,10,200330,25SQCMICSBBAA69009BF2,DPC,6/27/22,18:09:35,700,6/27/22,18:09:35,700,55,Departing,x,x
6/27/22,11:10:06,15,10,200330,25SQCMICSBB6E180096CC,DPC,6/27/22,18:09:55,900,6/27/22,18:09:55,900,29,Departing,x,x
6/27/22,11:10:06,15,10,200330,25SQCMICSBB13420096AE,DPC,6/27/22,18:09:55,900,6/27/22,18:09:55,900,8,Arriving,x,x
6/27/22,11:10:26,187,10,200330,25SQCMICSBB2CF800966D,DPC,6/27/22,18:10:16,0,6/27/22,18:10:16,0,32,Arriving,x,x
6/27/22,11:10:26,187,10,200330,25SQCMICSBB48140096B1,DPC,6/27/22,18:10:16,0,6/27/22,18:10:16,0,47,Arriving,x,x
6/27/22,11:10:46,358,10,200330,25SQCMICSBB527A0095C2,DPC,6/27/22,18:10:36,200,6/27/22,18:10:36,200,24,Departing,x,x
6/27/22,11:10:46,358,10,200330,25SQCMICSBB951200968D,DPC,6/27/22,18:10:36,200,6/27/22,18:10:36,200,27,Arriving,x,x
6/27/22,11:10:46,358,10,200330,25SQCMICSBBB4550096C6,DPC,6/27/22,18:10:36,200,6/27/22,18:10:36,200,13,Arriving,x,x
6/27/22,11:10:56,468,10,200330,25SQCMICSBBB4550096C6,DPC,6/27/22,18:10:46,300,6/27/22,18:10:46,300,8,Unknown,x,
6/27/22,11:11:26,671,10,200330,25SQCMICSBBB02F0096AB,DPC,6/27/22,18:11:16,600,6/27/22,18:11:16,600,3,Unknown,x,
6/27/22,11:12:17,46,10,200330,25SQCMICSBB701C009690,DPC,6/27/22,18:12:06,900,6/27/22,18:12:06,900,8,Unknown,x,
6/27/22,11:12:27,108,10,200330,25SQCMICSBB515B0096BB,DPC,6/27/22,18:12:17,0,6/27/22,18:12:17,0,40,Arriving,x,x
6/27/22,11:12:37,218,10,200330,25SQCMICSBB2C40009679,DPC,6/27/22,18:12:27,100,6/27/22,18:12:27,100,17,Arriving,x,x
6/27/22,11:13:07,452,10,200330,25SQCMICSBBB31E009696,DPC,6/27/22,18:12:57,300,6/27/22,18:12:57,300,33,Departing,x,x
6/27/22,11:13:17,546,10,200330,25SQCMICSBBB31E009696,DPC,6/27/22,18:13:07,400,6/27/22,18:13:07,400,1,Unknown,x,
6/27/22,11:13:38,265,13,200328,25SQCMICSBB1E7F008F1F,DPC,6/27/22,18:13:28,100,6/27/22,18:13:28,100,37,Departing,x,x
6/27/22,11:14:08,468,13,200328,25SQCMICSBBBE76008F08,DPC,6/27/22,18:13:58,400,6/27/22,18:13:58,400,27,Arriving,x,x
6/27/22,11:14:48,233,10,200330,25SQCMICSBBD7E60096C3,DPC,6/27/22,18:14:38,100,6/27/22,18:14:38,100,39,Departing,x,x
6/27/22,11:14:48,233,10,200330,25SQCMICSBB17380096C1,DPC,6/27/22,18:14:38,100,6/27/22,18:14:38,100,17,Arriving,x,x
6/27/22,11:14:48,233,10,200330,25SQCMICSBB083B009722,DPC,6/27/22,18:14:38,100,6/27/22,18:14:38,100,17,Arriving,x,x
6/27/22,11:14:58,327,10,200330,25SQCMICSBB13420096AE,DPC,6/27/22,18:14:48,200,6/27/22,18:14:48,200,31,Departing,x,x
6/27/22,11:14:58,327,10,200330,25SQCMICSBB515B0096BB,DPC,6/27/22,18:14:48,200,6/27/22,18:14:48,200,42,Departing,x,x
6/27/22,11:15:08,952,13,200328,25SQCMICSBBAD5B009648,DPC,6/27/22,18:14:58,800,6/27/22,18:14:58,800,9,Unknown,x,
6/27/22,11:15:18,468,10,200330,25SQCMICSBBE94F009712,DPC,6/27/22,18:15:08,400,6/27/22,18:15:08,400,3,Unknown,x,
6/27/22,11:15:38,640,10,200330,25SQCMICSBB934B00962B,DPC,6/27/22,18:15:28,500,6/27/22,18:15:28,500,42,Departing,x,x
6/27/22,11:15:48,733,10,200330,25SQCMICSBB0DAB0096CF,DPC,6/27/22,18:15:38,600,6/27/22,18:15:38,600,55,Arriving,x,x
6/27/22,11:15:48,733,10,200330,25SQCMICSBBADA20096B8,DPC,6/27/22,18:15:38,600,6/27/22,18:15:38,600,23,Arriving,x,x
6/27/22,11:15:49,280,13,200328,25SQCMICSBBAD5B009648,DPC,6/27/22,18:15:39,200,6/27/22,18:15:39,200,41,Arriving,x,x
6/27/22,11:15:59,374,13,200328,25SQCMICSBBAD5B009648,DPC,6/27/22,18:15:49,200,6/27/22,18:15:49,200,26,Unknown,x,
6/27/22,11:17:19,421,10,200330,25SQCMICSBB95AA009699,DPC,6/27/22,18:17:09,300,6/27/22,18:17:09,300,64,Departing,x,x
6/27/22,11:18:20,421,13,200328,25SQCMICSBB4CFB009CE9,DPC,6/27/22,18:18:10,300,6/27/22,18:18:10,300,7,Departing,x,x
6/27/22,11:18:50,77,10,200330,25SQCMICSBB69BE0096A3,DPC,6/27/22,18:18:40,0,6/27/22,18:18:40,0,36,Departing,x,x
6/27/22,11:19:00,155,10,200330,25SQCMICSBB083B009722,DPC,6/27/22,18:18:50,0,6/27/22,18:18:50,0,9,Departing,x,x
6/27/22,11:19:30,921,13,200328,25SQCMICSBB1E7F008F1F,DPC,6/27/22,18:19:20,800,6/27/22,18:19:20,800,32,Arriving,x,x
6/27/22,11:21:11,62,10,200330,25SQCMICSBBE8580095CF,DPC,6/27/22,18:21:00,900,6/27/22,18:21:00,900,33,Arriving,x,x
6/27/22,11:21:11,62,10,200330,25SQCMICSBB2CF800966D,DPC,6/27/22,18:21:00,900,6/27/22,18:21:00,900,37,Departing,x,x
6/27/22,11:21:31,218,10,200330,25SQCMICSBB561000968B,DPC,6/27/22,18:21:21,100,6/27/22,18:21:21,100,29,Unknown,x,
6/27/22,11:21:41,312,10,200330,25SQCMICSBB561000968B,DPC,6/27/22,18:21:31,200,6/27/22,18:21:31,200,41,Arriving,x,x
6/27/22,11:22:01,468,10,200330,25SQCMICSBB951200968D,DPC,6/27/22,18:21:51,300,6/27/22,18:21:51,300,24,Departing,x,x
6/27/22,11:22:01,468,10,200330,25SQCMICSBB515B0096BB,DPC,6/27/22,18:21:51,300,6/27/22,18:21:51,300,6,Unknown,x,
6/27/22,11:22:02,46,13,200328,25SQCMICSBB22E0008F0C,DPC,6/27/22,18:21:51,900,6/27/22,18:21:51,900,10,Arriving,x,x
6/27/22,11:22:11,562,10,200330,25SQCMICSBB515B0096BB,DPC,6/27/22,18:22:01,400,6/27/22,18:22:01,400,22,Arriving,x,x
6/27/22,11:22:31,687,10,200330,25SQCMICSBB69BE0096A3,DPC,6/27/22,18:22:21,600,6/27/22,18:22:21,600,38,Arriving,x,x
6/27/22,11:22:32,249,13,200328,25SQCMICSBBD733009BD4,DPC,6/27/22,18:22:22,100,6/27/22,18:22:22,100,52,Departing,x,x
6/27/22,11:23:22,77,10,200330,25SQCMICSBB61D1009D37,DPC,6/27/22,18:23:11,900,6/27/22,18:23:11,900,35,Arriving,x,x
