File,Creation,Time,UTC,6/27/22,2:52:10,,,,,,,,,,,
SW,Name,iID®DataCaptureSoftware,,,,,,,,,,,,,,
SW,Version,v01.09,,,,,,,,,,,,,,
SW,BuildDate,4/7/20,,,,,,,,,,,,,,
SW,StartTime,6/7/22,22:31:14,,,,,,,,,,,,,
Lib,Version,v1.6.3,,,,,,,,,,,,,,
Company,Micro-Sensys,GmbH,,,,,,,,,,,,,,
OS,Version,v10.0.17763.865,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Settings,,,,,,,,,,,,,,,,
,Scan,mode,MPC,,,,,,,,,,,,,
,DataGetDelay_Seconds,10,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Found,Hardware,,,,,,,,,,,,,,,
,Address,ReaderID,HW-Info,FW-Info,Num-Antennas,,,,,,,,,,,
,0x01,25SQCMICSCB030EB4,,,,,,,,,,,,,,
,0x10,200330,D0.22,98.26.06,2,,,,,,,,,,,
,0x13,200328,D0.22,98.26.06,2,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Timestamp,HexAddress,ReaderID,UID,Collection,DataType,FirstTimeFound,LastTimeFound,NumFound,Direction,Ant1,Ant2,,,,,
6/27/22,14:31:26,952,13,200328,25SQCMICSBBD06D009CEB,DPC,6/27/22,21:31:16,800,6/27/22,21:31:16,800,46,Unknown,x,
6/27/22,14:32:06,687,10,200330,25SQCMICSBB48E90095CE,DPC,6/27/22,21:31:56,600,6/27/22,21:31:56,600,25,Arriving,x,x
6/27/22,14:33:27,280,10,200330,25SQCMICSBBB663009702,DPC,6/27/22,21:33:17,200,6/27/22,21:33:17,200,38,Departing,x,x
6/27/22,14:33:27,280,10,200330,25SQCMICSBB69BE0096A3,DPC,6/27/22,21:33:17,200,6/27/22,21:33:17,200,26,Arriving,x,x
6/27/22,14:34:37,780,10,200330,25SQCMICSBB0C80009C91,DPC,6/27/22,21:34:27,600,6/27/22,21:34:27,600,33,Departing,x,x
6/27/22,14:34:48,421,13,200328,25SQCMICSBBBE76008F08,DPC,6/27/22,21:34:38,300,6/27/22,21:34:38,300,12,Arriving,x,x
6/27/22,14:35:08,46,10,200330,25SQCMICSBB0A0D0096A6,DPC,6/27/22,21:34:57,900,6/27/22,21:34:57,900,35,Arriving,x,x
6/27/22,14:35:18,140,10,200330,25SQCMICSBB527A0095C2,DPC,6/27/22,21:35:08,0,6/27/22,21:35:08,0,30,Arriving,x,x
6/27/22,14:35:28,765,13,200328,25SQCMICSBB50080096E9,DPC,6/27/22,21:35:18,700,6/27/22,21:35:18,700,25,Departing,x,x
6/27/22,14:35:48,374,10,200330,25SQCMICSBB951200968D,DPC,6/27/22,21:35:38,200,6/27/22,21:35:38,200,24,Departing,x,x
6/27/22,14:36:08,562,10,200330,25SQCMICSBB5292009790,DPC,6/27/22,21:35:58,400,6/27/22,21:35:58,400,17,Departing,x,x
6/27/22,14:36:08,562,10,200330,25SQCMICSBBB31E009696,DPC,6/27/22,21:35:58,400,6/27/22,21:35:58,400,7,Arriving,x,x
6/27/22,14:36:18,655,10,200330,25SQCMICSBBB31E009696,DPC,6/27/22,21:36:08,500,6/27/22,21:36:08,500,5,Unknown,x,
6/27/22,14:36:19,202,13,200328,25SQCMICSBB191A009D5C,DPC,6/27/22,21:36:09,100,6/27/22,21:36:09,100,22,Departing,x,x
6/27/22,14:36:29,312,13,200328,25SQCMICSBB191A009D5C,DPC,6/27/22,21:36:19,200,6/27/22,21:36:19,200,2,Unknown,x,
6/27/22,14:37:08,999,10,200330,25SQCMICSBB92E10096C9,DPC,6/27/22,21:36:58,900,6/27/22,21:36:58,900,37,Arriving,x,x
6/27/22,14:37:29,671,13,200328,25SQCMICSBB6483008F10,DPC,6/27/22,21:37:19,600,6/27/22,21:37:19,600,18,Departing,x,x
6/27/22,14:38:19,499,10,200330,25SQCMICSBB69BE0096A3,DPC,6/27/22,21:38:09,400,6/27/22,21:38:09,400,9,Departing,x,x
6/27/22,14:38:49,702,10,200330,25SQCMICSBBD39D00974A,DPC,6/27/22,21:38:39,600,6/27/22,21:38:39,600,21,Departing,x,x
6/27/22,14:39:00,343,13,200328,25SQCMICSBB191A009D5C,DPC,6/27/22,21:38:50,200,6/27/22,21:38:50,200,6,Unknown,x,
6/27/22,14:39:10,421,13,200328,25SQCMICSBB191A009D5C,DPC,6/27/22,21:39:00,300,6/27/22,21:39:00,300,31,Arriving,x,x
6/27/22,14:39:10,421,13,200328,25SQCMICSBB6483008F10,DPC,6/27/22,21:39:00,300,6/27/22,21:39:00,300,18,Arriving,x,x
6/27/22,14:39:29,999,10,200330,25SQCMICSBBDAA0009D48,DPC,6/27/22,21:39:19,900,6/27/22,21:39:19,900,15,Departing,x,x
6/27/22,14:39:40,77,10,200330,25SQCMICSBB13420096AE,DPC,6/27/22,21:39:30,0,6/27/22,21:39:30,0,23,Departing,x,x
6/27/22,14:39:50,140,10,200330,25SQCMICSBB561000968B,DPC,6/27/22,21:39:40,0,6/27/22,21:39:40,0,81,Arriving,x,x
6/27/22,14:40:00,218,10,200330,25SQCMICSBB6E180096CC,DPC,6/27/22,21:39:50,100,6/27/22,21:39:50,100,27,Departing,x,x
6/27/22,14:40:00,765,13,200328,25SQCMICSBB22E0008F0C,DPC,6/27/22,21:39:50,700,6/27/22,21:39:50,700,56,Arriving,x,x
6/27/22,14:40:10,296,10,200330,25SQCMICSBB527A0095C2,DPC,6/27/22,21:40:00,200,6/27/22,21:40:00,200,10,Unknown,x,
6/27/22,14:40:10,843,13,200328,25SQCMICSBB22E0008F0C,DPC,6/27/22,21:40:00,700,6/27/22,21:40:00,700,10,Unknown,x,
6/27/22,14:40:20,390,10,200330,25SQCMICSBB527A0095C2,DPC,6/27/22,21:40:10,200,6/27/22,21:40:10,200,24,Departing,x,x
6/27/22,14:40:40,546,10,200330,25SQCMICSBB92E10096C9,DPC,6/27/22,21:40:30,400,6/27/22,21:40:30,400,19,Departing,x,x
6/27/22,14:41:10,765,10,200330,25SQCMICSBBB31E009696,DPC,6/27/22,21:41:00,600,6/27/22,21:41:00,600,4,Unknown,x,
6/27/22,14:41:20,843,10,200330,25SQCMICSBBB31E009696,DPC,6/27/22,21:41:10,700,6/27/22,21:41:10,700,30,Departing,x,x
6/27/22,14:41:20,843,10,200330,25SQCMICSBB17380096C1,DPC,6/27/22,21:41:10,700,6/27/22,21:41:10,700,45,Arriving,x,x
6/27/22,14:42:01,187,10,200330,25SQCMICSBBB02F0096AB,DPC,6/27/22,21:41:51,0,6/27/22,21:41:51,0,18,Arriving,x,x
6/27/22,14:42:11,296,10,200330,25SQCMICSBBB02F0096AB,DPC,6/27/22,21:42:01,100,6/27/22,21:42:01,100,74,Arriving,x,x
6/27/22,14:42:21,390,10,200330,25SQCMICSBBD7E60096C3,DPC,6/27/22,21:42:11,200,6/27/22,21:42:11,200,25,Arriving,x,x
6/27/22,14:42:21,968,13,200328,25SQCMICSBBBE76008F08,DPC,6/27/22,21:42:11,800,6/27/22,21:42:11,800,12,Departing,x,x
6/27/22,14:42:41,546,10,200330,25SQCMICSBBDAA0009D48,DPC,6/27/22,21:42:31,400,6/27/22,21:42:31,400,26,Arriving,x,x
6/27/22,14:42:42,124,13,200328,25SQCMICSBBFDFF009D21,DPC,6/27/22,21:42:32,0,6/27/22,21:42:32,0,13,Unknown,x,
6/27/22,14:42:51,624,10,200330,25SQCMICSBBD60C009703,DPC,6/27/22,21:42:41,500,6/27/22,21:42:41,500,30,Departing,x,x
6/27/22,14:42:52,187,13,200328,25SQCMICSBBFDFF009D21,DPC,6/27/22,21:42:42,100,6/27/22,21:42:42,100,45,Departing,x,x
6/27/22,14:43:01,718,10,200330,25SQCMICSBBD39D00974A,DPC,6/27/22,21:42:51,600,6/27/22,21:42:51,600,13,Unknown,x,
6/27/22,14:43:11,796,10,200330,25SQCMICSBBD39D00974A,DPC,6/27/22,21:43:01,700,6/27/22,21:43:01,700,23,Arriving,x,x
6/27/22,14:43:11,796,10,200330,25SQCMICSBB8D5B0096FA,DPC,6/27/22,21:43:01,700,6/27/22,21:43:01,700,125,Arriving,x,x
6/27/22,14:43:21,874,10,200330,25SQCMICSBB8D5B0096FA,DPC,6/27/22,21:43:11,700,6/27/22,21:43:11,700,6,Unknown,x,
6/27/22,14:43:22,421,13,200328,25SQCMICSBBF3B0009BB9,DPC,6/27/22,21:43:12,300,6/27/22,21:43:12,300,4,Unknown,x,
6/27/22,14:43:31,999,10,200330,25SQCMICSBB69BF009745,DPC,6/27/22,21:43:21,800,6/27/22,21:43:21,800,24,Arriving,x,x
6/27/22,14:43:32,562,13,200328,25SQCMICSBBF3B0009BB9,DPC,6/27/22,21:43:22,400,6/27/22,21:43:22,400,30,Arriving,x,x
6/27/22,14:43:42,93,10,200330,25SQCMICSBBD0400096AC,DPC,6/27/22,21:43:31,900,6/27/22,21:43:31,900,18,Arriving,x,x
6/27/22,14:43:52,687,13,200328,25SQCMICSBB2D3F009BAE,DPC,6/27/22,21:43:42,600,6/27/22,21:43:42,600,12,Unknown,x,
6/27/22,14:44:02,202,10,200330,25SQCMICSBB933600352E,DPC,6/27/22,21:43:52,100,6/27/22,21:43:52,100,1,Unknown,x,
6/27/22,14:44:02,765,13,200328,25SQCMICSBB2D3F009BAE,DPC,6/27/22,21:43:52,700,6/27/22,21:43:52,700,6,Unknown,x,
6/27/22,14:44:02,765,13,200328,25SQCMICSBBFDFF009D21,DPC,6/27/22,21:43:52,700,6/27/22,21:43:52,700,40,Departing,x,x
6/27/22,14:44:12,265,10,200330,25SQCMICSBBEB790096B6,DPC,6/27/22,21:44:02,200,6/27/22,21:44:02,200,20,Arriving,x,x
6/27/22,14:44:12,827,13,200328,25SQCMICSBBFDFF009D21,DPC,6/27/22,21:44:02,700,6/27/22,21:44:02,700,58,Arriving,x,x
6/27/22,14:44:12,827,13,200328,25SQCMICSBB2D3F009BAE,DPC,6/27/22,21:44:02,700,6/27/22,21:44:02,700,29,Departing,x,x
6/27/22,14:44:22,343,10,200330,25SQCMICSBB933600352E,DPC,6/27/22,21:44:12,200,6/27/22,21:44:12,200,37,Arriving,x,x
6/27/22,14:45:32,874,10,200330,25SQCMICSBB51A60095C6,DPC,6/27/22,21:45:22,700,6/27/22,21:45:22,700,4,Unknown,x,
6/27/22,14:45:42,968,10,200330,25SQCMICSBB51A60095C6,DPC,6/27/22,21:45:32,800,6/27/22,21:45:32,800,25,Departing,x,x
6/27/22,14:45:42,968,10,200330,25SQCMICSBBCD750096CD,DPC,6/27/22,21:45:32,800,6/27/22,21:45:32,800,39,Arriving,x,x
6/27/22,14:45:42,968,10,200330,25SQCMICSBB0CBD0095D4,DPC,6/27/22,21:45:32,800,6/27/22,21:45:32,800,15,Unknown,x,
6/27/22,14:45:53,62,10,200330,25SQCMICSBB0CBD0095D4,DPC,6/27/22,21:45:42,900,6/27/22,21:45:42,900,22,Departing,x,x
6/27/22,14:46:03,140,10,200330,25SQCMICSBB89D8009625,DPC,6/27/22,21:45:53,0,6/27/22,21:45:53,0,20,Departing,x,x
6/27/22,14:46:13,765,13,200328,25SQCMICSBB2D3F009BAE,DPC,6/27/22,21:46:03,700,6/27/22,21:46:03,700,10,Arriving,x,x
6/27/22,14:46:13,765,13,200328,25SQCMICSBBF3B0009BB9,DPC,6/27/22,21:46:03,700,6/27/22,21:46:03,700,33,Departing,x,x
6/27/22,14:47:03,593,10,200330,25SQCMICSBB515A00977D,DPC,6/27/22,21:46:53,500,6/27/22,21:46:53,500,23,Departing,x,x
6/27/22,14:47:03,593,10,200330,25SQCMICSBB093C00969B,DPC,6/27/22,21:46:53,500,6/27/22,21:46:53,500,31,Departing,x,x
6/27/22,14:47:04,171,13,200328,25SQCMICSBBC90E009746,DPC,6/27/22,21:46:54,0,6/27/22,21:46:54,0,65,Unknown,x,
6/27/22,14:47:13,671,10,200330,25SQCMICSBB17380096C1,DPC,6/27/22,21:47:03,500,6/27/22,21:47:03,500,49,Departing,x,x
6/27/22,14:47:13,671,10,200330,25SQCMICSBB093C00969B,DPC,6/27/22,21:47:03,500,6/27/22,21:47:03,500,26,Arriving,x,x
6/27/22,14:47:14,218,13,200328,25SQCMICSBBC90E009746,DPC,6/27/22,21:47:04,100,6/27/22,21:47:04,100,19,Unknown,x,
6/27/22,14:47:33,796,10,200330,25SQCMICSBB51A60095C6,DPC,6/27/22,21:47:23,700,6/27/22,21:47:23,700,32,Unknown,x,
6/27/22,14:47:43,874,10,200330,25SQCMICSBB51A60095C6,DPC,6/27/22,21:47:33,800,6/27/22,21:47:33,800,23,Arriving,x,x
6/27/22,14:47:53,968,10,200330,25SQCMICSBB69BF009745,DPC,6/27/22,21:47:43,800,6/27/22,21:47:43,800,40,Departing,x,x
6/27/22,14:47:54,546,13,200328,25SQCMICSBB22E0008F0C,DPC,6/27/22,21:47:44,400,6/27/22,21:47:44,400,19,Departing,x,x
6/27/22,14:48:24,202,10,200330,25SQCMICSBBEB790096B6,DPC,6/27/22,21:48:14,100,6/27/22,21:48:14,100,50,Departing,x,x
6/27/22,14:48:24,202,10,200330,25SQCMICSBB0CBD0095D4,DPC,6/27/22,21:48:14,100,6/27/22,21:48:14,100,10,Unknown,x,
6/27/22,14:48:34,265,10,200330,25SQCMICSBBEB790096B6,DPC,6/27/22,21:48:24,100,6/27/22,21:48:24,100,1,Unknown,x,
6/27/22,14:48:34,265,10,200330,25SQCMICSBB0CBD0095D4,DPC,6/27/22,21:48:24,100,6/27/22,21:48:24,100,9,Unknown,x,
6/27/22,14:48:44,343,10,200330,25SQCMICSBB0CBD0095D4,DPC,6/27/22,21:48:34,200,6/27/22,21:48:34,200,35,Arriving,x,x
6/27/22,14:48:54,437,10,200330,25SQCMICSBB89D8009625,DPC,6/27/22,21:48:44,300,6/27/22,21:48:44,300,15,Unknown,x,
6/27/22,14:49:04,515,10,200330,25SQCMICSBB89D8009625,DPC,6/27/22,21:48:54,400,6/27/22,21:48:54,400,28,Arriving,x,x
6/27/22,14:49:05,62,13,200328,25SQCMICSBB8867009788,DPC,6/27/22,21:48:55,0,6/27/22,21:48:55,0,109,Unknown,x,
6/27/22,14:49:14,593,10,200330,25SQCMICSBB515A00977D,DPC,6/27/22,21:49:04,500,6/27/22,21:49:04,500,20,Arriving,x,x
6/27/22,14:49:15,140,13,200328,25SQCMICSBB8867009788,DPC,6/27/22,21:49:05,0,6/27/22,21:49:05,0,214,Departing,x,x
6/27/22,14:49:25,249,13,200328,25SQCMICSBB8867009788,DPC,6/27/22,21:49:15,100,6/27/22,21:49:15,100,102,Unknown,x,
6/27/22,14:49:34,765,10,200330,25SQCMICSBBB4550096C6,DPC,6/27/22,21:49:24,600,6/27/22,21:49:24,600,35,Arriving,x,x
6/27/22,14:50:15,62,10,200330,25SQCMICSBBD7E60096C3,DPC,6/27/22,21:50:04,900,6/27/22,21:50:04,900,24,Departing,x,x
6/27/22,14:50:15,62,10,200330,25SQCMICSBBB3F30096AF,DPC,6/27/22,21:50:04,900,6/27/22,21:50:04,900,5,Unknown,x,
6/27/22,14:50:25,140,10,200330,25SQCMICSBBB3F30096AF,DPC,6/27/22,21:50:15,0,6/27/22,21:50:15,0,15,Departing,x,x
6/27/22,14:50:25,140,10,200330,25SQCMICSBB9415009734,DPC,6/27/22,21:50:15,0,6/27/22,21:50:15,0,10,Departing,x,x
6/27/22,14:50:25,718,13,200328,25SQCMICSBB3EFD009D27,DPC,6/27/22,21:50:15,600,6/27/22,21:50:15,600,10,Unknown,x,
6/27/22,14:50:35,780,13,200328,25SQCMICSBB3EFD009D27,DPC,6/27/22,21:50:25,700,6/27/22,21:50:25,700,78,Departing,x,x
6/27/22,14:50:45,280,10,200330,25SQCMICSBB6B88009727,DPC,6/27/22,21:50:35,200,6/27/22,21:50:35,200,23,Arriving,x,x
6/27/22,14:51:25,608,10,200330,25SQCMICSBB6A9B009677,DPC,6/27/22,21:51:15,500,6/27/22,21:51:15,500,29,Arriving,x,x
6/27/22,14:51:45,765,10,200330,25SQCMICSBBB02F0096AB,DPC,6/27/22,21:51:35,600,6/27/22,21:51:35,600,24,Departing,x,x
6/27/22,14:51:55,843,10,200330,25SQCMICSBB8D5B0096FA,DPC,6/27/22,21:51:45,700,6/27/22,21:51:45,700,15,Departing,x,x
6/27/22,14:51:56,390,13,200328,25SQCMICSBB3EFD009D27,DPC,6/27/22,21:51:46,300,6/27/22,21:51:46,300,3,Unknown,x,
6/27/22,14:52:05,921,10,200330,25SQCMICSBBB3F30096AF,DPC,6/27/22,21:51:55,800,6/27/22,21:51:55,800,17,Arriving,x,x
6/27/22,14:52:15,999,10,200330,25SQCMICSBB0A0D0096A6,DPC,6/27/22,21:52:05,900,6/27/22,21:52:05,900,30,Departing,x,x
6/27/22,14:52:15,999,10,200330,25SQCMICSBB9415009734,DPC,6/27/22,21:52:05,900,6/27/22,21:52:05,900,16,Unknown,x,
6/27/22,14:52:26,93,10,200330,25SQCMICSBB9415009734,DPC,6/27/22,21:52:16,0,6/27/22,21:52:16,0,35,Arriving,x,x
6/27/22,14:52:26,93,10,200330,25SQCMICSBB8F81009683,DPC,6/27/22,21:52:16,0,6/27/22,21:52:16,0,22,Arriving,x,x
6/27/22,14:52:56,312,10,200330,25SQCMICSBBA98D00969A,DPC,6/27/22,21:52:46,200,6/27/22,21:52:46,200,24,Arriving,x,x
6/27/22,14:53:06,390,10,200330,25SQCMICSBB561000968B,DPC,6/27/22,21:52:56,300,6/27/22,21:52:56,300,21,Departing,x,x
6/27/22,14:53:46,687,10,200330,25SQCMICSBB2CF800966D,DPC,6/27/22,21:53:36,600,6/27/22,21:53:36,600,24,Arriving,x,x
6/27/22,14:53:56,812,10,200330,25SQCMICSBB933600352E,DPC,6/27/22,21:53:46,600,6/27/22,21:53:46,600,33,Departing,x,x
6/27/22,14:54:16,952,10,200330,25SQCMICSBBD39D00974A,DPC,6/27/22,21:54:06,800,6/27/22,21:54:06,800,28,Departing,x,x
6/27/22,14:55:27,405,10,200330,25SQCMICSBB2223009D66,DPC,6/27/22,21:55:17,300,6/27/22,21:55:17,300,66,Arriving,x,x
6/27/22,14:55:37,468,10,200330,25SQCMICSBB2223009D66,DPC,6/27/22,21:55:27,400,6/27/22,21:55:27,400,7,Unknown,x,
6/27/22,14:55:38,15,13,200328,25SQCMICSBBA872009617,DPC,6/27/22,21:55:27,900,6/27/22,21:55:27,900,25,Arriving,x,x
6/27/22,14:56:18,280,13,200328,25SQCMICSBB48ED009641,DPC,6/27/22,21:56:08,200,6/27/22,21:56:08,200,2,Unknown,x,
6/27/22,14:56:37,890,10,200330,25SQCMICSBB302600962E,DPC,6/27/22,21:56:27,700,6/27/22,21:56:27,700,17,Departing,x,x
6/27/22,14:56:37,890,10,200330,25SQCMICSBB6A9B009677,DPC,6/27/22,21:56:27,700,6/27/22,21:56:27,700,30,Departing,x,x
6/27/22,14:56:47,983,10,200330,25SQCMICSBB6B88009727,DPC,6/27/22,21:56:37,800,6/27/22,21:56:37,800,15,Departing,x,x
6/27/22,14:56:47,983,10,200330,25SQCMICSBB13AF009695,DPC,6/27/22,21:56:37,800,6/27/22,21:56:37,800,1,Unknown,x,
6/27/22,14:56:58,62,10,200330,25SQCMICSBB13AF009695,DPC,6/27/22,21:56:47,900,6/27/22,21:56:47,900,20,Arriving,x,x
6/27/22,14:57:38,343,10,200330,25SQCMICSBB8F81009683,DPC,6/27/22,21:57:28,200,6/27/22,21:57:28,200,21,Departing,x,x
6/27/22,14:58:18,655,10,200330,25SQCMICSBB14E40096C5,DPC,6/27/22,21:58:08,500,6/27/22,21:58:08,500,1,Unknown,x,
6/27/22,14:58:28,749,10,200330,25SQCMICSBB14E40096C5,DPC,6/27/22,21:58:18,600,6/27/22,21:58:18,600,27,Arriving,x,x
6/27/22,14:58:48,921,10,200330,25SQCMICSBB302600962E,DPC,6/27/22,21:58:38,800,6/27/22,21:58:38,800,21,Arriving,x,x
6/27/22,14:58:59,15,10,200330,25SQCMICSBB302600962E,DPC,6/27/22,21:58:48,900,6/27/22,21:58:48,900,14,Arriving,x,x
6/27/22,14:59:09,77,10,200330,25SQCMICSBBCD750096CD,DPC,6/27/22,21:58:59,0,6/27/22,21:58:59,0,14,Departing,x,x
6/27/22,14:59:09,640,13,200328,25SQCMICSBB50080096E9,DPC,6/27/22,21:58:59,500,6/27/22,21:58:59,500,2,Unknown,x,
6/27/22,14:59:19,171,10,200330,25SQCMICSBBCD750096CD,DPC,6/27/22,21:59:09,0,6/27/22,21:59:09,0,6,Unknown,x,
6/27/22,14:59:19,749,13,200328,25SQCMICSBB50080096E9,DPC,6/27/22,21:59:09,600,6/27/22,21:59:09,600,23,Arriving,x,x
6/27/22,14:59:39,343,10,200330,25SQCMICSBB5292009790,DPC,6/27/22,21:59:29,200,6/27/22,21:59:29,200,7,Unknown,x,
6/27/22,14:59:39,921,13,200328,25SQCMICSBB8867009788,DPC,6/27/22,21:59:29,700,6/27/22,21:59:29,700,33,Arriving,x,x
6/27/22,14:59:49,421,10,200330,25SQCMICSBB5292009790,DPC,6/27/22,21:59:39,300,6/27/22,21:59:39,300,41,Arriving,x,x
6/27/22,14:59:59,515,10,200330,25SQCMICSBBB31E009696,DPC,6/27/22,21:59:49,400,6/27/22,21:59:49,400,9,Unknown,x,
6/27/22,15:00:09,593,10,200330,25SQCMICSBBB31E009696,DPC,6/27/22,21:59:59,500,6/27/22,21:59:59,500,19,Arriving,x,x
6/27/22,15:00:10,155,13,200328,25SQCMICSBBA872009617,DPC,6/27/22,22:00:00,0,6/27/22,22:00:00,0,21,Departing,x,x
6/27/22,15:00:19,687,10,200330,25SQCMICSBB13420096AE,DPC,6/27/22,22:00:09,500,6/27/22,22:00:09,500,27,Unknown,x,
6/27/22,15:00:29,765,10,200330,25SQCMICSBB2223009D66,DPC,6/27/22,22:00:19,600,6/27/22,22:00:19,600,18,Departing,x,x
6/27/22,15:00:59,968,10,200330,25SQCMICSBBA98D00969A,DPC,6/27/22,22:00:49,900,6/27/22,22:00:49,900,13,Arriving,x,x
6/27/22,15:01:20,140,10,200330,25SQCMICSBB093C00969B,DPC,6/27/22,22:01:10,0,6/27/22,22:01:10,0,26,Departing,x,x
6/27/22,15:01:20,140,10,200330,25SQCMICSBB61D1009D37,DPC,6/27/22,22:01:10,0,6/27/22,22:01:10,0,25,Arriving,x,x
6/27/22,15:02:00,468,10,200330,25SQCMICSBBD6F4009635,DPC,6/27/22,22:01:50,300,6/27/22,22:01:50,300,30,Departing,x,x
6/27/22,15:02:01,30,13,200328,25SQCMICSBB4E5800973A,DPC,6/27/22,22:01:50,900,6/27/22,22:01:50,900,1,Unknown,x,
6/27/22,15:02:10,562,10,200330,25SQCMICSBBD60C009703,DPC,6/27/22,22:02:00,400,6/27/22,22:02:00,400,36,Arriving,x,x
6/27/22,15:02:10,562,10,200330,25SQCMICSBB6B70009611,DPC,6/27/22,22:02:00,400,6/27/22,22:02:00,400,33,Arriving,x,x
6/27/22,15:02:11,140,13,200328,25SQCMICSBB4E5800973A,DPC,6/27/22,22:02:01,0,6/27/22,22:02:01,0,47,Departing,x,x
6/27/22,15:02:21,155,13,200328,25SQCMICSBB4E5800973A,DPC,6/27/22,22:02:11,100,6/27/22,22:02:11,100,173,Arriving,x,x
6/27/22,15:02:31,218,13,200328,25SQCMICSBB4E5800973A,DPC,6/27/22,22:02:21,100,6/27/22,22:02:21,100,95,Unknown,x,
6/27/22,15:02:40,749,10,200330,25SQCMICSBB8FD5009748,DPC,6/27/22,22:02:30,600,6/27/22,22:02:30,600,24,Departing,x,x
6/27/22,15:02:41,327,13,200328,25SQCMICSBB4E5800973A,DPC,6/27/22,22:02:31,200,6/27/22,22:02:31,200,42,Unknown,x,
6/27/22,15:02:41,327,13,200328,25SQCMICSBB002E008F28,DPC,6/27/22,22:02:31,200,6/27/22,22:02:31,200,40,Departing,x,x
6/27/22,15:02:51,358,13,200328,25SQCMICSBB4E5800973A,DPC,6/27/22,22:02:41,300,6/27/22,22:02:41,300,2,Unknown,x,
6/27/22,15:02:51,358,13,200328,25SQCMICSBBF985009D0E,DPC,6/27/22,22:02:41,300,6/27/22,22:02:41,300,22,Arriving,x,x
6/27/22,15:03:10,968,10,200330,25SQCMICSBB14E40096C5,DPC,6/27/22,22:03:00,800,6/27/22,22:03:00,800,29,Departing,x,x
6/27/22,15:03:10,968,10,200330,25SQCMICSBB0C80009C91,DPC,6/27/22,22:03:00,800,6/27/22,22:03:00,800,20,Arriving,x,x
6/27/22,15:03:21,624,13,200328,25SQCMICSBB09FC009CE3,DPC,6/27/22,22:03:11,500,6/27/22,22:03:11,500,117,Departing,x,x
6/27/22,15:03:31,671,13,200328,25SQCMICSBB09FC009CE3,DPC,6/27/22,22:03:21,600,6/27/22,22:03:21,600,7,Unknown,x,
6/27/22,15:03:51,843,13,200328,25SQCMICSBB48ED009641,DPC,6/27/22,22:03:41,700,6/27/22,22:03:41,700,9,Departing,x,x
6/27/22,15:04:01,343,10,200330,25SQCMICSBB313500977E,DPC,6/27/22,22:03:51,200,6/27/22,22:03:51,200,187,Departing,x,x
6/27/22,15:04:11,437,10,200330,25SQCMICSBB313500977E,DPC,6/27/22,22:04:01,300,6/27/22,22:04:01,300,62,Unknown,x,
6/27/22,15:04:11,437,10,200330,25SQCMICSBBCA86009689,DPC,6/27/22,22:04:01,300,6/27/22,22:04:01,300,25,Arriving,x,x
6/27/22,15:04:12,15,13,200328,25SQCMICSBB2DC7009CBC,DPC,6/27/22,22:04:01,900,6/27/22,22:04:01,900,26,Departing,x,x
6/27/22,15:04:21,515,10,200330,25SQCMICSBBCA86009689,DPC,6/27/22,22:04:11,400,6/27/22,22:04:11,400,5,Unknown,x,
6/27/22,15:04:31,608,10,200330,25SQCMICSBB0C4100970F,DPC,6/27/22,22:04:21,500,6/27/22,22:04:21,500,39,Departing,x,x
6/27/22,15:04:32,171,13,200328,25SQCMICSBB4E5800973A,DPC,6/27/22,22:04:22,0,6/27/22,22:04:22,0,1,Unknown,x,
6/27/22,15:04:51,765,10,200330,25SQCMICSBB8FD5009748,DPC,6/27/22,22:04:41,600,6/27/22,22:04:41,600,31,Unknown,x,
6/27/22,15:04:52,327,13,200328,25SQCMICSBB8867009788,DPC,6/27/22,22:04:42,200,6/27/22,22:04:42,200,2,Unknown,x,
6/27/22,15:05:01,843,10,200330,25SQCMICSBB8FD5009748,DPC,6/27/22,22:04:51,700,6/27/22,22:04:51,700,11,Unknown,x,
6/27/22,15:05:01,843,10,200330,25SQCMICSBB61D1009D37,DPC,6/27/22,22:04:51,700,6/27/22,22:04:51,700,18,Departing,x,x
6/27/22,15:05:01,843,10,200330,25SQCMICSBB313500977E,DPC,6/27/22,22:04:51,700,6/27/22,22:04:51,700,44,Arriving,x,x
6/27/22,15:05:32,624,13,200328,25SQCMICSBB002E008F28,DPC,6/27/22,22:05:22,500,6/27/22,22:05:22,500,19,Arriving,x,x
6/27/22,15:05:42,171,10,200330,25SQCMICSBB561000968B,DPC,6/27/22,22:05:32,0,6/27/22,22:05:32,0,7,Unknown,x,
6/27/22,15:05:52,249,10,200330,25SQCMICSBB561000968B,DPC,6/27/22,22:05:42,100,6/27/22,22:05:42,100,30,Arriving,x,x
6/27/22,15:05:52,812,13,200328,25SQCMICSBB50080096E9,DPC,6/27/22,22:05:42,700,6/27/22,22:05:42,700,10,Unknown,x,
6/27/22,15:06:02,312,10,200330,25SQCMICSBB68AC009615,DPC,6/27/22,22:05:52,200,6/27/22,22:05:52,200,16,Unknown,x,
6/27/22,15:06:02,858,13,200328,25SQCMICSBB50080096E9,DPC,6/27/22,22:05:52,800,6/27/22,22:05:52,800,1,Unknown,x,
