File Creation Time UTC,2022-08-03 04:10:07
SW Name,iID®DataCaptureSoftware
SW Version,v01.09
SW BuildDate,2020-04-07
SW StartTime,2022-07-22 03:48:23
Lib Version,v1.6.3
Company,Micro-Sensys GmbH
OS Version,v10.0.17763.865


Settings
,Scan mode,MPC
,,DataGetDelay_Seconds,10

Found Hardware
,Address,ReaderID,HW-Info,FW-Info,Num-Antennas
,0x01,25SQCMICSCB030EB4
,0x10,200330,D0.22,98.26.06,2
,0x13,200328,D0.22,98.26.06,2


Timestamp,HexAddress,ReaderID,UID,Collection,DataType,FirstTimeFound,LastTimeFound,NumFound,Direction,Ant1,Ant2
2022-08-02 22:16:03.831,13,200328,25SQCMICSBBE316009D02,,DPC,2022-08-03 05:15:53.700,2022-08-03 05:15:53.700,128,Unknown,,x
2022-08-02 22:16:13.956,13,200328,25SQCMICSBBE316009D02,,DPC,2022-08-03 05:16:03.800,2022-08-03 05:16:03.800,172,Arriving,x,x
2022-08-02 22:16:24.034,13,200328,25SQCMICSBBE316009D02,,DPC,2022-08-03 05:16:13.900,2022-08-03 05:16:13.900,204,Departing,x,x
2022-08-02 22:16:34.128,13,200328,25SQCMICSBBE316009D02,,DPC,2022-08-03 05:16:24.000,2022-08-03 05:16:24.000,184,Departing,x,x
2022-08-02 22:16:44.159,13,200328,25SQCMICSBBE316009D02,,DPC,2022-08-03 05:16:34.000,2022-08-03 05:16:34.000,200,Departing,x,x
2022-08-02 22:16:54.221,13,200328,25SQCMICSBBE316009D02,,DPC,2022-08-03 05:16:44.100,2022-08-03 05:16:44.100,194,Arriving,x,x
2022-08-02 22:17:04.315,13,200328,25SQCMICSBBE316009D02,,DPC,2022-08-03 05:16:54.200,2022-08-03 05:16:54.200,207,Departing,x,x
2022-08-02 22:17:14.409,13,200328,25SQCMICSBBE316009D02,,DPC,2022-08-03 05:17:04.300,2022-08-03 05:17:04.300,192,Departing,x,x
2022-08-02 22:17:24.503,13,200328,25SQCMICSBBE316009D02,,DPC,2022-08-03 05:17:14.400,2022-08-03 05:17:14.400,143,Arriving,x,x
2022-08-02 22:17:34.565,13,200328,25SQCMICSBBE316009D02,,DPC,2022-08-03 05:17:24.400,2022-08-03 05:17:24.400,109,Unknown,,x
2022-08-02 22:17:54.706,13,200328,25SQCMICSBBE316009D02,,DPC,2022-08-03 05:17:44.600,2022-08-03 05:17:44.600,18,Unknown,,x
2022-08-02 22:18:14.862,13,200328,25SQCMICSBBE316009D02,,DPC,2022-08-03 05:18:04.800,2022-08-03 05:18:04.800,12,Unknown,,x
2022-08-02 22:18:24.956,13,200328,25SQCMICSBBE316009D02,,DPC,2022-08-03 05:18:14.800,2022-08-03 05:18:14.800,180,Unknown,,x
2022-08-02 22:18:35.034,13,200328,25SQCMICSBBE316009D02,,DPC,2022-08-03 05:18:24.900,2022-08-03 05:18:24.900,180,Unknown,,x
2022-08-02 22:18:45.128,13,200328,25SQCMICSBBE316009D02,,DPC,2022-08-03 05:18:35.000,2022-08-03 05:18:35.000,156,Unknown,,x
2022-08-02 22:18:55.175,13,200328,25SQCMICSBBE316009D02,,DPC,2022-08-03 05:18:45.100,2022-08-03 05:18:45.100,173,Unknown,,x
2022-08-02 22:19:05.221,13,200328,25SQCMICSBBE316009D02,,DPC,2022-08-03 05:18:55.100,2022-08-03 05:18:55.100,181,Unknown,,x
2022-08-02 22:19:15.315,13,200328,25SQCMICSBBE316009D02,,DPC,2022-08-03 05:19:05.200,2022-08-03 05:19:05.200,185,Unknown,,x
2022-08-02 22:19:25.362,13,200328,25SQCMICSBBE316009D02,,DPC,2022-08-03 05:19:15.300,2022-08-03 05:19:15.300,161,Unknown,,x
2022-08-02 22:19:35.440,13,200328,25SQCMICSBBE316009D02,,DPC,2022-08-03 05:19:25.300,2022-08-03 05:19:25.300,162,Unknown,,x
2022-08-02 22:19:45.534,13,200328,25SQCMICSBBE316009D02,,DPC,2022-08-03 05:19:35.400,2022-08-03 05:19:35.400,184,Unknown,,x
2022-08-02 22:19:55.581,13,200328,25SQCMICSBBE316009D02,,DPC,2022-08-03 05:19:45.500,2022-08-03 05:19:45.500,190,Unknown,,x
2022-08-02 22:20:05.659,13,200328,25SQCMICSBBE316009D02,,DPC,2022-08-03 05:19:55.500,2022-08-03 05:19:55.500,96,Unknown,,x
2022-08-02 22:20:15.753,13,200328,25SQCMICSBBE316009D02,,DPC,2022-08-03 05:20:05.600,2022-08-03 05:20:05.600,172,Unknown,,x
2022-08-02 22:20:25.784,13,200328,25SQCMICSBBE316009D02,,DPC,2022-08-03 05:20:15.700,2022-08-03 05:20:15.700,168,Unknown,,x
2022-08-02 22:20:35.862,13,200328,25SQCMICSBBE316009D02,,DPC,2022-08-03 05:20:25.800,2022-08-03 05:20:25.800,185,Unknown,,x
2022-08-02 22:20:45.940,13,200328,25SQCMICSBBE316009D02,,DPC,2022-08-03 05:20:35.800,2022-08-03 05:20:35.800,176,Unknown,,x
2022-08-02 22:20:56.018,13,200328,25SQCMICSBBE316009D02,,DPC,2022-08-03 05:20:45.900,2022-08-03 05:20:45.900,194,Unknown,,x
2022-08-02 22:21:06.050,13,200328,25SQCMICSBBE316009D02,,DPC,2022-08-03 05:20:56.000,2022-08-03 05:20:56.000,196,Unknown,,x
