File Creation Time UTC;2022-06-23 06:52:33
SW Name;iID®DataCaptureSoftware
SW Version;v01.09
SW BuildDate;2020-04-07
SW StartTime;2022-06-07 22:31:14
Lib Version;v1.6.3
Company;Micro-Sensys GmbH
OS Version;v10.0.17763.865


Settings
;Scan mode;MPC
;;DataGetDelay_Seconds;10

Found Hardware
;Address;ReaderID;HW-Info;FW-Info;Num-Antennas
;0x01;25SQCMICSCB030EB4
;0x10;200330;D0.22;98.26.06;2
;0x13;200328;D0.22;98.26.06;2


Timestamp;HexAddress;ReaderID;UID;Collection;DataType;FirstTimeFound;LastTimeFound;NumFound;Direction;Ant1;Ant2
2022-06-22 23:55:18,983;13;200328;25SQCMICSBB7CE4009D10;;DPC;2022-06-23 06:55:08,900;2022-06-23 06:55:08,900;162;Unknown;;x
2022-06-22 23:55:29,030;13;200328;25SQCMICSBB7CE4009D10;;DPC;2022-06-23 06:55:18,900;2022-06-23 06:55:18,900;211;Arriving;x;x
2022-06-22 23:55:39,124;13;200328;25SQCMICSBB7CE4009D10;;DPC;2022-06-23 06:55:29,000;2022-06-23 06:55:29,000;202;Departing;x;x
2022-06-22 23:55:49,218;13;200328;25SQCMICSBB7CE4009D10;;DPC;2022-06-23 06:55:39,100;2022-06-23 06:55:39,100;40;Arriving;x;x
2022-06-23 00:01:41,608;13;200328;25SQCMICSBB2B72009BE3;;DPC;2022-06-23 07:01:31,500;2022-06-23 07:01:31,500;113;Departing;x;x
2022-06-23 00:01:51,671;13;200328;25SQCMICSBB2B72009BE3;;DPC;2022-06-23 07:01:41,600;2022-06-23 07:01:41,600;3;Unknown;x;
2022-06-23 00:19:49,312;13;200328;25SQCMICSBBC81D009616;;DPC;2022-06-23 07:19:39,200;2022-06-23 07:19:39,200;53;Unknown;;x
2022-06-23 00:19:59,405;13;200328;25SQCMICSBBC81D009616;;DPC;2022-06-23 07:19:49,300;2022-06-23 07:19:49,300;189;Departing;x;x
2022-06-23 00:20:09,468;13;200328;25SQCMICSBBC81D009616;;DPC;2022-06-23 07:19:59,300;2022-06-23 07:19:59,300;46;Departing;x;x
2022-06-23 00:20:49,733;13;200328;25SQCMICSBBC81D009616;;DPC;2022-06-23 07:20:39,600;2022-06-23 07:20:39,600;2;Unknown;x;
2022-06-23 00:21:09,890;13;200328;25SQCMICSBBC81D009616;;DPC;2022-06-23 07:20:59,800;2022-06-23 07:20:59,800;47;Unknown;x;
2022-06-23 00:35:15,796;13;200328;25SQCMICSBBC81D009616;;DPC;2022-06-23 07:35:05,700;2022-06-23 07:35:05,700;11;Unknown;x;
2022-06-23 00:35:25,858;13;200328;25SQCMICSBBC81D009616;;DPC;2022-06-23 07:35:15,800;2022-06-23 07:35:15,800;111;Unknown;x;
2022-06-23 00:35:35,937;13;200328;25SQCMICSBBC81D009616;;DPC;2022-06-23 07:35:25,800;2022-06-23 07:35:25,800;95;Unknown;x;
2022-06-23 00:35:45,983;13;200328;25SQCMICSBBC81D009616;;DPC;2022-06-23 07:35:35,900;2022-06-23 07:35:35,900;76;Unknown;x;
2022-06-23 00:35:56,030;13;200328;25SQCMICSBBC81D009616;;DPC;2022-06-23 07:35:45,900;2022-06-23 07:35:45,900;23;Unknown;x;
2022-06-23 00:36:06,108;13;200328;25SQCMICSBBC81D009616;;DPC;2022-06-23 07:35:56,000;2022-06-23 07:35:56,000;12;Unknown;x;
2022-06-23 00:36:16,155;13;200328;25SQCMICSBBC81D009616;;DPC;2022-06-23 07:36:06,000;2022-06-23 07:36:06,000;13;Unknown;x;
2022-06-23 00:36:26,218;13;200328;25SQCMICSBBC81D009616;;DPC;2022-06-23 07:36:16,100;2022-06-23 07:36:16,100;14;Unknown;x;
2022-06-23 00:36:36,265;13;200328;25SQCMICSBBC81D009616;;DPC;2022-06-23 07:36:26,200;2022-06-23 07:36:26,200;99;Arriving;x;x
2022-06-23 00:36:46,327;13;200328;25SQCMICSBBC81D009616;;DPC;2022-06-23 07:36:36,200;2022-06-23 07:36:36,200;82;Arriving;x;x
2022-06-23 01:44:34,530;13;200328;25SQCMICSBB7CE4009D10;;DPC;2022-06-23 08:44:24,400;2022-06-23 08:44:24,400;14;Unknown;;x
2022-06-23 01:44:54,687;13;200328;25SQCMICSBB7CE4009D10;;DPC;2022-06-23 08:44:44,600;2022-06-23 08:44:44,600;22;Unknown;;x
2022-06-23 01:45:04,780;13;200328;25SQCMICSBB7CE4009D10;;DPC;2022-06-23 08:44:54,600;2022-06-23 08:44:54,600;90;Unknown;;x
2022-06-23 01:45:14,858;13;200328;25SQCMICSBB7CE4009D10;;DPC;2022-06-23 08:45:04,700;2022-06-23 08:45:04,700;98;Unknown;;x
2022-06-23 01:45:24,890;13;200328;25SQCMICSBB7CE4009D10;;DPC;2022-06-23 08:45:14,800;2022-06-23 08:45:14,800;94;Unknown;;x
2022-06-23 01:45:34,968;13;200328;25SQCMICSBB7CE4009D10;;DPC;2022-06-23 08:45:24,900;2022-06-23 08:45:24,900;171;Departing;x;x
2022-06-23 01:45:45,030;13;200328;25SQCMICSBB7CE4009D10;;DPC;2022-06-23 08:45:34,900;2022-06-23 08:45:34,900;83;Unknown;x;
2022-06-23 01:48:46,343;13;200328;25SQCMICSBB7CE4009D10;;DPC;2022-06-23 08:48:36,200;2022-06-23 08:48:36,200;2;Unknown;x;
2022-06-23 01:49:16,515;13;200328;25SQCMICSBB7CE4009D10;;DPC;2022-06-23 08:49:06,400;2022-06-23 08:49:06,400;14;Unknown;x;
2022-06-23 01:49:26,577;13;200328;25SQCMICSBB7CE4009D10;;DPC;2022-06-23 08:49:16,500;2022-06-23 08:49:16,500;186;Departing;x;x
2022-06-23 01:49:36,671;13;200328;25SQCMICSBB7CE4009D10;;DPC;2022-06-23 08:49:26,500;2022-06-23 08:49:26,500;212;Departing;x;x
2022-06-23 01:49:46,780;13;200328;25SQCMICSBB7CE4009D10;;DPC;2022-06-23 08:49:36,600;2022-06-23 08:49:36,600;145;Unknown;x;
2022-06-23 01:59:40,546;10;200330;25SQCMICSBB0BE7009726;;DPC;2022-06-23 08:59:30,400;2022-06-23 08:59:30,400;83;Arriving;x;x
2022-06-23 01:59:50,624;10;200330;25SQCMICSBB0BE7009726;;DPC;2022-06-23 08:59:40,500;2022-06-23 08:59:40,500;13;Unknown;;x
2022-06-23 02:40:48,280;13;200328;25SQCMICSBB33FE0095E5;;DPC;2022-06-23 09:40:38,200;2022-06-23 09:40:38,200;8;Unknown;;x
2022-06-23 02:40:58,390;13;200328;25SQCMICSBB33FE0095E5;;DPC;2022-06-23 09:40:48,200;2022-06-23 09:40:48,200;9;Unknown;;x
2022-06-23 02:41:08,468;13;200328;25SQCMICSBB33FE0095E5;;DPC;2022-06-23 09:40:58,300;2022-06-23 09:40:58,300;190;Arriving;x;x
2022-06-23 02:41:18,546;13;200328;25SQCMICSBB33FE0095E5;;DPC;2022-06-23 09:41:08,400;2022-06-23 09:41:08,400;146;Departing;x;x
2022-06-23 02:41:48,765;13;200328;25SQCMICSBB33FE0095E5;;DPC;2022-06-23 09:41:38,600;2022-06-23 09:41:38,600;73;Departing;x;x
2022-06-23 02:41:58,843;13;200328;25SQCMICSBB33FE0095E5;;DPC;2022-06-23 09:41:48,700;2022-06-23 09:41:48,700;160;Arriving;x;x
