File Creation Time UTC;2022-06-19 06:52:15
SW Name;iID®DataCaptureSoftware
SW Version;v01.09
SW BuildDate;2020-04-07
SW StartTime;2022-06-07 22:31:14
Lib Version;v1.6.3
Company;Micro-Sensys GmbH
OS Version;v10.0.17763.865


Settings
;Scan mode;MPC
;;DataGetDelay_Seconds;10

Found Hardware
;Address;ReaderID;HW-Info;FW-Info;Num-Antennas
;0x01;25SQCMICSCB030EB4
;0x10;200330;D0.22;98.26.06;2
;0x13;200328;D0.22;98.26.06;2


Timestamp;HexAddress;ReaderID;UID;Collection;DataType;FirstTimeFound;LastTimeFound;NumFound;Direction;Ant1;Ant2
2022-06-18 23:52:09,937;13;200328;25SQCMICSBBF308009BCD;;DPC;2022-06-19 06:51:59,800;2022-06-19 06:51:59,800;27;Unknown;;x
2022-06-18 23:52:20,015;13;200328;25SQCMICSBBF308009BCD;;DPC;2022-06-19 06:52:09,900;2022-06-19 06:52:09,900;99;Unknown;;x
2022-06-18 23:52:30,062;13;200328;25SQCMICSBBF308009BCD;;DPC;2022-06-19 06:52:20,000;2022-06-19 06:52:20,000;43;Unknown;;x
2022-06-18 23:52:40,124;13;200328;25SQCMICSBBF308009BCD;;DPC;2022-06-19 06:52:30,000;2022-06-19 06:52:30,000;87;Unknown;;x
2022-06-18 23:52:50,202;13;200328;25SQCMICSBBF308009BCD;;DPC;2022-06-19 06:52:40,100;2022-06-19 06:52:40,100;107;Unknown;;x
2022-06-18 23:53:00,312;13;200328;25SQCMICSBBF308009BCD;;DPC;2022-06-19 06:52:50,200;2022-06-19 06:52:50,200;97;Unknown;;x
2022-06-18 23:53:10,374;13;200328;25SQCMICSBBF308009BCD;;DPC;2022-06-19 06:53:00,300;2022-06-19 06:53:00,300;160;Arriving;x;x
2022-06-18 23:53:20,437;13;200328;25SQCMICSBBF308009BCD;;DPC;2022-06-19 06:53:10,300;2022-06-19 06:53:10,300;130;Departing;x;x
2022-06-18 23:53:30,515;13;200328;25SQCMICSBBF308009BCD;;DPC;2022-06-19 06:53:20,400;2022-06-19 06:53:20,400;197;Departing;x;x
2022-06-18 23:53:40,608;13;200328;25SQCMICSBBF308009BCD;;DPC;2022-06-19 06:53:30,500;2022-06-19 06:53:30,500;205;Unknown;x;
2022-06-18 23:53:50,640;13;200328;25SQCMICSBBF308009BCD;;DPC;2022-06-19 06:53:40,500;2022-06-19 06:53:40,500;217;Unknown;x;
2022-06-18 23:54:00,687;13;200328;25SQCMICSBBF308009BCD;;DPC;2022-06-19 06:53:50,600;2022-06-19 06:53:50,600;211;Unknown;x;
2022-06-18 23:54:10,780;13;200328;25SQCMICSBBF308009BCD;;DPC;2022-06-19 06:54:00,700;2022-06-19 06:54:00,700;220;Unknown;x;
2022-06-18 23:54:20,843;13;200328;25SQCMICSBBF308009BCD;;DPC;2022-06-19 06:54:10,700;2022-06-19 06:54:10,700;214;Unknown;x;
2022-06-18 23:54:30,921;13;200328;25SQCMICSBBF308009BCD;;DPC;2022-06-19 06:54:20,800;2022-06-19 06:54:20,800;181;Unknown;x;
2022-06-18 23:54:40,983;13;200328;25SQCMICSBBF308009BCD;;DPC;2022-06-19 06:54:30,900;2022-06-19 06:54:30,900;214;Arriving;x;x
2022-06-18 23:54:51,077;13;200328;25SQCMICSBBF308009BCD;;DPC;2022-06-19 06:54:40,900;2022-06-19 06:54:40,900;58;Arriving;x;x
2022-06-19 00:32:36,843;13;200328;25SQCMICSBB50080096E9;;DPC;2022-06-19 07:32:26,700;2022-06-19 07:32:26,700;23;Unknown;;x
2022-06-19 00:32:46,921;13;200328;25SQCMICSBB50080096E9;;DPC;2022-06-19 07:32:36,800;2022-06-19 07:32:36,800;49;Unknown;;x
2022-06-19 00:32:56,999;13;200328;25SQCMICSBB50080096E9;;DPC;2022-06-19 07:32:46,900;2022-06-19 07:32:46,900;36;Unknown;;x
2022-06-19 00:34:57,843;13;200328;25SQCMICSBB62CE008F5F;;DPC;2022-06-19 07:34:47,700;2022-06-19 07:34:47,700;1;Unknown;;x
2022-06-19 00:35:07,905;13;200328;25SQCMICSBB62CE008F5F;;DPC;2022-06-19 07:34:57,800;2022-06-19 07:34:57,800;22;Unknown;;x
