File Creation Time UTC;2022-07-18 18:14:06
SW Name;iID®DataCaptureSoftware
SW Version;v01.09
SW BuildDate;2020-04-07
SW StartTime;2022-07-18 05:06:22
Lib Version;v1.6.3
Company;Micro-Sensys GmbH
OS Version;v10.0.17763.865


Settings
;Scan mode;MPC
;;DataGetDelay_Seconds;10

Found Hardware
;Address;ReaderID;HW-Info;FW-Info;Num-Antennas
;0x01;25SQCMICSCB30F42
;0x10;200474;D0.22;98.26.0D;2
;0x11;200475;D0.22;98.26.0D;2


Timestamp;HexAddress;ReaderID;UID;Collection;DataType;FirstTimeFound;LastTimeFound;NumFound;Direction;Ant1;Ant2
2022-07-18 11:14:01,212;10;200474;25SQCMICSBB462F00B070;;DPC;2022-07-18 18:13:51,100;2022-07-18 18:13:51,100;8;Arriving;x;x
2022-07-18 11:14:01,212;10;200474;25SQCMICSBBC50300B023;;DPC;2022-07-18 18:13:51,100;2022-07-18 18:13:51,100;12;Unknown;x;
2022-07-18 11:14:11,306;10;200474;25SQCMICSBB15AD00AA9C;;DPC;2022-07-18 18:14:01,100;2022-07-18 18:14:01,100;82;Departing;x;x
2022-07-18 11:14:21,399;10;200474;25SQCMICSBB15AD00AA9C;;DPC;2022-07-18 18:14:11,200;2022-07-18 18:14:11,200;4;Unknown;x;
2022-07-18 11:14:41,603;10;200474;25SQCMICSBB15AD00AA9C;;DPC;2022-07-18 18:14:31,400;2022-07-18 18:14:31,400;4;Unknown;x;
2022-07-18 11:14:41,603;10;200474;25SQCMICSBB0ABB00AA36;;DPC;2022-07-18 18:14:31,400;2022-07-18 18:14:31,400;3;Unknown;x;
2022-07-18 11:14:51,712;10;200474;25SQCMICSBB0ABB00AA36;;DPC;2022-07-18 18:14:41,500;2022-07-18 18:14:41,500;5;Arriving;x;x
2022-07-18 11:14:51,712;10;200474;25SQCMICSBB15AD00AA9C;;DPC;2022-07-18 18:14:41,500;2022-07-18 18:14:41,500;3;Unknown;x;
2022-07-18 11:15:42,103;10;200474;25SQCMICSBB15AD00AA9C;;DPC;2022-07-18 18:15:32,000;2022-07-18 18:15:32,000;21;Unknown;x;
2022-07-18 11:15:52,196;10;200474;25SQCMICSBB15AD00AA9C;;DPC;2022-07-18 18:15:42,100;2022-07-18 18:15:42,100;6;Unknown;x;
2022-07-18 11:15:52,196;10;200474;25SQCMICSBB4C6000AA38;;DPC;2022-07-18 18:15:42,100;2022-07-18 18:15:42,100;5;Arriving;x;x
2022-07-18 11:16:02,290;10;200474;25SQCMICSBB15AD00AA9C;;DPC;2022-07-18 18:15:52,100;2022-07-18 18:15:52,100;6;Unknown;x;
2022-07-18 11:16:02,290;10;200474;25SQCMICSBBC4E900B1A3;;DPC;2022-07-18 18:15:52,100;2022-07-18 18:15:52,100;1;Unknown;x;
2022-07-18 11:16:12,384;10;200474;25SQCMICSBB732300AA29;;DPC;2022-07-18 18:16:02,200;2022-07-18 18:16:02,200;12;Departing;x;x
2022-07-18 11:16:22,478;10;200474;25SQCMICSBB15AD00AA9C;;DPC;2022-07-18 18:16:12,300;2022-07-18 18:16:12,300;24;Departing;x;x
2022-07-18 11:16:42,634;10;200474;25SQCMICSBB15AD00AA9C;;DPC;2022-07-18 18:16:32,500;2022-07-18 18:16:32,500;3;Unknown;x;
2022-07-18 11:16:52,712;10;200474;25SQCMICSBB15AD00AA9C;;DPC;2022-07-18 18:16:42,600;2022-07-18 18:16:42,600;24;Unknown;x;
2022-07-18 11:17:02,790;10;200474;25SQCMICSBB15AD00AA9C;;DPC;2022-07-18 18:16:52,700;2022-07-18 18:16:52,700;14;Unknown;x;
2022-07-18 11:17:12,884;10;200474;25SQCMICSBB2AEE00AA8B;;DPC;2022-07-18 18:17:02,700;2022-07-18 18:17:02,700;15;Departing;x;x
2022-07-18 11:17:33,056;10;200474;25SQCMICSBB15B900AA73;;DPC;2022-07-18 18:17:22,900;2022-07-18 18:17:22,900;8;Arriving;x;x
2022-07-18 11:17:33,056;10;200474;25SQCMICSBB15AD00AA9C;;DPC;2022-07-18 18:17:22,900;2022-07-18 18:17:22,900;54;Arriving;x;x
2022-07-18 11:17:43,134;10;200474;25SQCMICSBB15AD00AA9C;;DPC;2022-07-18 18:17:33,000;2022-07-18 18:17:33,000;56;Departing;x;x
2022-07-18 11:17:43,134;10;200474;25SQCMICSBB4D3300AA4C;;DPC;2022-07-18 18:17:33,000;2022-07-18 18:17:33,000;10;Departing;x;x
2022-07-18 11:17:53,212;10;200474;25SQCMICSBB15AD00AA9C;;DPC;2022-07-18 18:17:43,100;2022-07-18 18:17:43,100;5;Unknown;x;
2022-07-18 11:17:53,212;10;200474;25SQCMICSBBBB0700AFEC;;DPC;2022-07-18 18:17:43,100;2022-07-18 18:17:43,100;4;Departing;x;x
2022-07-18 11:18:13,399;10;200474;25SQCMICSBB15AD00AA9C;;DPC;2022-07-18 18:18:03,200;2022-07-18 18:18:03,200;58;Departing;x;x
2022-07-18 11:18:23,478;10;200474;25SQCMICSBB15AD00AA9C;;DPC;2022-07-18 18:18:13,300;2022-07-18 18:18:13,300;15;Unknown;x;
2022-07-18 11:18:33,556;10;200474;25SQCMICSBB15AD00AA9C;;DPC;2022-07-18 18:18:23,400;2022-07-18 18:18:23,400;22;Departing;x;x
2022-07-18 11:18:33,556;10;200474;25SQCMICSBB8BA000AA07;;DPC;2022-07-18 18:18:23,400;2022-07-18 18:18:23,400;23;Departing;x;x
2022-07-18 11:19:03,774;10;200474;25SQCMICSBBFEB800AFD4;;DPC;2022-07-18 18:18:53,600;2022-07-18 18:18:53,600;11;Departing;x;x
2022-07-18 11:19:13,853;10;200474;25SQCMICSBB071200B175;;DPC;2022-07-18 18:19:03,700;2022-07-18 18:19:03,700;2;Unknown;;x
2022-07-18 11:19:23,931;10;200474;25SQCMICSBB071200B175;;DPC;2022-07-18 18:19:13,800;2022-07-18 18:19:13,800;4;Unknown;;x
2022-07-18 11:19:23,931;10;200474;25SQCMICSBB7ECA00B04A;;DPC;2022-07-18 18:19:13,800;2022-07-18 18:19:13,800;4;Arriving;x;x
2022-07-18 11:19:34,024;10;200474;25SQCMICSBB259D00B1B3;;DPC;2022-07-18 18:19:23,900;2022-07-18 18:19:23,900;13;Unknown;x;
2022-07-18 11:20:24,415;10;200474;25SQCMICSBBC4E900B1A3;;DPC;2022-07-18 18:20:14,300;2022-07-18 18:20:14,300;1;Unknown;x;
2022-07-18 11:20:24,415;10;200474;25SQCMICSBB4C6000AA38;;DPC;2022-07-18 18:20:14,300;2022-07-18 18:20:14,300;5;Unknown;;x
2022-07-18 11:21:24,837;10;200474;25SQCMICSBB732300AA29;;DPC;2022-07-18 18:21:14,700;2022-07-18 18:21:14,700;7;Arriving;x;x
2022-07-18 11:21:34,899;10;200474;25SQCMICSBBC4E900B1A3;;DPC;2022-07-18 18:21:24,800;2022-07-18 18:21:24,800;1;Unknown;x;
2022-07-18 11:21:44,993;10;200474;25SQCMICSBB9FBE00B07A;;DPC;2022-07-18 18:21:34,900;2022-07-18 18:21:34,900;8;Arriving;x;x
2022-07-18 11:22:25,274;10;200474;25SQCMICSBB07BE00B188;;DPC;2022-07-18 18:22:15,200;2022-07-18 18:22:15,200;10;Arriving;x;x
2022-07-18 11:22:55,509;10;200474;25SQCMICSBBC4E900B1A3;;DPC;2022-07-18 18:22:45,400;2022-07-18 18:22:45,400;1;Unknown;x;
