2022-07-20,15:15:31,25SQCMICSBB6FF200970C,Departing
2022-07-20,15:15:31,25SQCMICSBB293200AA8F,Arriving
2022-07-20,15:15:42,25SQCMICSBBFA4000B032,Arriving
2022-07-20,15:16:12,25SQCMICSBB30D100AA78,Arriving
2022-07-20,15:16:22,25SQCMICSBBBDC900B1AA,Departing
2022-07-20,15:16:22,25SQCMICSBB86F100B072,Arriving
2022-07-20,15:17:22,25SQCMICSBB63EB00B086,Unknown
2022-07-20,15:18:12,25SQCMICSBB39C000AFFF,Arriving
2022-07-20,15:18:32,25SQCMICSBBD0F600AA3C,Departing
2022-07-20,15:18:53,25SQCMICSBB603700B082,Arriving
2022-07-20,15:19:03,25SQCMICSBBF28000AA0E,Departing
2022-07-20,15:19:03,25SQCMICSBBBDC900B1AA,Arriving
2022-07-20,15:19:13,25SQCMICSBBF28000AA0E,Unknown
2022-07-20,15:19:13,25SQCMICSBBBDC900B1AA,Unknown
2022-07-20,15:19:23,25SQCMICSBB302600962E,Unknown
2022-07-20,15:19:43,25SQCMICSBB302600962E,Arriving
2022-07-20,15:19:43,25SQCMICSBB6AD400AA37,Departing
2022-07-20,15:19:43,25SQCMICSBB4A230096D3,Departing
2022-07-20,15:19:53,25SQCMICSBB302600962E,Unknown
2022-07-20,15:19:53,25SQCMICSBB564B00AA22,Departing
2022-07-20,15:19:53,25SQCMICSBB6AD400AA37,Arriving
2022-07-20,15:20:34,25SQCMICSBB259C00B075,Departing
2022-07-20,15:21:04,25SQCMICSBB293200AA8F,Departing
2022-07-20,15:21:24,25SQCMICSBBFCB500B069,Departing
2022-07-20,15:21:54,25SQCMICSBB6AD400AA37,Unknown
2022-07-20,15:22:04,25SQCMICSBB6AD400AA37,Arriving
2022-07-20,15:22:14,25SQCMICSBB6AD400AA37,Unknown
2022-07-20,15:23:04,25SQCMICSBBB770009652,Arriving
2022-07-20,15:23:05,25SQCMICSBB7D1600B04E,Departing
2022-07-20,15:23:14,25SQCMICSBBB770009652,Unknown
2022-07-20,15:23:24,25SQCMICSBB35F800AA27,Arriving
2022-07-20,15:23:35,25SQCMICSBB35F800AA27,Departing
2022-07-20,15:24:05,25SQCMICSBB98E000B167,Arriving
2022-07-20,15:24:45,25SQCMICSBB2CB700AA2D,Departing
2022-07-20,15:24:46,25SQCMICSBB6FF200970C,Departing
2022-07-20,15:24:55,25SQCMICSBB760A00AA76,Arriving
2022-07-20,15:24:56,25SQCMICSBB6FF200970C,Arriving
2022-07-20,15:25:06,25SQCMICSBBC4E800B045,Arriving
2022-07-20,15:25:15,25SQCMICSBB302600962E,Arriving
2022-07-20,15:25:16,25SQCMICSBB7AB000B065,Departing
2022-07-20,15:25:25,25SQCMICSBBE95400AA99,Departing
2022-07-20,15:25:46,25SQCMICSBBE95400AA99,Arriving
2022-07-20,15:26:06,25SQCMICSBB63EB00B086,Departing
2022-07-20,15:26:06,25SQCMICSBB7DAE00B058,Arriving
2022-07-20,15:26:47,25SQCMICSBB5F6100B1BE,Arriving
2022-07-20,15:27:26,25SQCMICSBBEA2400AA60,Unknown
2022-07-20,15:27:36,25SQCMICSBBEA2400AA60,Departing
2022-07-20,15:27:37,25SQCMICSBBC73400B041,Arriving
2022-07-20,15:27:57,25SQCMICSBB259C00B075,Arriving
2022-07-20,15:28:07,25SQCMICSBB259C00B075,Unknown
2022-07-20,15:28:17,25SQCMICSBB527E00964F,Arriving
2022-07-20,15:28:57,25SQCMICSBBCF0D00AAAF,Unknown
2022-07-20,15:29:07,25SQCMICSBBCF0D00AAAF,Departing
2022-07-20,15:29:18,25SQCMICSBB7AB000B065,Arriving
2022-07-20,15:29:28,25SQCMICSBB7AB000B065,Unknown
2022-07-20,15:29:37,25SQCMICSBB39C000AFFF,Departing
2022-07-20,15:29:38,25SQCMICSBBB6C000AA9D,Departing
2022-07-20,15:29:58,25SQCMICSBB002E008F28,Unknown
2022-07-20,15:30:08,25SQCMICSBB760A00AA76,Departing
2022-07-20,15:30:48,25SQCMICSBB145200AA15,Arriving
2022-07-20,15:30:58,25SQCMICSBB145200AA15,Unknown
2022-07-20,15:31:19,25SQCMICSBB7AB000B065,Departing
2022-07-20,15:31:28,25SQCMICSBBCF0D00AAAF,Unknown
2022-07-20,15:31:38,25SQCMICSBBCF0D00AAAF,Arriving
2022-07-20,15:31:39,25SQCMICSBB7AB000B065,Unknown
2022-07-20,15:31:39,25SQCMICSBBFA4000B032,Departing
2022-07-20,15:31:49,25SQCMICSBBA7B700B19F,Departing
2022-07-20,15:31:49,25SQCMICSBBE54200B077,Unknown
2022-07-20,15:31:59,25SQCMICSBBE54200B077,Arriving
2022-07-20,15:32:39,25SQCMICSBBB50800AA70,Unknown
2022-07-20,15:32:49,25SQCMICSBBB50800AA70,Arriving
2022-07-20,15:32:49,25SQCMICSBBC4E800B045,Departing
2022-07-20,15:33:39,25SQCMICSBB6CD600963A,Arriving
2022-07-20,15:34:00,25SQCMICSBBE54300B1B1,Unknown
2022-07-20,15:34:10,25SQCMICSBBE54300B1B1,Unknown
2022-07-20,15:34:10,25SQCMICSBB30D100AA78,Departing
2022-07-20,15:34:40,25SQCMICSBB86F100B072,Departing
2022-07-20,15:34:50,25SQCMICSBBF89B00B18F,Departing
2022-07-20,15:35:00,25SQCMICSBBB770009652,Departing
2022-07-20,15:35:00,25SQCMICSBBE54200B077,Departing
2022-07-20,15:35:40,25SQCMICSBBCFF400AA7F,Unknown
2022-07-20,15:35:50,25SQCMICSBBCFF400AA7F,Arriving
2022-07-20,15:35:50,25SQCMICSBBEA2400AA60,Arriving
2022-07-20,15:36:00,25SQCMICSBBEA2400AA60,Arriving
2022-07-20,15:36:00,25SQCMICSBB8FD5009748,Arriving
2022-07-20,15:36:10,25SQCMICSBB8FD5009748,Unknown
2022-07-20,15:36:11,25SQCMICSBB7AB100B1C3,Departing
2022-07-20,15:36:11,25SQCMICSBBE0D300B03E,Unknown
2022-07-20,15:36:21,25SQCMICSBB7AB100B1C3,Arriving
2022-07-20,15:36:21,25SQCMICSBBE0D300B03E,Arriving
2022-07-20,15:36:21,25SQCMICSBB5F6100B1BE,Arriving
2022-07-20,15:36:31,25SQCMICSBB5F6100B1BE,Departing
2022-07-20,15:36:41,25SQCMICSBB5F6100B1BE,Unknown
2022-07-20,15:37:01,25SQCMICSBBF52600AA25,Arriving
2022-07-20,15:38:22,25SQCMICSBB7AB100B1C3,Departing
2022-07-20,15:38:42,25SQCMICSBB7AB100B1C3,Unknown
2022-07-20,15:38:52,25SQCMICSBB7AB100B1C3,Arriving
2022-07-20,15:39:52,25SQCMICSBB7AB000B065,Unknown
