2022-09-27,00:15:07,25SQCMICSBB9EAD00B12A,2
2022-09-27,00:15:12,25SQCMICSBB9EAD00B12A,2
2022-09-27,00:15:13,25SQCMICSBB9EAD00B12A,1
2022-09-27,00:15:18,25SQCMICSBB9EAD00B12A,1
2022-09-27,00:15:18,25SQCMICSBB9EAD00B12A,2
2022-09-27,00:27:55,25SQCMICSBBA2CF00B220,2
2022-09-27,03:44:12,25SQCMICSBB181400B2DD,2
2022-09-27,03:44:17,25SQCMICSBB181400B2DD,2
2022-09-27,03:44:22,25SQCMICSBB181400B2DD,2
2022-09-27,03:44:29,25SQCMICSBB181400B2DD,2
2022-09-27,03:44:34,25SQCMICSBB181400B2DD,2
2022-09-27,03:44:39,25SQCMICSBB181400B2DD,2
2022-09-27,03:44:44,25SQCMICSBB181400B2DD,2
2022-09-27,03:44:51,25SQCMICSBB181400B2DD,2
2022-09-27,03:44:56,25SQCMICSBB181400B2DD,2
2022-09-27,03:45:02,25SQCMICSBB181400B2DD,2
2022-09-27,03:52:53,25SQCMICSBBA49600B286,2
2022-09-27,03:53:00,25SQCMICSBBA49600B286,2
2022-09-27,03:53:05,25SQCMICSBBA49600B286,2
2022-09-27,04:17:08,25SQCMICSBB9A2E00B1F5,2
2022-09-27,04:25:09,25SQCMICSBB9A2E00B1F5,2
2022-09-27,04:25:14,25SQCMICSBB9A2E00B1F5,2
2022-09-27,04:25:20,25SQCMICSBB9A2E00B1F5,2
2022-09-27,05:50:42,25SQCMICSBBA59500B0D2,2
2022-09-27,05:50:43,25SQCMICSBBA59500B0D2,1
2022-09-27,05:50:43,25SQCMICSBBA59500B0D2,2
2022-09-27,05:50:43,25SQCMICSBBA59500B0D2,1
2022-09-27,05:50:43,25SQCMICSBBA59500B0D2,2
2022-09-27,05:50:43,25SQCMICSBBA59500B0D2,1
2022-09-27,05:50:57,25SQCMICSBBA59500B0D2,1
2022-09-27,05:50:59,25SQCMICSBBA59500B0D2,2
2022-09-27,05:51:04,25SQCMICSBBA59500B0D2,2
2022-09-27,05:51:09,25SQCMICSBBA59500B0D2,2
2022-09-27,05:51:14,25SQCMICSBBA59500B0D2,2
2022-09-27,07:13:32,25SQCMICSBB9EAD00B12A,2
2022-09-27,07:13:36,25SQCMICSBB9EAD00B12A,1
2022-09-27,07:13:36,25SQCMICSBB9EAD00B12A,2
2022-09-27,07:13:36,25SQCMICSBB9EAD00B12A,1
2022-09-27,07:13:36,25SQCMICSBB9EAD00B12A,2
2022-09-27,07:13:37,25SQCMICSBB9EAD00B12A,1
2022-09-27,07:13:37,25SQCMICSBB9EAD00B12A,2
2022-09-27,07:13:37,25SQCMICSBB9EAD00B12A,1
2022-09-27,07:13:37,25SQCMICSBB9EAD00B12A,2
2022-09-27,07:13:37,25SQCMICSBB9EAD00B12A,1
2022-09-27,07:13:37,25SQCMICSBB9EAD00B12A,2
2022-09-27,07:13:37,25SQCMICSBB9EAD00B12A,1
2022-09-27,07:13:37,25SQCMICSBB9EAD00B12A,2
2022-09-27,07:13:38,25SQCMICSBB9EAD00B12A,1
2022-09-27,07:13:38,25SQCMICSBB9EAD00B12A,2
2022-09-27,07:13:38,25SQCMICSBB9EAD00B12A,1
