File Creation Time UTC,2022-11-08 13:02:58
SW Name,iID®DataCaptureSoftware
SW Version,v01.09
SW BuildDate,2020-04-07
SW StartTime,2022-10-13 09:03:49
Lib Version,v1.6.3
Company,Micro-Sensys GmbH
OS Version,v10.0.17763.865


Settings
,Scan mode,DOC
,FilterDuplicates
,,Enabled,YES
,,TimeToFilter_Seconds,5

Found Hardware
,Address,ReaderID,HW-Info,FW-Info,Num-Antennas
,0x01,25SQCMICSCB30F42
,0x10,200474,D0.22,98.26.0D,2
,0x11,200481,D0.22,98.26.0D,2


Timestamp,HexAddress,ReaderID,UID,Collection,DataType,Ant. Number,Temp(°C)
2022-11-08 05:32:23.612,11,200481,25SQCMICSBB5D5200B233,,DOC,2,-
2022-11-08 05:32:25.253,11,200481,25SQCMICSBB5D5200B233,,DOC,1,-
2022-11-08 05:32:28.800,11,200481,25SQCMICSBB5D5200B233,,DOC,2,-
2022-11-08 05:32:29.034,11,200481,25SQCMICSBB5D5200B233,,DOC,1,-
2022-11-08 05:32:34.268,11,200481,25SQCMICSBB5D5200B233,,DOC,1,-
2022-11-08 05:34:11.550,11,200481,25SQCMICSBB5D5200B233,,DOC,1,-
2022-11-08 05:34:17.237,11,200481,25SQCMICSBB5D5200B233,,DOC,1,-
2022-11-08 05:34:22.300,11,200481,25SQCMICSBB5D5200B233,,DOC,2,-
2022-11-08 05:35:05.737,11,200481,25SQCMICSBB5D5200B233,,DOC,2,-
2022-11-08 05:35:06.222,11,200481,25SQCMICSBB5D5200B233,,DOC,1,-
2022-11-08 05:35:06.222,11,200481,25SQCMICSBB5D5200B233,,DOC,2,-
2022-11-08 05:35:06.472,11,200481,25SQCMICSBB5D5200B233,,DOC,1,-
2022-11-08 05:35:14.065,11,200481,25SQCMICSBB5D5200B233,,DOC,1,-
2022-11-08 05:35:19.175,11,200481,25SQCMICSBB5D5200B233,,DOC,1,-
2022-11-08 05:35:24.315,11,200481,25SQCMICSBB5D5200B233,,DOC,1,-
2022-11-08 05:35:29.628,11,200481,25SQCMICSBB5D5200B233,,DOC,1,-
2022-11-08 05:35:34.847,11,200481,25SQCMICSBB5D5200B233,,DOC,1,-
2022-11-08 05:35:39.878,11,200481,25SQCMICSBB5D5200B233,,DOC,1,-
2022-11-08 05:35:45.112,11,200481,25SQCMICSBB5D5200B233,,DOC,1,-
2022-11-08 05:35:50.112,11,200481,25SQCMICSBB5D5200B233,,DOC,1,-
2022-11-08 05:35:55.128,11,200481,25SQCMICSBB5D5200B233,,DOC,1,-
2022-11-08 05:36:00.222,11,200481,25SQCMICSBB5D5200B233,,DOC,1,-
2022-11-08 05:36:05.440,11,200481,25SQCMICSBB5D5200B233,,DOC,1,-
2022-11-08 05:36:07.612,11,200481,25SQCMICSBB5D5200B233,,DOC,2,-
2022-11-08 05:36:07.862,11,200481,25SQCMICSBB5D5200B233,,DOC,1,-
2022-11-08 05:36:12.909,11,200481,25SQCMICSBB5D5200B233,,DOC,1,-
2022-11-08 05:36:12.909,11,200481,25SQCMICSBB5D5200B233,,DOC,2,-
2022-11-08 05:36:13.159,11,200481,25SQCMICSBB5D5200B233,,DOC,1,-
2022-11-08 05:36:13.159,11,200481,25SQCMICSBB5D5200B233,,DOC,2,-
2022-11-08 05:36:13.393,11,200481,25SQCMICSBB5D5200B233,,DOC,1,-
2022-11-08 05:36:13.393,11,200481,25SQCMICSBB5D5200B233,,DOC,2,-
2022-11-08 05:36:13.643,11,200481,25SQCMICSBB5D5200B233,,DOC,1,-
2022-11-08 05:36:14.112,11,200481,25SQCMICSBB5D5200B233,,DOC,2,-
2022-11-08 05:36:14.347,11,200481,25SQCMICSBB5D5200B233,,DOC,1,-
2022-11-08 05:36:14.347,11,200481,25SQCMICSBB5D5200B233,,DOC,2,-
2022-11-08 05:36:14.597,11,200481,25SQCMICSBB5D5200B233,,DOC,1,-
2022-11-08 05:36:14.597,11,200481,25SQCMICSBB5D5200B233,,DOC,2,-
2022-11-08 05:36:14.847,11,200481,25SQCMICSBB5D5200B233,,DOC,1,-
2022-11-08 05:36:14.847,11,200481,25SQCMICSBB5D5200B233,,DOC,2,-
2022-11-08 05:36:15.081,11,200481,25SQCMICSBB5D5200B233,,DOC,1,-
2022-11-08 05:36:15.081,11,200481,25SQCMICSBB5D5200B233,,DOC,2,-
2022-11-08 05:36:15.315,11,200481,25SQCMICSBB5D5200B233,,DOC,1,-
2022-11-08 05:36:15.315,11,200481,25SQCMICSBB5D5200B233,,DOC,2,-
2022-11-08 05:36:15.768,11,200481,25SQCMICSBB5D5200B233,,DOC,1,-
2022-11-08 05:36:15.768,11,200481,25SQCMICSBB5D5200B233,,DOC,2,-
2022-11-08 05:36:16.003,11,200481,25SQCMICSBB5D5200B233,,DOC,1,-
2022-11-08 05:36:16.003,11,200481,25SQCMICSBB5D5200B233,,DOC,2,-
2022-11-08 05:36:16.690,11,200481,25SQCMICSBB5D5200B233,,DOC,1,-
2022-11-08 05:36:16.690,11,200481,25SQCMICSBB5D5200B233,,DOC,2,-
2022-11-08 05:36:16.925,11,200481,25SQCMICSBB5D5200B233,,DOC,1,-
2022-11-08 05:36:21.409,11,200481,25SQCMICSBB5D5200B233,,DOC,2,-
2022-11-08 05:36:21.643,11,200481,25SQCMICSBB5D5200B233,,DOC,1,-
2022-11-08 05:36:21.643,11,200481,25SQCMICSBB5D5200B233,,DOC,2,-
2022-11-08 05:36:21.878,11,200481,25SQCMICSBB5D5200B233,,DOC,1,-
2022-11-08 05:36:26.862,11,200481,25SQCMICSBB5D5200B233,,DOC,2,-
2022-11-08 05:36:27.097,11,200481,25SQCMICSBB5D5200B233,,DOC,1,-
2022-11-08 05:36:27.097,11,200481,25SQCMICSBB5D5200B233,,DOC,2,-
2022-11-08 05:36:27.784,11,200481,25SQCMICSBB5D5200B233,,DOC,1,-
2022-11-08 05:36:28.018,11,200481,25SQCMICSBB5D5200B233,,DOC,2,-
2022-11-08 05:36:30.331,11,200481,25SQCMICSBB5D5200B233,,DOC,1,-
2022-11-08 05:36:30.331,11,200481,25SQCMICSBB5D5200B233,,DOC,2,-
2022-11-08 05:36:30.581,11,200481,25SQCMICSBB5D5200B233,,DOC,1,-
2022-11-08 05:36:30.581,11,200481,25SQCMICSBB5D5200B233,,DOC,2,-
2022-11-08 05:36:35.706,11,200481,25SQCMICSBB5D5200B233,,DOC,2,-
2022-11-08 05:36:40.815,11,200481,25SQCMICSBB5D5200B233,,DOC,2,-
2022-11-08 05:36:46.300,11,200481,25SQCMICSBB5D5200B233,,DOC,2,-
2022-11-08 05:36:51.440,11,200481,25SQCMICSBB5D5200B233,,DOC,2,-
2022-11-08 05:36:56.534,11,200481,25SQCMICSBB5D5200B233,,DOC,2,-
2022-11-08 05:36:57.768,11,200481,25SQCMICSBB5D5200B233,,DOC,1,-
2022-11-08 05:36:57.768,11,200481,25SQCMICSBB5D5200B233,,DOC,2,-
2022-11-08 05:36:58.487,11,200481,25SQCMICSBB5D5200B233,,DOC,1,-
2022-11-08 05:36:58.487,11,200481,25SQCMICSBB5D5200B233,,DOC,2,-
2022-11-08 05:36:58.722,11,200481,25SQCMICSBB5D5200B233,,DOC,1,-
2022-11-08 05:36:59.175,11,200481,25SQCMICSBB5D5200B233,,DOC,2,-
2022-11-08 05:36:59.409,11,200481,25SQCMICSBB5D5200B233,,DOC,1,-
2022-11-08 05:36:59.409,11,200481,25SQCMICSBB5D5200B233,,DOC,2,-
2022-11-08 05:36:59.643,11,200481,25SQCMICSBB5D5200B233,,DOC,1,-
2022-11-08 05:36:59.643,11,200481,25SQCMICSBB5D5200B233,,DOC,2,-
2022-11-08 05:36:59.893,11,200481,25SQCMICSBB5D5200B233,,DOC,1,-
2022-11-08 05:36:59.893,11,200481,25SQCMICSBB5D5200B233,,DOC,2,-
2022-11-08 05:37:00.143,11,200481,25SQCMICSBB5D5200B233,,DOC,1,-
2022-11-08 05:37:00.143,11,200481,25SQCMICSBB5D5200B233,,DOC,2,-
2022-11-08 05:37:00.831,11,200481,25SQCMICSBB5D5200B233,,DOC,1,-
2022-11-08 05:37:01.065,11,200481,25SQCMICSBB5D5200B233,,DOC,2,-
2022-11-08 05:37:03.425,11,200481,25SQCMICSBB5D5200B233,,DOC,1,-
2022-11-08 05:37:03.425,11,200481,25SQCMICSBB5D5200B233,,DOC,2,-
2022-11-08 05:37:03.659,11,200481,25SQCMICSBB5D5200B233,,DOC,1,-
2022-11-08 05:37:03.659,11,200481,25SQCMICSBB5D5200B233,,DOC,2,-
2022-11-08 05:37:03.909,11,200481,25SQCMICSBB5D5200B233,,DOC,1,-
2022-11-08 05:37:04.175,11,200481,25SQCMICSBB5D5200B233,,DOC,2,-
2022-11-08 05:37:04.409,11,200481,25SQCMICSBB5D5200B233,,DOC,1,-
2022-11-08 05:37:04.409,11,200481,25SQCMICSBB5D5200B233,,DOC,2,-
2022-11-08 05:37:04.659,11,200481,25SQCMICSBB5D5200B233,,DOC,1,-
2022-11-08 05:37:06.300,11,200481,25SQCMICSBB5D5200B233,,DOC,2,-
2022-11-08 05:37:06.550,11,200481,25SQCMICSBB5D5200B233,,DOC,1,-
2022-11-08 05:37:08.018,11,200481,25SQCMICSBB5D5200B233,,DOC,2,-
2022-11-08 05:37:12.940,11,200481,25SQCMICSBB5D5200B233,,DOC,1,-
2022-11-08 05:37:12.940,11,200481,25SQCMICSBB5D5200B233,,DOC,2,-
2022-11-08 05:37:26.378,11,200481,25SQCMICSBB5D5200B233,,DOC,1,-
2022-11-08 05:37:32.503,11,200481,25SQCMICSBB5D5200B233,,DOC,1,-
2022-11-08 05:37:37.534,11,200481,25SQCMICSBB5D5200B233,,DOC,1,-
2022-11-08 05:37:42.643,11,200481,25SQCMICSBB5D5200B233,,DOC,1,-
2022-11-08 05:37:48.222,11,200481,25SQCMICSBB5D5200B233,,DOC,2,-
2022-11-08 05:37:48.456,11,200481,25SQCMICSBB5D5200B233,,DOC,1,-
2022-11-08 05:37:49.940,11,200481,25SQCMICSBB5D5200B233,,DOC,2,-
