Last Detection (Seconds)
9.139166697
9.42250001
9.600833333
9.701944474
9.707777778
9.755555566
9.789166667
9.937777778
10.04111111
10.2675
10.30083333
10.44027778
10.45527782
10.53416667
10.54027779
10.56694445
10.57083333
10.68666667
10.69833333
10.74305556
10.83750001
10.84583333
10.87416667
10.88555556
10.94500001
10.99944444
11.01027778
11.04611111
11.05027778
11.07638889
11.12416668
11.13861112
11.14027778
11.15305557
11.15722222
11.15861111
11.18916667
11.19666668
11.19972222
11.23138889
11.25333333
11.31555556
11.33722222
11.33944444
11.35305556
11.35444445
11.36444444
11.37833338
11.42305556
11.42555556
11.4313889
11.43444444
11.47416671
11.48416667
11.48555558
11.49777778
11.50111111
11.50194445
11.505
11.51027779
11.52166667
11.53555556
11.55194444
11.5738889
11.57416667
11.59916667
11.6225
11.64527778
11.68583334
11.695
11.70861111
11.71194445
11.71527779
11.72138889
11.75444444
11.76111115
11.76583334
11.78666667
11.79027778
11.79055556
11.79527781
11.79916667
11.80194445
11.80583333
11.81416667
11.81972222
11.82
11.82250001
11.84166668
11.84222225
11.85416667
11.85416667
11.86055556
11.86416667
11.86972225
11.87055556
11.91305556
11.94722223
11.96777778
11.98138892
11.98305556
11.99527778
12.00416667
12.0125
12.01277778
12.02722223
12.03083334
12.03250001
12.03277778
12.04
12.04250001
12.05527778
12.05638889
12.07361111
12.07361111
12.12888889
12.1288889
12.13444444
12.1391667
12.1475
12.15472223
12.1688889
12.17027779
12.17083333
12.18611111
12.19583333
12.2
12.22277778
12.2363889
12.24027778
12.24111111
12.24833333
12.25333333
12.28777778
12.30611111
12.30777778
12.3125
12.31666667
12.32472223
12.33305556
12.33666667
12.34083333
12.34500001
12.34527778
12.35055556
12.37055557
12.3738889
12.37583333
12.38305556
12.39027778
12.39083333
12.39805556
12.40055556
12.40333333
12.40388889
12.42305556
12.42333334
12.42416667
12.4241667
12.43055556
12.43305557
12.44083334
12.44805556
12.45972222
12.46166667
12.46305556
12.47472223
12.48222222
12.50166668
12.50666668
12.51916667
12.52305556
12.52805556
12.52805556
12.53
12.54888889
12.56138889
12.56166667
12.56555557
12.57166667
12.57722223
12.5825
12.58805556
12.58888889
12.59638889
12.59833333
12.59972223
12.60194444
12.60416667
12.6125
12.61277778
12.61861111
12.61861111
12.63194445
12.63277778
12.63694447
12.64
12.64138889
12.64777778
12.65722222
12.65722225
12.6575
12.66055559
12.66333333
12.66361111
12.665
12.66888892
12.66916667
12.70333336
12.70527778
12.70666668
12.71333333
12.71833333
12.71861111
12.71944444
12.72333334
12.7313889
12.73611112
12.74472222
12.7538889
12.75500003
12.75638889
12.76500003
12.76638889
12.76666668
12.79777779
12.79916667
12.79916667
12.80527781
12.80888889
12.81027779
12.82138889
12.82194444
12.82361111
12.82444444
12.82722223
12.8338889
12.83583333
12.83972222
12.84083333
12.84166667
12.85194444
12.85694444
12.86027778
12.86527778
12.86638889
12.8675
12.87000001
12.87416667
12.87472227
12.87805556
12.88722223
12.89805559
12.90305556
12.91472223
12.915
12.92361111
12.92500001
12.92777778
12.93361111
12.94527778
12.95888889
12.96
12.96194444
12.97055556
12.97361111
12.97388889
12.97944444
12.98361111
12.98472223
13.00416667
13.01277779
13.01833333
13.02722222
13.04277778
13.04333333
13.06138889
13.06527778
13.06611111
13.06666667
13.07694445
13.09194444
13.09583333
13.09611111
13.10166667
13.10833333
13.11777778
13.11944444
13.12638889
13.12750002
13.12777778
13.13527778
13.1475
13.15222222
13.15388889
13.15694444
13.16694448
13.16972222
13.17
13.17083338
13.17916667
13.1802778
13.19416667
13.19861111
13.19888889
13.20083334
13.20111111
13.20361111
13.20472223
13.20833333
13.21555557
13.21722222
13.2188889
13.22361111
13.22583333
13.23222222
13.23694444
13.23777778
13.245
13.25194445
13.25361112
13.25916667
13.27055556
13.27638889
13.27694444
13.28194444
13.2825
13.28305557
13.28861111
13.28888891
13.28972222
13.29027778
13.29694444
13.3
13.30333336
13.30444444
13.31166667
13.31194451
13.31972222
13.32083338
13.32444444
13.33694444
13.34361111
13.34611112
13.35
13.36944444
13.37861111
13.37861111
13.37972222
13.38027778
13.38166668
13.38333334
13.38416668
13.38472222
13.38861111
13.39166668
13.39972222
13.40277778
13.40416668
13.41222223
13.41333333
13.41833334
13.41944444
13.42166667
13.42444445
13.42638889
13.42777778
13.42972222
13.43111112
13.43333333
13.43333334
13.43583333
13.43750001
13.44222222
13.4425
13.44277778
13.44305556
13.44416667
13.44666667
13.45472222
13.45611112
13.45777778
13.46111111
13.4613889
13.47027778
13.47333334
13.47916669
13.48083333
13.48305556
13.48500006
13.48527778
13.48666667
13.49166667
13.49166668
13.50055556
13.50361111
13.50361112
13.50888894
13.50916668
13.51527778
13.51694444
13.51888889
13.5225
13.52555557
13.53666667
13.5388889
13.54194444
13.54638889
13.54944444
13.55055556
13.5513889
13.55166667
13.55166667
13.55638889
13.55694444
13.55888889
13.56055557
13.56333333
13.56333333
13.56472222
13.56666668
13.58833333
13.58861111
13.58916668
13.59694444
13.59833333
13.60444444
13.60833337
13.61055556
13.6125
13.6125
13.62333334
13.62638889
13.63833333
13.64166667
13.64166667
13.6425
13.64277778
13.64444444
13.64972222
13.65333333
13.65416667
13.65750001
13.66055556
13.66472222
13.66583333
13.66583333
13.66583333
13.66638889
13.68527779
13.68555561
13.68722222
13.69111112
13.69416667
13.69444444
13.69583333
13.69722222
13.69861112
13.70472222
13.7075
13.70861111
13.71027779
13.71166667
13.71305556
13.71472222
13.72194444
13.72444444
13.72472222
13.72666668
13.74055557
13.74305557
13.74694447
13.75333333
13.75583333
13.7625
13.77
13.77166667
13.77416667
13.77750001
13.77916667
13.78138889
13.78388891
13.78972222
13.79055556
13.79777778
13.7988889
13.80111111
13.80111111
13.80222222
13.80222222
13.8025
13.80888889
13.80944445
13.81722223
13.8188889
13.81916667
13.82361111
13.82444445
13.82472222
13.82583333
13.82611111
13.82750001
13.82888889
13.83
13.83166667
13.83166674
13.84055556
13.84111112
13.84277778
13.84444444
13.84750001
13.84861112
13.85111111
13.85305556
13.85444445
13.85583333
13.85805556
13.86666668
13.8666667
13.86805556
13.86944444
13.87138889
13.88166667
13.88444444
13.88472222
13.88555556
13.88583333
13.8877778
13.89361112
13.89416667
13.89611113
13.89638889
13.89666667
13.90138889
13.91055556
13.91055556
13.91361111
13.91472222
13.91527779
13.91666667
13.92361111
13.92361112
13.92583334
13.92666667
13.92805561
13.92972222
13.9313889
13.93416667
13.9391667
13.94277783
13.94638889
13.9525
13.95250003
13.95388889
13.95388889
13.95416667
13.95722222
13.9588889
13.96111112
13.96166667
13.96305556
13.96833333
13.97138889
13.9766667
13.97694444
13.98
13.98416667
13.985
13.98750001
13.99277778
13.99333333
13.9988889
13.99916668
14.00416667
14.00833334
14.00888889
14.01166667
14.01305557
14.01583333
14.01916667
14.0225
14.02305556
14.02388889
14.02666667
14.03138889
14.03250001
14.03333334
14.03527778
14.03944444
14.04
14.04222222
14.04583333
14.04611112
14.04694445
14.04944444
14.05083333
14.05111111
14.05111114
14.05138889
14.0525
14.05527778
14.0588889
14.06
14.06277778
14.06333333
14.06333333
14.06805556
14.06805556
14.06805559
14.07861111
