First Detection (Seconds)
8.665
8.788888889
8.796944444
8.849722222
8.856111111
8.922777778
8.965277778
9.011944444
9.031666667
9.034444444
9.048611111
9.065277778
9.104166667
9.129166667
9.190555556
9.248333333
9.290277778
9.315833333
9.364722222
9.371666667
9.375
9.376666667
9.441666667
9.468333333
9.478055556
9.497777778
9.561111111
9.598333333
9.628611111
9.650277778
9.662222222
9.668888889
9.683888889
9.714166667
9.735277778
9.778333333
9.811944444
9.813611111
9.836111111
9.84
9.852222222
9.872222222
9.885833333
9.895
9.927777778
9.963055556
9.969444444
9.987777778
10.01138889
10.01888889
10.025
10.02861111
10.04416667
10.06638889
10.06861111
10.07277778
10.08138889
10.08416667
10.09583333
10.10833333
10.11638889
10.11666667
10.1175
10.12
10.14472222
10.16027778
10.17083333
10.17416667
10.20638889
10.20777778
10.22027778
10.22638889
10.23361111
10.24361111
10.25333333
10.25416667
10.25638889
10.25888889
10.26388889
10.27861111
10.28305556
10.30388889
10.30805556
10.31
10.31777778
10.32972222
10.33944444
10.34277778
10.35166667
10.36388889
10.38722222
10.39027778
10.39777778
10.41027778
10.41888889
10.4275
10.43
10.43611111
10.44972222
10.4725
10.48694444
10.50694444
10.51472222
10.515
10.5175
10.52083333
10.52194444
10.52361111
10.53972222
10.55305556
10.55388889
10.57416667
10.58444444
10.59111111
10.59666667
10.59777778
10.59833333
10.60833333
10.615
10.6225
10.64805556
10.66444444
10.66611111
10.66777778
10.67527778
10.68916667
10.69138889
10.70555556
10.70722222
10.73777778
10.73861111
10.74027778
10.74222222
10.74361111
10.74472222
10.74527778
10.75083333
10.75888889
10.76027778
10.76944444
10.76944444
10.77722222
10.79111111
10.80555556
10.80944444
10.81
10.81166667
10.81555556
10.82694444
10.82777778
10.83111111
10.83777778
10.84166667
10.84583333
10.85305556
10.85333333
10.86
10.86083333
10.86555556
10.89388889
10.91055556
10.91138889
10.9225
10.93611111
10.94166667
10.94694444
10.95277778
10.95388889
10.95416667
10.96444444
10.96527778
10.9725
10.97611111
10.97805556
10.98194444
10.98694444
10.99833333
11.00388889
11.00472222
11.01027778
11.01027778
11.01555556
11.02361111
11.0375
11.04527778
11.04777778
11.0575
11.06472222
11.06694444
11.07111111
11.08305556
11.08416667
11.08888889
11.09027778
11.09222222
11.0925
11.09666667
11.10361111
11.10361111
11.11416667
11.11444444
11.11611111
11.12527778
11.12861111
11.13
11.13194444
11.13777778
11.14833333
11.15916667
11.16444444
11.17416667
11.18055556
11.19027778
11.195
11.20138889
11.20222222
11.20722222
11.21305556
11.21805556
11.22777778
11.24527778
11.24583333
11.25277778
11.25388889
11.25694444
11.26916667
11.27111111
11.27472222
11.27527778
11.27555556
11.30111111
11.30611111
11.31527778
11.31722222
11.3225
11.32333333
11.32333333
11.32472222
11.32805556
11.32972222
11.34
11.34083333
11.34944444
11.35
11.35222222
11.35777778
11.35777778
11.36277778
11.37472222
11.37833333
11.38
11.38
11.38083333
11.38138889
11.38388889
11.39055556
11.39194444
11.39694444
11.40194444
11.40444444
11.40638889
11.40722222
11.41055556
11.42555556
11.43361111
11.44
11.44472222
11.45194444
11.45305556
11.45583333
11.45833333
11.45833333
11.46
11.46694444
11.46722222
11.46833333
11.47138889
11.47527778
11.47527778
11.47972222
11.48305556
11.48888889
11.48972222
11.49
11.49055556
11.49944444
11.50083333
11.50083333
11.51222222
11.51472222
11.51611111
11.51611111
11.51638889
11.52638889
11.52805556
11.52944444
11.53583333
11.53638889
11.53694444
11.53916667
11.54277778
11.55027778
11.56055556
11.56472222
11.57611111
11.59194444
11.59277778
11.59361111
11.59388889
11.60166667
11.60722222
11.60888889
11.60972222
11.61583333
11.6275
11.63638889
11.64
11.64166667
11.6575
11.66805556
11.67
11.67166667
11.67222222
11.67305556
11.68222222
11.68527778
11.68638889
11.68666667
11.70277778
11.70805556
11.72444444
11.72527778
11.72583333
11.73194444
11.73222222
11.735
11.73611111
11.74361111
11.74527778
11.75138889
11.75194444
11.75833333
11.76
11.76333333
11.76361111
11.76666667
11.76722222
11.76861111
11.77
11.77583333
11.77583333
11.77972222
11.78111111
11.78833333
11.78916667
11.79388889
11.79972222
11.80361111
11.81111111
11.82
11.82138889
11.82222222
11.82555556
11.82666667
11.83111111
11.8325
11.83444444
11.83694444
11.83722222
11.8375
11.86361111
11.86527778
11.86638889
11.87277778
11.88972222
11.89388889
11.91861111
11.92277778
11.92611111
11.93333333
11.93611111
11.93805556
11.94305556
11.94638889
11.95722222
11.95861111
11.96944444
11.97055556
11.97138889
11.97138889
11.97388889
11.97472222
11.97972222
11.98083333
11.98638889
11.98805556
11.99972222
11.99972222
12.00166667
12.00472222
12.01222222
12.01416667
12.01416667
12.015
12.01833333
12.02194444
12.0225
12.02472222
12.02694444
12.02972222
12.03611111
12.0375
12.04361111
12.045
12.05138889
12.06611111
12.0725
12.07666667
12.08694444
12.09166667
12.09277778
12.09972222
12.10333333
12.11166667
12.12194444
12.1225
12.12277778
12.12527778
12.13194444
12.13555556
12.145
12.14555556
12.14722222
12.14861111
12.15111111
12.15166667
12.15222222
12.15305556
12.15666667
12.1575
12.16138889
12.16361111
12.16472222
